cnpj,gtin,city,state,name,description
54516661003704,7891010033521,SAO JOSE DOS CAMPOS,SP,JOHNSON & JOHNSON DO BRASIL INDUSTRIA E COMERCIO DE PRODUTOS PARA SAUDE LTDA.,PROTETOR SOLAR SUNDOWN
7757005000617,7898205924732,LAVRAS,MG,TROP FRUTAS DO BRASIL LTDA,IOG NATURAL WHEY 28 COOKIES & CREAM VERDE CAMPO 500G
1851716000165,7896071024853,APARECIDA DE GOIANIA,GO,CIPA-INDUSTRIAL DE PRODUTOS ALIMENTARES LTDA,BISC MABEL GRANO COCO 200G
52034139000150,7896003702606,MARILIA,SP,MARILAN ALIMENTOS S/A,BISCOITO MARILAN DISTRACAO CHOCOLATE
46344354000669,7891132001101,SAO PAULO,SP,AJINOMOTO DO BRASIL INDUSTRIA E COMERCIO DE ALIMENTOS LTDA.,SAZON SABOR DO NORDESTE
3956345000101,7898293494155,UBERLANDIA,MG,"BIOTEC COSMETICOS, INDUSTRIA E COMERCIO LTDA",BIOHAIR SOS 1KG
48205157000180,7896763621018,GARCA,SP,ORLANDO ZANCOPE & CIA. LTDA.,MACARRÃO PAULISTA PARAFUSO
62691043000118,7896066301235,DIADEMA,SP,WICKBOLD & NOSSO PAO INDUSTRIAS ALIMENTICIAS LTDA,PAO GRAO SABOR INTEGRAL 400G WICKBOLD
61296646000152,7896053800932,SAO PAULO,SP,AURORA BEBIDAS E ALIMENTOS FINOS LTDA,SNACK TAI KALASSI RICE CRACKERS PAPRIKA 100 G
53400784000101,7896281700585,SAO CARLOS,SP,LATICINIOS SALUTE EIRELI,IOGURTE LIGHT SMOOTHIE
61193496000151,7891048038369,SAO PAULO,SP,DR. OETKER BRASIL LTDA.,CHA OETKER MORANGO SILVESTRE
7526557000100,7891991014786,SAO PAULO,SP,AMBEV S.A.,CERVEJA BUDWEISER 550ML GARRAFA
2279324000489,7891167031685,SAO PAULO,SP,GDC ALIMENTOS S.A,ATUM 88 SOLIDO OLEO
61193496000151,7891048036235,SAO PAULO,SP,DR. OETKER BRASIL LTDA.,CHA OETKER FL FR MACA CANELA C/15 SAQ
77595395000228,7896275980665,MEDIANEIRA,PR,FRIMESA COOPERATIVA CENTRAL,IOG FRIMESA REST DE LACTOSE FRUTAS VERM 165G
17159518000175,7896417204642,CONTAGEM,MG,DOMINGOS COSTA INDUSTRIAS ALIMENTICIAS SA,MACARRÃO VILMA OVOS PARAFUSO
16849231000104,7896051125365,BELO HORIZONTE,MG,ITAMBE ALIMENTOS S/A,IOGURTE ITAMBE FIT PEDACOS MORANGO
43816719002402,78909434,SAO PAULO,SP,FERRERO DO BRASIL INDUSTRIA DOCEIRA E ALIMENTAR LTDA,BOMBOM FERRERO ROCHER 3X16G
2867469000158,7897972002711,CARAPICUIBA,SP,KIM NETO INDUSTRIA E COMERCIO DE PANIFICACAO LTDA,BOLO KIM FUBA
23643315000152,7891025700609,SAO PAULO,SP,DANONE LTDA,IOGURTE DANONE POLPA MORANGO
43461789000190,7896098901168,AMPARO,SP,QUIMICA AMPARO LTDA,LAVA ROUPA TIXAN YPE 3 LITROS PRIMAVERA
33306929000798,7899026440296,SAO PAULO,SP,PROCOSA PRODUTOS DE BELEZA LTDA,SHAMPOO ELSEVE REPARAÇÃO TOTAL 5 QUÍMICA
51723435000103,7896496981113,OSASCO,SP,MAETERRA PRODUTOS NATURAIS LTDA,COOKIES MAE TERRA 25G ORG/CACAU
1121175000110,7896245705410,SENADOR CANEDO,GO,CICOPAL INDUSTRIA E COMERCIO DE PRODUTOS ALIMENTICIOS E HIGIENE PESSOAL LTDA,WAFER MICOS 115G MORANGO
7526557000100,7891991010153,SAO PAULO,SP,AMBEV S.A.,CERVEJA ANTARCTICA SUB ZERO
1615814000101,7894000050034,SAO PAULO,SP,UNILEVER BRASIL INDUSTRIAL LTDA,MAIONESE TRADICIONAL HELLMANN'S 500G
70940994000101,7891962036984,GUARULHOS,SP,PANDURATA ALIMENTOS LTDA,BISCOITO DE CHOCOLATE WAFER -140G -BAUDUCCO
14998371000119,7896005271377,FORTALEZA,CE,J MACEDO S/A,LASANHA PETYBON
17159518000175,7896417204635,CONTAGEM,MG,DOMINGOS COSTA INDUSTRIAS ALIMENTICIAS SA,MACARRÃO VILMA OVOS PENNE
8505736000123,7897664150010,SAO PAULO,SP,FLORA PRODUTOS DE HIGIENE E LIMPEZA S.A,MINUANO CLÁSSICO CARINHO 2 L
3485775000192,7896002109017,PIRASSUNUNGA,SP,COMPANHIA MULLER DE BEBIDAS,AGUARDENTE TERRA BRASILIS
62162243000426,7896025801776,ITAQUAQUECETUBA,SP,IND E COM DE PROD ALIM CEPERA LTDA,ABACAXI CALDA CEPERA RODELAS - CEPARA - 400G
3116028000187,7896775101287,SANTO ANTONIO DA PATRULHA,RS,GUIMARAES INDUSTRIA & COMERCIO LTDA,PASTA AMENDOIM GUIMARAES 500G INTEGRAL
31565104000177,7892840808013,SAO PAULO,SP,PEPSICO DO BRASIL LTDA,ISOTÔNICO SABOR FRUTAS CÍTRICAS GATORADE 500ML
1551272000142,7898031172949,RECIFE,PE,ASA INDUSTRIA E COMERCIO LTDA,SABAO EM PO INVICTO LAVANDA
33033028000184,7895800471661,CURITIBA,PR,MONDELEZ BRASIL LTDA,DROPS HALLS MELANCIA-LYPTUS 21UNIDADE
12213443000140,7896481130199,ARAPIRACA,AL,INDUSTRIAS REUNIDAS CORINGA LTDA,FLOCAO RECH CARNE DE BODE 200G
54360656000144,7891118014736,RIO DAS PEDRAS,SP,ARCOR DO BRASIL LTDA.,BALA POOSH TUTTI FRUTTI 150G
52034139000150,7896003706376,MARILIA,SP,MARILAN ALIMENTOS S/A,BISCOITO TEENS MARILAN CHOCOLATE
62691043000118,7896066301419,DIADEMA,SP,WICKBOLD & NOSSO PAO INDUSTRIAS ALIMENTICIAS LTDA,PAO FORMA WICKBOLD DO FORNO 500G TRAD
4939545000119,7898586961333,ATIBAIA,SP,HELIO SOARES DE ARAUJO,SHAMPOO MULTI ACAO 400ML REDUTOR
9641406000128,7896069570072,NEVES PAULISTA,SP,ROCHA & ROCHA ALIMENTOS LTDA,MOLHO DE PIMENTA SIAMAR 150ML
55002133000199,7896004001883,SAO PAULO,SP,KELLOGG BRASIL LTDA.,FRUIT BITES 50 G SABOR MANGA E ACEROLA
43461789000190,7896098903520,AMPARO,SP,QUIMICA AMPARO LTDA,DESINFETANTE BAK YPE LAVANDA
43461789000190,7896098903520,AMPARO,SP,QUIMICA AMPARO LTDA,DESINFETANTE BAK YPE LAVANDA
62162243000426,7896025800267,ITAQUAQUECETUBA,SP,IND E COM DE PROD ALIM CEPERA LTDA,PEPINO CEPERA EM VINAGRE 300GR
45997418000153,7894900680089,RIO DE JANEIRO,RJ,COCA COLA INDUSTRIAS LTDA,REFR SPRITE 2L ICE MINT
2340534000192,7896945400097,CUSTODIA,PE,TAMBAU INDUSTRIA ALIMENTICIA LTDA,BANANADA TAMBAU 300G
6042467000180,7896058256246,CAMPINAS,SP,BAGLEY DO BRASIL ALIMENTOS LTDA,BISCOITO TORTUGUITA MORANGO 130G ARCOR
61193496000151,7891048070222,SAO PAULO,SP,DR. OETKER BRASIL LTDA.,MIST BOLO CANECA OETKER LARANJA
45997418000153,7894900151510,RIO DE JANEIRO,RJ,COCA COLA INDUSTRIAS LTDA,FANTA LARANJA ZERO GARRAFA PET 2 L
1851716000165,7896071022491,APARECIDA DE GOIANIA,GO,CIPA-INDUSTRIAL DE PRODUTOS ALIMENTARES LTDA,SEQUILHO MABEL NATA R
50221019000136,7896052601110,ITU,SP,HNK BR INDUSTRIA DE BEBIDAS LTDA.,SCHIN LIMÃO GARRAFA PET
49882913000178,7897064810354,MARILIA,SP,MARITUCS ALIMENTOS LIMITADA.,BALA GOMA KUKY FESTA 70G
1339808000160,7896998706016,POCOS DE CALDAS,MG,INDUSTRIA DE PANIFICACAO NEWBREAD LTDA,BOLO NEWBREWAD LARANJA
58551326000197,7896273100270,PIRASSUNUNGA,SP,INDUSTRIA DE BEBIDAS PIRASSUNUNGA LTDA,VODKA BALA BLUE 1L AUTHENTIC
7526557000100,7891149103102,SAO PAULO,SP,AMBEV S.A.,SKOL PILSEN LATA 1 UNIDADE
84869593000117,7896272004210,SAO JOSE DOS PINHAIS,PR,VALE FERTIL INDUSTRIAS ALIMENTICIAS LTDA,AZEITONA VERDE VALE FÉRTIL RECHEADA COM PIMENTÃO
2340534000192,7896945400394,CUSTODIA,PE,TAMBAU INDUSTRIA ALIMENTICIA LTDA,DOCE DE GOIABA CRIST TAMBAU
8505736000123,7897664120105,SAO PAULO,SP,FLORA PRODUTOS DE HIGIENE E LIMPEZA S.A,SABAO DE COCO MINUANO
60409075000152,7891000126905,SAO PAULO,SP,NESTLE BRASIL LTDA.,CREME DE LEITE CAIXINHA NESTLÉ 200ML
60409075000152,7891000126905,SAO PAULO,SP,NESTLE BRASIL LTDA.,CREME DE LEITE CAIXINHA NESTLÉ 200ML
1615814000101,7894000001159,SAO PAULO,SP,UNILEVER BRASIL INDUSTRIAL LTDA,ADES UVA
2419557000197,7898115901786,SAO PAULO,SP,PAN CHRISTIAN IND E COM DE PRODUTOS ALIMENTICIOS LTDA,BOLO SUAVIPAN CHOCOLATE ORGANICO 200G
21992946000151,7896259412267,LAGOA DA PRATA,MG,EMBARE INDUSTRIAS ALIMENTICIAS S/A,LEITE PO CAMPONESA 200G SACHET
1856022000110,7897042004942,UBERABA,MG,MASTER LINE DO BRASIL LTDA,CREME TRATAMENTO SKALA 1KG MANTEIGA DE KARITÉ UNIT
20770566001505,7896046900267,GUAXUPE,MG,COOPERATIVA REGIONAL DE CAFEICULTORES EM GUAXUPE LTDA COOXUPE,CAFE EM GRAO PRIMA QUALITA 1 KG 4414
56851355000149,7896085813467,SAO BERNARDO DO CAMPO,SP,NAZCA COSMETICOS INDUSTRIA E COMERCIO LTDA,ALISANTE ORIGEM NOW NAZCA
1773518000120,7898524347908,JANDIRA,SP,DEVINTEX COSMETICOS LTDA,MAIONESE CAPILAR SALON LINE 500G TODECACHO LIGHT UNIT
17467515000107,7896224800709,SANTA LUZIA,MG,CAFE TRES CORACOES S.A,CAFE SOLUVEL SANTA CLARA CLASSICO 200G
11507415000172,7896013100591,PAULISTA,PE,INDUSTRIAS REUNIDAS RAYMUNDO DA FONTE SA,ALCOOL BRILUX HIDRATADO 46INPM
62546387000133,7896292311107,MATAO,SP,PREDILECTA ALIMENTOS LTDA,ERVILHA PREDILECTA SC
45997418000153,7894900034219,RIO DE JANEIRO,RJ,COCA COLA INDUSTRIAS LTDA,REFRIGERANTE FANTA LARANJA 2LT
62162243000426,7896025802797,ITAQUAQUECETUBA,SP,IND E COM DE PROD ALIM CEPERA LTDA,MOLHO TOM MAMMAD'ORO CASEIRO MANJERICAO
70940994000101,7891962050560,GUARULHOS,SP,PANDURATA ALIMENTOS LTDA,BARRA CEREALE CASTANHA 78G
7526557000100,7891991010900,SAO PAULO,SP,AMBEV S.A.,CERVEJA ANTARTICA SUB-ZERO LTA
62168679000180,7896050411018,SAO PAULO,SP,PANIFICADORA CEPAM LTDA,BISCOITO AMANT VILLAGE
33306929000798,7899026444591,SAO PAULO,SP,PROCOSA PRODUTOS DE BELEZA LTDA,AMPOLA TRATAMENTO ELSÉVE 15ML ÓLEO EXTRAORDINÁRIO NUTRIÇÃO C/3
78860863000126,7896327500131,CHAPECO,SC,APTI ALIMENTOS LTDA,PO SORVETE APTI MORANGO
45997418000153,7894900573701,RIO DE JANEIRO,RJ,COCA COLA INDUSTRIAS LTDA,SUCO KAPO DEL VALLE MARACUJÁ
28053619000183,7891008137378,VILA VELHA,ES,CHOCOLATES GAROTO LTDA.,CHOC TALENTO DARK FRAMBOESA 75G
28053619000183,7891008137378,VILA VELHA,ES,CHOCOLATES GAROTO SA,CHOC TALENTO DARK FRAMBOESA 75G
8146143000118,7898939072891,MARILIA,SP,NUTRI INGREDIENTES INDUSTRIA E COMERCIO DE PRODUTOS ALIMENTICIOS LTDA,CHA MATE ACAI PIM CAIENA POWER ONE 100G
16849231000104,7896051123897,BELO HORIZONTE,MG,ITAMBE ALIMENTOS S/A,IOGURTE PRO LIGHT BAUNILHA COPO 120G
588458000103,7897517206130,MONTE ALTO,SP,FUGINI ALIMENTOS LTDA,QUERO PIZZA SACHÊ
1851716000165,7896071003926,APARECIDA DE GOIANIA,GO,CIPA-INDUSTRIAL DE PRODUTOS ALIMENTARES LTDA,BISCOITO.COCO MABEL
7334368000135,7898083660784,CONTAGEM,MG,SUPER GLOBO QUIMICA LTDA,CLORO SANTA CLARA 5LT
61070694000128,7896007865970,SAO PAULO,SP,SAKURA NAKAYA ALIMENTOS LTDA,MOLHO SAKURA TARE
55323216000341,7896054908187,REGENTE FEIJO,SP,ALIMENTOS WILSON LTDA EM RECUPERACAO JUDICIAL,MOLHO PIM CREMOSO DAJUDA 90G
5117323000183,7898930141015,ITAPOLIS,SP,STELLA D'ORO ALIMENTOS LTDA,MILHO VERDE STELLA D'ORO
1131570000183,7898925943013,JAGUARIUNA,SP,CERVEJARIA ZX S.A.,COLORADO CAUIM PILSEN GARRAFA 1 UNIDADE
52034139000150,7896003700992,MARILIA,SP,MARILAN ALIMENTOS S/A,WAFER MARILAN BAUNY
1202633000145,7896495000174,CAJAMAR,SP,NOBEL DO BRASIL LTDA,DESENTUPIDOR LÍQUIDO PARA PIAS E RALOS DIABO VERDE 1 LITRO
2736595000173,7898596080994,MACEIO,AL,COPRA INDUSTRIA ALIMENTICIA LTDA,NECTAR DE COCO 250 ML COPRA COCO
48785000172,7896445472419,FORTALEZA,CE,INDAIA BRASIL AGUAS MINERAIS LTDA,REFRIG.MINALBA LARANJA
52034139000150,7896003701661,MARILIA,SP,MARILAN ALIMENTOS S/A,BISCOITO RECHEADO MARILAN CHOCOLATE
61297784000318,7891122113104,EMBU DAS ARTES,SP,LIOTECNICA TECNOLOGIA EM ALIMENTOS S.A.,GELATINA QUALIMAX EM PO ABACAXI 1KG
14998371000119,7896005272107,FORTALEZA,CE,J MACEDO S/A,MISTURA PARA BOLO SABOR BAUNILHA DONA BENTA 450G
76255926000190,7896019201025,CORNELIO PROCOPIO,PR,CIA. IGUACU DE CAFE SOLUVEL,CAFÉ SOLÚVEL IGUAÇU
61193496000151,7891048071274,SAO PAULO,SP,DR. OETKER BRASIL LTDA.,AMENDOIM DR OETKER CROCNUTS
81727414000119,7896283006548,CURITIBA,PR,JASMINE COMERCIO DE PRODUTOS ALIMENTICIOS LTDA,MOLHO DE TOMATE TRADICIONAL 330G ALIMENTOS
81727414000119,7896283006548,CURITIBA,PR,JASMINE COMERCIO DE PRODUTOS ALIMENTICIOS LTDA,MOLHO DE TOMATE TRADICIONAL 330G ALIMENTOS
35402759000185,7896002360982,SAO PAULO,SP,BIMBO DO BRASIL LTDA,PULLMAN FRAPPÉ CALIFÓRNIA BAUNILHA E CHOCOLATE 250
8811226001903,7891091010374,CABEDELO,PB,SAO BRAZ S/A INDUSTRIA E COMERCIO DE ALIMENTOS,CANJIQUINHA ALMOFADA 12X400G
3485775000192,7896002110921,PIRASSUNUNGA,SP,COMPANHIA MULLER DE BEBIDAS,CANINHA PIRASSUNUNGA OURO
62461140000114,7891203058720,SAO PAULO,SP,LUA NOVA IND E COMERCIO DE PRODUTOS ALIMENTICIOS LTDA,MACARRAO PANCO CREMOSO FRANGO
43461789000190,7896098904695,AMPARO,SP,QUIMICA AMPARO LTDA,ALVEJANTE YPE 1L FLORES DA PRIMAVERA
46025722000100,7896022203627,SUMARE,SP,PASTIFICIO SELMI SA,FARFALLE INTEGRALE RENATA GRANO DURO
60945169001037,7891079000250,IBIUNA,SP,NISSIN FOODS DO BRASIL LTDA,MACARRÃO INSTANTÂNEO NISSIN MIOJO BACON
35402759000185,7896002363792,SAO PAULO,SP,BIMBO DO BRASIL LTDA,PÃO SIRIO RAP 10 330G
62598586000195,7891032015604,SAO PAULO,SP,ANGELO AURICCHIO COMPANHIA LTDA,EXT OLE CP 12X | EXTRATO TOM DECORADO 12/260
1131570000183,7898929988836,JAGUARIUNA,SP,CERVEJARIA ZX S.A.,CERVEJA WÄLS SESSION 600ML
61070694000128,7896007801404,SAO PAULO,SP,SAKURA NAKAYA ALIMENTOS LTDA,MOLHO INGLES 1LT KENKO
2176615000107,7898126403088,ALVINOPOLIS,MG,BIO-EXTRATUS COSMETIC NATURAL LTDA,SHAMPOO BIO EXTRATUS HOMEM - GRISALHOS
62461140000114,7891203010209,SAO PAULO,SP,LUA NOVA IND E COMERCIO DE PRODUTOS ALIMENTICIOS LTDA,PÃO CASEIRO DE MILHO PANCO 500G
11507415000172,7896013100669,PAULISTA,PE,INDUSTRIAS REUNIDAS RAYMUNDO DA FONTE SA,AGUA SANIT TUBARAO 1L
497383000155,7898003280085,CAMBUI,MG,PORTAO DE CAMBUI DOCES E LATICINIOS LTDA,DOCE DE LEITE PORTAO DE CAMBUI AMEIXA
2338823000157,7898192030614,SAO PAULO,SP,WOW NUTRITION INDUSTRIA E COMERCIO S.A - EM RECUPERACAO JUDICIAL,SUFRESH UVA LIGHT CAIXA
61193496000151,7891048036266,SAO PAULO,SP,DR. OETKER BRASIL LTDA.,CHA OETKER FL FR MORANGO C/15 SAQ
17159518000175,7896417204727,CONTAGEM,MG,DOMINGOS COSTA INDUSTRIAS ALIMENTICIAS SA,MASSA PENA VILMA TRICOLOR 500 GR
17467515000107,7896224817189,SANTA LUZIA,MG,CAFE TRES CORACOES S.A,CAFE KIMIMO VACUO
33306929000798,7899026420595,SAO PAULO,SP,PROCOSA PRODUTOS DE BELEZA LTDA,CREME DE PENTEAR ELSEVE REPARAÇÃO TOTAL 5+
61068276001259,7898422749156,VALINHOS,SP,UNILEVER BRASIL LTDA.,CONDICIONADOR DOVE CONTROLE DE QUEDA 400ML
46025722000100,7896022203849,SUMARE,SP,PASTIFICIO SELMI SA,MACARRÃO INST RENATA EXPRESS FGO C
7526557000100,7891149103300,SAO PAULO,SP,AMBEV S.A.,CERVEJA SKOL PILSEN ONE WAY
55223127000161,7896263500028,POTIRENDABA,SP,BEBIDAS POTY LTDA,REFRIG.POTY 2L LIMAO
53512810000193,7896256065787,SAO JOSE DO RIO PRETO,SP,M W A COMERCIO DE PRODUTOS ALIMENTICIOS LTDA,BISC ARROZ RECHEADO C/ PASTA AMENDOIM KODILAR
60409075000152,7891000096468,SAO PAULO,SP,NESTLE BRASIL LTDA.,CHANDELLE CHOCOLATE LEVE MAIS PAGUE MENOS
60409075000152,7891000096468,SAO PAULO,SP,NESTLE BRASIL LTDA.,CHANDELLE CHOCOLATE LEVE MAIS PAGUE MENOS
59557124000115,7891035126048,SAO PAULO,SP,RECKITT BENCKISER ( BRASIL ) LTDA.,LIMPADOR SANITÁRIO HARPIC ACTIVE FRESH
60409075000152,7891000113608,SAO PAULO,SP,NESTLE BRASIL LTDA.,BOMBONS ESPECIALIDADES NESTLÉ 355G
60409075000152,7891000113608,SAO PAULO,SP,NESTLE BRASIL LTDA.,BOMBONS ESPECIALIDADES NESTLÉ 355G
89967939000133,7896037916086,FLORES DA CUNHA,RS,FANTE INDUSTRIA DE BEBIDAS LTDA,RAJSKA LEMON GARRAFA 1L
28053619000183,7891008199024,VILA VELHA,ES,CHOCOLATES GAROTO LTDA.,CHOCOLATE TALENTO MINI BRANCO COM CEREAIS E PASSAS 15UNIDADE X
28053619000183,7891008199024,VILA VELHA,ES,CHOCOLATES GAROTO SA,CHOCOLATE TALENTO MINI BRANCO COM CEREAIS E PASSAS 15UNIDADE X
28053619000183,78930193,VILA VELHA,ES,CHOCOLATES GAROTO LTDA.,BATON GAROTO DUO
28053619000183,78930193,VILA VELHA,ES,CHOCOLATES GAROTO SA,BATON GAROTO DUO
85720290000109,7896202891804,LAURENTINO,SC,INDUSTRIA E COMERCIO OLIVEIRA LTDA,DOCE LEITE OLIVEIRA 150G C/SORO LEITE C/5
61193496000151,7891048038321,SAO PAULO,SP,DR. OETKER BRASIL LTDA.,CHA OETKER 10SAQ 6 ERVAS
43461789000190,7896098904725,AMPARO,SP,QUIMICA AMPARO LTDA,ALVELANTE YPE CLORO ATIVO 2L
73410326000160,7897395099398,RIO DE JANEIRO,RJ,CERVEJARIA PETROPOLIS S/A,CERVEJA CACILDIS P MALTE 600ML TRAZ VASIL
61068276001259,7898422746759,VALINHOS,SP,UNILEVER BRASIL LTDA.,SABONETE EM BARRA DOVE ORIGINAL 90G
87315834000174,7891330016167,ARROIO DO MEIO,RS,NEUGEBAUER ALIMENTOS S/A,CHOCOLATE BARRA SUPREME 90G NEUGEBAUER
31565104000177,7892840268145,SAO PAULO,SP,PEPSICO DO BRASIL LTDA,SALG EQLIBRI PANETINI 40G COTTAGE C/ERVAS
2097007000107,7895144081021,VINHEDO,SP,PERFETTI VAN MELLE BRASIL LTDA.,MENTOS WINTERGREEN 2 UNIDADES PURE FRESH CAIXA
60409075000152,7891000081501,SAO PAULO,SP,NESTLE BRASIL LTDA.,NESCAU LIQUIDO
60409075000152,7891000081501,SAO PAULO,SP,NESTLE BRASIL LTDA.,NESCAU LIQUIDO
55859656000318,7898126320873,JABOTICABAL,SP,"SEMENTES ESPERANCA COMERCIO, IMP. E EXPORTACAO LTDA",PASTA DE AMENDOIM GRANULADO MANDUBIM 450GR
2207934000124,7896369126610,TRINDADE,GO,BIOCAP INDUSTRIA DE COSMETICOS LTDA,HIDRATANTE CORPORAL HIDRAMAIS PERFUME DE BEBÊ
81727414000119,7896283001321,CURITIBA,PR,JASMINE COMERCIO DE PRODUTOS ALIMENTICIOS LTDA,COOKIES INTEGRAIS JASMINE SABOR CASTANHA DO PARÁ
1152141000192,7896085113000,SAO PAULO,SP,TERMOGEL INDUSTRIA E COMERCIO DE PRODUTOS DE ESTETICA LTDA,PRE-LAVAGEM PLUSH
46025722000100,7896022200152,SUMARE,SP,PASTIFICIO SELMI SA,PADRE NOSSO RENATA COM OVOS
1394209000140,7897158724628,BRODOWSKI,SP,J.F. INDUSTRIA DE COSMETICOS LTDA,KIT GOTISSIMA CHUVA BALSA 600ML
56851355000149,7896085812873,SAO BERNARDO DO CAMPO,SP,NAZCA COSMETICOS INDUSTRIA E COMERCIO LTDA,CREME HIDRATANTE ORIGEM 1KG CONTROLE VOLUME UNIT
16849231000104,7896051130086,BELO HORIZONTE,MG,ITAMBE ALIMENTOS S/A,LEITE EM PÓ ITAMBÉ INTEGRAL
54516661003704,7891010589639,SAO JOSE DOS CAMPOS,SP,JOHNSON & JOHNSON DO BRASIL INDUSTRIA E COMERCIO DE PRODUTOS PARA SAUDE LTDA.,TOALHINHAS UMEDECIDAS JOHNSONS BABY RECÉM NASCIDO 96 UNIDADES
4827795000167,7898137931556,MONTE MOR,SP,TING INDUSTRIA E COMERCIO LTDA,PEPINO CORNICHON TING
50493170000123,7896255500500,RIBEIRAO PRETO,SP,PICINATO & CIA.LTDA.,GOMA MASC.KIDOCURA
1851716000165,7896071003940,APARECIDA DE GOIANIA,GO,CIPA-INDUSTRIAL DE PRODUTOS ALIMENTARES LTDA,BISCOITO MAIZENA MABEL CHOCOLATE
59557124000115,7891035060007,SAO PAULO,SP,RECKITT BENCKISER ( BRASIL ) LTDA.,POLIDOR DE METAIS BRASSO 200ML UNIT
7604556000136,7896000583062,RECIFE,PE,EMPRESA BRASILEIRA DE BEBIDAS E ALIMENTOS S/A,SUCO MAGUARY 1LT LIGHT LARANJA
1567613000178,7898468519959,RIO DE JANEIRO,RJ,DELLY KOSMETIC COMERCIO E INDUSTRIA LTDA,KIT SHAMPOO + CONDICIONADOR ALTA MODA LISS EXTREME 300ML ALFAPARF
60498706000157,7896036095904,SAO PAULO,SP,CARGILL AGRICOLA S A,MOLHO DE TOMATE POMAROLA TRADICIONAL
52034139000150,7896003704167,MARILIA,SP,MARILAN ALIMENTOS S/A,BISCOITO MARILAN AMANT. INTEGRAL
60409075000152,7891000315507,SAO PAULO,SP,NESTLE BRASIL LTDA.,NESCAFE MATINAL 100 GR
60409075000152,7891000315507,SAO PAULO,SP,NESTLE BRASIL LTDA.,NESCAFE MATINAL 100 GR
45997418000153,7894900910018,RIO DE JANEIRO,RJ,COCA COLA INDUSTRIAS LTDA,KUAT LATA
46025722000100,7896022203634,SUMARE,SP,PASTIFICIO SELMI SA,MACARRÃO RENATA INTEG PENNE
52034139000150,7896003703641,MARILIA,SP,MARILAN ALIMENTOS S/A,ROSQUINHA MARILAN CHOCOLATE
52034139000150,7896003703030,MARILIA,SP,MARILAN ALIMENTOS S/A,BISCOITO MARILAN CREAM CRACKER ESPECIAL
1615814000101,7891700033657,SAO PAULO,SP,UNILEVER BRASIL INDUSTRIAL LTDA,CATCHUP ARISCO PICANTE 390G
87456562001870,7893500041849,PELOTAS,RS,JOSAPAR JOAQUIM OLIVEIRA SA PARTICIPACOES,ALIM SOJA SOY MAIS MORANGO PT
48657860000129,7896193800021,VALINHOS,SP,INDUSTRIA DE MASSAS ALIMENTICIAS DE LTDA,MACARRÃO.LASANHA DE 500 GR
7526557000100,78905276,SAO PAULO,SP,AMBEV S.A.,CERVEJA ANTARCTICA
8505736000123,7897664130012,SAO PAULO,SP,FLORA PRODUTOS DE HIGIENE E LIMPEZA S.A,DETERGENTE LÍQUIDO MINUANO MAÇÃ
28053619000183,7891008118926,VILA VELHA,ES,CHOCOLATES GAROTO LTDA.,CHOC.TALENTO 90G AO LEITE/AVELAO
28053619000183,7891008118926,VILA VELHA,ES,CHOCOLATES GAROTO SA,CHOC.TALENTO 90G AO LEITE/AVELAO
31565104000177,7894321841021,SAO PAULO,SP,PEPSICO DO BRASIL LTDA,PATE DE ATUM COQ. SACHE C/AZEITONA
33306929000798,7899026464995,SAO PAULO,SP,PROCOSA PRODUTOS DE BELEZA LTDA,CREME PARA PENTEAR ELSÉVE 250ML ARGININA RESIST X3 UNIT
81727414000119,7896283005169,CURITIBA,PR,JASMINE COMERCIO DE PRODUTOS ALIMENTICIOS LTDA,GRAN COOKIES DIET CASTANHA DO PARA
15579674000160,7898279795061,JUNDIAI,SP,FINI COMERCIALIZADORA LTDA.,FINI SORTIDOS SALADA DE FRUTAS
1856022000110,7897042012312,UBERABA,MG,MASTER LINE DO BRASIL LTDA,CREME COND SK SOU MAIS CACHOS 1000G CX6X
60409075000152,7891000119815,SAO PAULO,SP,NESTLE BRASIL LTDA.,BISC NESFIT 88G CACAU E CEREAIS
60409075000152,7891000119815,SAO PAULO,SP,NESTLE BRASIL LTDA.,BISC NESFIT 88G CACAU E CEREAIS
33306929000798,7899026487246,SAO PAULO,SP,PROCOSA PRODUTOS DE BELEZA LTDA,CREME TRATAMENTO ELSÉVE 300G QUERA LISO 230°C UNIT
70940994000101,7891962028965,GUARULHOS,SP,PANDURATA ALIMENTOS LTDA,BOLINHO BAUDUCCO LARANJA
16849231000104,7896051140108,BELO HORIZONTE,MG,ITAMBE ALIMENTOS S/A,REQUEIJÃO ITAMBÉ LIGHT
1773518000120,7898524347052,JANDIRA,SP,DEVINTEX COSMETICOS LTDA,CREME PARA PENTEAR SALON LINE 300ML TODECACHO CRESPISSIMO PODEROSO UNIT
49882913000178,7897064810446,MARILIA,SP,MARITUCS ALIMENTOS LIMITADA.,AMENDOIM KUKY CHOC BRANCO 150G
45997418000153,7894900618013,RIO DE JANEIRO,RJ,COCA COLA INDUSTRIAS LTDA,SUCO DEL VALLE MAIS LARANJA CASEIRA PET 1L
2097007000107,7895144603223,VINHEDO,SP,PERFETTI VAN MELLE BRASIL LTDA.,DROPS MENTOS STICK TUTTI FRUTTI 16UNIDADE
60409075000152,7891000244920,SAO PAULO,SP,NESTLE BRASIL LTDA.,IOG.CHAMYTO 360G MORANGO
