cnpj,gtin,city,state,name,description
62546387000133,7896292313859,MATAO,SP,PREDILECTA ALIMENTOS LTDA,MOLHO SOFRUTA BOLONHESA SACHE 340G
853238000160,7898902044252,PALESTINA,SP,CASSIA M. M. TOLEDO,BEB LACT SABOROSO 850GR MORANGO
60409075000152,7891000060407,SAO PAULO,SP,NESTLE BRASIL LTDA.,BISCOITO INTEGRAL NESTLE 170-GRS
60409075000152,7891000060407,SAO PAULO,SP,NESTLE BRASIL LTDA.,BISCOITO INTEGRAL NESTLE 170-GRS
60934551000588,7898409951640,SAO PAULO,SP,AB BRASIL INDUSTRIA E COMERCIO DE ALIMENTOS LTDA,AMIDO MILHO FLEISCHMANN
31565104000177,7892840253646,SAO PAULO,SP,PEPSICO DO BRASIL LTDA,BATATA RUFFLES ORIGINAL 167G
60409075000152,7891000077610,SAO PAULO,SP,NESTLE BRASIL LTDA.,NINHO MORANGO E BANANA CAIXINHA
60409075000152,7891000077610,SAO PAULO,SP,NESTLE BRASIL LTDA.,NINHO MORANGO E BANANA CAIXINHA
6042467000180,7896058255065,CAMPINAS,SP,BAGLEY DO BRASIL ALIMENTOS LTDA,BISCOITO RECHEADO AYMORÉ CHOCOLATE
7526557000100,7891991010542,SAO PAULO,SP,AMBEV S.A.,GUARANÁ ANTARCTICA GARRAFA PET 1 L
2097007000107,7895144294964,VINHEDO,SP,PERFETTI VAN MELLE BRASIL LTDA.,PAST MENTOS BEATS FRUIT 45G UNID 11874
31565104000177,7892840120214,SAO PAULO,SP,PEPSICO DO BRASIL LTDA,SALGADINHO BACONZITOS
28053619000183,78907485,VILA VELHA,ES,CHOCOLATES GAROTO LTDA.,CHOCOLATE GAROTO TALENTO CHOCOLATE BC/CEREAIS
28053619000183,78907485,VILA VELHA,ES,CHOCOLATES GAROTO SA,CHOCOLATE GAROTO TALENTO CHOCOLATE BC/CEREAIS
60356037000189,7897118401484,BARUERI,SP,"M. G. A. IMPORTACAO, INDUSTRIA E COMERCIO DE ALIMENTOS LTDA.",MOLHO PASSATA DISALERNO VIDRO
82641986000143,7891031124055,BLUMENAU,SC,COMPANHIA HEMMER INDUSTRIA E COMERCIO,ALCAPARRAS HEMMER
46025722000100,7896022203122,SUMARE,SP,PASTIFICIO SELMI SA,RENATA CARNE 01
7604556000136,7896005401163,RECIFE,PE,EMPRESA BRASILEIRA DE BEBIDAS E ALIMENTOS S/A,NECTAR DA FRUTA LARANJA
43461789000190,7896098901298,AMPARO,SP,QUIMICA AMPARO LTDA,TIRA MANCHAS TIXAN YPE REFIL 420GR BRANCA
31565104000177,7892840812386,SAO PAULO,SP,PEPSICO DO BRASIL LTDA,"PEPSI GARRAFA PET 1,5 L"
7526557000100,7891149010509,SAO PAULO,SP,AMBEV S.A.,CERVEJA BRAHMA
4899037000669,7898942775468,PETROLINA,PE,TIMBAUBA S.A.,AGUA DE COCO E UVA 1L OQ
54360656000144,7891118014088,RIO DAS PEDRAS,SP,ARCOR DO BRASIL LTDA.,BUTTER TOFF.ARCOR GREGO SORTIDO 130G
31565104000177,7892840252748,SAO PAULO,SP,PEPSICO DO BRASIL LTDA,SALG.ELMA CHIPS CHEETOS 150GR ONDA
29737368003487,7896003914863,GUARAREMA,SP,MASTERFOODS BRASIL ALIMENTOS LTDA.,ARROZ RARIS 500G 7 ALHO PORO
54360656000144,7891118013890,RIO DAS PEDRAS,SP,ARCOR DO BRASIL LTDA.,BUTTER TOFF.ARCOR CHOKKO . 130G
11507415000172,7896013100973,PAULISTA,PE,INDUSTRIAS REUNIDAS RAYMUNDO DA FONTE SA,VINAGRE MINHOTO TINTO
50221019000136,7896052604715,ITU,SP,HNK BR INDUSTRIA DE BEBIDAS LTDA.,REFRIG MINI SCHIN ITUBAINA
4899037000669,7898942775420,PETROLINA,PE,TIMBAUBA S.A.,SUCO DE UVA+ACAI OQ 1L
70940994000101,7891962008332,GUARULHOS,SP,PANDURATA ALIMENTOS LTDA,BISCOITO. RECHEADO. GULOSOS BRIGADEIRO
1125487000100,7897938900426,MARINGA,PR,ISPL - INDUSTRIA SULAMERICANA DE PRODUTOS DE LIMPEZA LTDA,AMAC XODO FLOR CAMPO 2L
33033028000184,78938892,CURITIBA,PR,MONDELEZ BRASIL LTDA,BALA HALLS UN LARANJA
61193496000151,7891048047101,SAO PAULO,SP,DR. OETKER BRASIL LTDA.,FLAN CHOCOLATE DR OETKER
1257995000133,7898080640413,CORUMBAIBA,GO,GOIASMINAS INDUSTRIA DE LATICINIOS LTDA,LEITE CONDENSADO 395G ITALAC
1125487000100,7897938903717,MARINGA,PR,ISPL - INDUSTRIA SULAMERICANA DE PRODUTOS DE LIMPEZA LTDA,AMACIANTE SEMPRE VIVA 2LT VERDE
45997418000153,7894900321753,RIO DE JANEIRO,RJ,COCA COLA INDUSTRIAS LTDA,"REFRIGERANTE SCHWEPPES CITRUS 1,5LT"
8505736000123,7897664100053,SAO PAULO,SP,FLORA PRODUTOS DE HIGIENE E LIMPEZA S.A,SABAO PEDRA MINUANO C/5 - 1KG DESENGORDURANTE
17567256000188,7896339900042,PASSA QUATRO,MG,LATICINIOS PASSA QUATRO LTDA,MANTEIGA C/SAL SABOR DA NATA 500GR
23643315000152,7891025320616,SAO PAULO,SP,DANONE LTDA,IOGURTE GREGO DANONE TRADICIONAL
52123916000132,7896058503319,MARILIA,SP,DORI ALIMENTOS S.A.,BALA DORI RECHEADA HORTELA
17467515000107,7896005802397,SANTA LUZIA,MG,CAFE TRES CORACOES S.A,CAPPUCCINO 3 CORAÇÕES CHOCOLATE
17159518000175,7896417202587,CONTAGEM,MG,DOMINGOS COSTA INDUSTRIAS ALIMENTICIAS SA,MACARRÃO VILMA INTEGRAL PARAFUSO
62691043000118,7891193030157,DIADEMA,SP,WICKBOLD & NOSSO PAO INDUSTRIAS ALIMENTICIAS LTDA,SEVEN BOYS SEQUILHOS TRADICIONAL
45256997000183,7896336000257,RIBEIRAO PRETO,SP,SANTA HELENA INDUSTRIA DE ALIMENTOS S/A,DOCE STA HELENA PACOCA ROLHA D
33033028000184,7895800304679,CURITIBA,PR,MONDELEZ BRASIL LTDA,HALLS C\ 10UNIDADE
7526557000100,7891991002646,SAO PAULO,SP,AMBEV S.A.,REFRIGERANTE GUARANÁ ANTARCTICA 600 ML
45997418000153,7894900911602,RIO DE JANEIRO,RJ,COCA COLA INDUSTRIAS LTDA,KUAT GARRAFA PET
60409075000152,7891000087817,SAO PAULO,SP,NESTLE BRASIL LTDA.,NUTREN KIDS CHOCOLATE
60409075000152,7891000087817,SAO PAULO,SP,NESTLE BRASIL LTDA.,NUTREN KIDS CHOCOLATE
60409075000152,7891000087817,SAO PAULO,SP,NESTLE BRASIL LTDA.,NUTREN KIDS CHOCOLATE
60409075000152,7891000087817,SAO PAULO,SP,NESTLE BRASIL LTDA.,NUTREN KIDS CHOCOLATE
11507415000172,7896013105862,PAULISTA,PE,INDUSTRIAS REUNIDAS RAYMUNDO DA FONTE SA,SABAO LIQ BRILUX PET 1L
60409075000152,7891000261200,SAO PAULO,SP,NESTLE BRASIL LTDA.,BEBIDA NESTLE NESCAU 270ML GRATIS 50ML
60409075000152,7891000261200,SAO PAULO,SP,NESTLE BRASIL LTDA.,BEBIDA NESTLE NESCAU 270ML GRATIS 50ML
88618285000170,7896412800092,CAXIAS DO SUL,RS,TONDO S/A.,MAC. ORQUIDEA C/OVOS ESPAGUETE 500G
69957000194,7898152990156,CURITIBA,PR,"PORTO A PORTO COMERCIO, IMPORTACAO E EXPORTACAO LTDA",MACARRÃO PAGANINI GR DURO 500GR FUSILI
2279324000489,7891167022041,SAO PAULO,SP,GDC ALIMENTOS S.A,FILE SARDINHA LIMAO
81727414000119,7896283002052,CURITIBA,PR,JASMINE COMERCIO DE PRODUTOS ALIMENTICIOS LTDA,COOKIES INTEGRAIS JASMINE SEM GLÚTEN SABOR LARANJA E MEL
1551272000142,7898366930634,RECIFE,PE,ASA INDUSTRIA E COMERCIO LTDA,PALMITO PALMEIRON CONSERVA EXTRA
54360656000144,7891118013753,RIO DAS PEDRAS,SP,ARCOR DO BRASIL LTDA.,BUTTER TOFF.ARCOR CREME AVELA 130G
60945169001037,7891079012840,IBIUNA,SP,NISSIN FOODS DO BRASIL LTDA,MACARRAO INST NISSIN C NOODLES 67G FRT DO MAR
5540409000114,7898957617456,CURITIBA,PR,LATINEX INTERNATIONAL IMPORTACAO E EXPORTACAO LTDA,TORTILHA CHIPS QUEIJO CHEESE 75G LATINEX
60409075000152,7891000084649,SAO PAULO,SP,NESTLE BRASIL LTDA.,REQUEIJAO TRADICIONAL NESTLE
60409075000152,7891000084649,SAO PAULO,SP,NESTLE BRASIL LTDA.,REQUEIJAO TRADICIONAL NESTLE
1615814000101,7896035301211,SAO PAULO,SP,UNILEVER BRASIL INDUSTRIAL LTDA,GELEIA DE MOCOTÓ ARISCO NATURAL 220G
62162243000426,7896025800151,ITAQUAQUECETUBA,SP,IND E COM DE PROD ALIM CEPERA LTDA,CEBOLINHAS CEPERA VD 12X
7814284000107,7896048258038,JUNDIAI,SP,CASTELO ALIMENTOS S/A,VINAGRE BRANCO CLÁSSICO PET CASTELO 750ML
1257995000133,7898080640239,CORUMBAIBA,GO,GOIASMINAS INDUSTRIA DE LATICINIOS LTDA,BEBIDA LÁCTEA UHT SABOR CHOCOLATE 200ML ITALAC
18607519000106,7898939009033,FORTALEZA,CE,QUEIJOS DOM AFONSO LTDA,QUEIJO DE PROVOLONE SABOR PIMENTA E SALSA 50G
61068276000104,7891037006324,SAO PAULO,SP,UNILEVER BRASIL LTDA.,GEL DENTAL CLOSE UP AÇÃO PROFUNDA EUCALYPTUS FREEZE 90G
62546387000133,7896292303140,MATAO,SP,PREDILECTA ALIMENTOS LTDA,EXTRATO STAND UP 48/RS
62166848000142,7893218003603,SAO PAULO,SP,DIAGEO BRASIL LTDA.,SMIRNOFF ICE GARRAFA 275ML
82641986000143,7891031410240,BLUMENAU,SC,COMPANHIA HEMMER INDUSTRIA E COMERCIO,MOSTARDA HEMMER 200GR EXTRA FORTE BG
20770566001505,7896046900113,GUAXUPE,MG,COOPERATIVA REGIONAL DE CAFEICULTORES EM GUAXUPE LTDA COOXUPE,CAFÉ SUAVE MOIDO PRIMA QUALITÁ MISTER
23312500000164,7898994594017,LIMOEIRO DE ANADIA,AL,INDUSTRIAL ALIMENTOS TALISMÃ LTDA,IOGURTE AMEIXA
7814284000107,7896048201003,JUNDIAI,SP,CASTELO ALIMENTOS S/A,PALMITO CASTELO 12/RS
60409075000152,7891000101520,SAO PAULO,SP,NESTLE BRASIL LTDA.,MOLICO DESNATADO SACHÊ
60409075000152,7891000101520,SAO PAULO,SP,NESTLE BRASIL LTDA.,MOLICO DESNATADO SACHÊ
54516661003704,7891010610210,SAO JOSE DOS CAMPOS,SP,JOHNSON & JOHNSON DO BRASIL INDUSTRIA E COMERCIO DE PRODUTOS PARA SAUDE LTDA.,LOÇÃO DEO-HIDRATANTE JOHNSON'S BODY LOTION NUTRIÇÃO RENOVADORA
61193496000151,7891048044308,SAO PAULO,SP,DR. OETKER BRASIL LTDA.,PUDIM DE LEITE C CALDA DR. OETKER
1551272000142,7898366930207,RECIFE,PE,ASA INDUSTRIA E COMERCIO LTDA,POMAROLA TRADICIONAL CAIXA
56851355000149,7896085869549,SAO BERNARDO DO CAMPO,SP,NAZCA COSMETICOS INDUSTRIA E COMERCIO LTDA,CR TRAT POWER 1KG DETOX
82641986000143,7891031112304,BLUMENAU,SC,COMPANHIA HEMMER INDUSTRIA E COMERCIO,PEPINO HEMMER SUAVE
24353832000150,7898416524059,JUNDIAI,SP,FOOD BRANDS INDUSTRIA DE PRODUTOS ALIMENTICIOS S/A,TEMP KISABOR FAZ ARROZ/TRADICIONAL
33247743000110,7896015528294,RIO DE JANEIRO,RJ,GLAXOSMITHKLINE BRASIL LTDA,CREME DENTAL USO DIÁRIO SENSODYNE 50G RÁPIDO ALÍVIO UNIT
61193496000151,7891048014035,SAO PAULO,SP,DR. OETKER BRASIL LTDA.,CHOCOLATE GRANULADO DR OETKER MESCLADO
2338823000157,7898192031567,SAO PAULO,SP,WOW NUTRITION INDUSTRIA E COMERCIO S.A - EM RECUPERACAO JUDICIAL,CHA VERDE LIMAO BAIXA CALORIA
53512810000193,7896256080117,SAO JOSE DO RIO PRETO,SP,M W A COMERCIO DE PRODUTOS ALIMENTICIOS LTDA,ESPEC.KODILAR ALECRIM
43461789000190,7896098903605,AMPARO,SP,QUIMICA AMPARO LTDA,DESINFETANTE BAK YPÊ EUCALIPTO
60409075000152,7891000241615,SAO PAULO,SP,NESTLE BRASIL LTDA.,IOG GREGO NESTLE LIGHT MORANGO 360G
60409075000152,7891000241615,SAO PAULO,SP,NESTLE BRASIL LTDA.,IOG GREGO NESTLE LIGHT MORANGO 360G
43461789000190,7896098900727,AMPARO,SP,QUIMICA AMPARO LTDA,LAVA ROUPAS EM PÓ TIXAN FLORES BRANCAS 1KG
11507415000172,7896013104438,PAULISTA,PE,INDUSTRIAS REUNIDAS RAYMUNDO DA FONTE SA,VINAGRE MINHOTO
46842894000591,7898295300652,CANDIDO MOTA,SP,CASA DI CONTI LTDA,REFRIGERANTE CONTI UVA - PET
69957000194,7898152990132,CURITIBA,PR,"PORTO A PORTO COMERCIO, IMPORTACAO E EXPORTACAO LTDA",MACARRÃO PAGANINI PENNE RIGATE
62691043000118,7896066314495,DIADEMA,SP,WICKBOLD & NOSSO PAO INDUSTRIAS ALIMENTICIAS LTDA,PAO LIGHT FORMA
2279324000489,7891167011847,SAO PAULO,SP,GDC ALIMENTOS S.A,PATÊ DE ATUM GOMES DA COSTA TRADICIONAL
1851716000165,7896071023108,APARECIDA DE GOIANIA,GO,CIPA-INDUSTRIAL DE PRODUTOS ALIMENTARES LTDA,BISCOITO AMANT MABEL BANANA C/CANELA
60498706000157,7896036097809,SAO PAULO,SP,CARGILL AGRICOLA S A,EXTRATO TOM.ELEFANTE 140G TETRA
23191831000193,7898064035433,GOIANIA,GO,"FALCON DISTRIBUICAO, ARMAZENAMENTO E TRANSPORTES S.A.",LENÇO UMEDECIDO SACHE CREMER C/50 DISNEY UNIT
84046101037194,7891300085629,SAO PAULO,SP,BUNGE ALIMENTOS S/A,SALSARETTI AZEITONA SACHÊ
104603000133,7896013505471,NOVA IGUACU,RJ,PHITOTERAPHIA BIOFITOGENIA LABORATORIAL BIOTA LTDA,ALISANTE CAPILAR HAIR LIFE 160G SOLTO NATURAL UNIT
50381003000190,7896490400160,JABOTICABAL,SP,INDUSTRIA E COMERCIO DE BEBIDAS PALAZZO LTDA,REFRI JABOTI UVA PET 2L
47081427000125,7896238100093,CATANDUVA,SP,LATICINIOS MATINAL LTDA,IOGURTE MATILAT NATURAL
50221019000136,7896052600243,ITU,SP,HNK BR INDUSTRIA DE BEBIDAS LTDA.,SCHIN MAÇÃ GARRAFA PET 2 L
22137853000102,7892940000317,GOIANIA,GO,COTY BRASIL COMERCIO LTDA.,DESODORANTE AEROSOL ADIDAS 150ML MASCULINO SPORT ENERGY UNIT
50221019000136,7896052604975,ITU,SP,HNK BR INDUSTRIA DE BEBIDAS LTDA.,REFRIG SCHIN RETRO ITUBAINA
70940994000101,7891962050072,GUARULHOS,SP,PANDURATA ALIMENTOS LTDA,BISC.BAUDUCCO RECH.104GR CHOCOLATE
8192116000181,7899916911363,SAO PAULO,SP,NATURAL ONE S.A.,"SUCO DA FAMILIA 1,5L UVA MACA"
81727414000119,7896283006494,CURITIBA,PR,JASMINE COMERCIO DE PRODUTOS ALIMENTICIOS LTDA,BISC INT SOW SWEET JASMINE 90G ZERO MARACUJA/CHIA
60945169001037,7891079008010,IBIUNA,SP,NISSIN FOODS DO BRASIL LTDA,CUP NOODLES CARNE 01
90049156000150,7896034302110,GARIBALDI,RS,COOPERATIVA VINICOLA GARIBALDI LTDA,SUCO DE UVA GARIBALDI INT.300M
104603000133,7896013539155,NOVA IGUACU,RJ,PHITOTERAPHIA BIOFITOGENIA LABORATORIAL BIOTA LTDA,CREME TRATAMENTO NOVEX 1KG AZEITE DE OLIVA UNIT
91589507000188,7896348841770,NOVA PETROPOLIS,RS,COOPERATIVA AGRO PECUARIA PETROPOLIS LTDA,BEBIDA LACTEA GARRAFINHA PIA MORANGO
13324184000197,7891999144591,SAO PAULO,SP,VIGOR ALIMENTOS S.A,IOGURTE VIGOR INTEGRAL AMEIXA
61193496000151,7891048047095,SAO PAULO,SP,DR. OETKER BRASIL LTDA.,FLAN COCO DR OETKER
17385999000137,7898954360010,SAO PAULO,SP,"W PESQUISA, TECNOLOGIA E INDUSTRIA DE ALIMENTOS EIRELI",SUCO LUMINUS LIFE 1L LARANJA
60409075000152,7891000079393,SAO PAULO,SP,NESTLE BRASIL LTDA.,NAN NESTLÉ A.R. 0 A 12 MESES
60409075000152,7891000079393,SAO PAULO,SP,NESTLE BRASIL LTDA.,NAN NESTLÉ A.R. 0 A 12 MESES
2340534000192,7896945402107,CUSTODIA,PE,TAMBAU INDUSTRIA ALIMENTICIA LTDA,POLPA TOMATE TAMBAU SACHET 340G
11507415000172,7896013105879,PAULISTA,PE,INDUSTRIAS REUNIDAS RAYMUNDO DA FONTE SA,SABAO LIQ SONHO FRESH 1L
1133434000122,7898000050513,MOGI DAS CRUZES,SP,AICA AGROINDUSTRIA COMERCIO DE ALIMENTOS LTDA,COGUMELO SHIMEJI AICA 180G
53135232000113,7896024800404,SAO PAULO,SP,PRODUTOS ALIMENTICIOS SUPERBOM INDUSTRIA E COMERCIO LTD,BIFE VEGETAL SUPERBOM
2097007000107,7895144081014,VINHEDO,SP,PERFETTI VAN MELLE BRASIL LTDA.,MENTOS FRESH MINT 2 UNIDADES PURE FRESH CAIXA
45997418000153,7894900031706,RIO DE JANEIRO,RJ,COCA COLA INDUSTRIAS LTDA,REFR FANTA 3LT LARANJA
30153506000100,7896000724489,NOVA IGUACU,RJ,NIELY DO BRASIL INDUSTRIAL LTDA,SHAMPOO USO DIÁRIO NIELY GOLD 300ML CHOCOLATE UNIT
33040122000160,7896024772008,RIO DE JANEIRO,RJ,INDUSTRIA DE PRODUTOS ALIMENTICIOS PIRAQUE S A,BISC. PIRALOKOS CHOC. AO LEITE 120G
2932074000191,7896094902749,SAO PAULO,SP,HYPERA S.A.,PROTETOR SOLAR FACIAL CENOURA E BRONZE 50G FPS30 BISNAGA UNIT
59274704000103,7896062528124,SAO CAETANO DO SUL,SP,PAN PRODUTOS ALIMENTICIOS NACIONAIS S A,PASSAS COBERTO C/CHOCOLATES PA
5117323000183,7898902299409,ITAPOLIS,SP,STELLA D'ORO ALIMENTOS LTDA,MARROM GLACE STELLA DOR F PACK
3116028000187,7896775179576,SANTO ANTONIO DA PATRULHA,RS,GUIMARAES INDUSTRIA & COMERCIO LTDA,BANANINHA CRISTAL GUIMARAES
60409075000152,7891000109861,SAO PAULO,SP,NESTLE BRASIL LTDA.,BISCOITO.NESTLE NESFIT CACAU E CEREAIS
60409075000152,7891000109861,SAO PAULO,SP,NESTLE BRASIL LTDA.,BISCOITO.NESTLE NESFIT CACAU E CEREAIS
94669611000170,7896291311115,IJUI,RS,FARINHAS INTEGRAIS CISBRA LTDA,CEVADA LIVE SOLUVEL
78099777000142,7896111421543,MEDIANEIRA,PR,NINFA INDUSTRIA DE ALIMENTOS LTDA,BISCOITO NINFA FLORESTA CHOCOLATE 110 GRS
60934551000588,7898409955464,SAO PAULO,SP,AB BRASIL INDUSTRIA E COMERCIO DE ALIMENTOS LTDA,MELHORADOR FLEISCHMANN PREMIUM
2176615000107,7898126404269,ALVINOPOLIS,MG,BIO-EXTRATUS COSMETIC NATURAL LTDA,CONDICIONADOR BIO EXTRATUS BLOND BIOREFLEX
2779781000190,7898406780755,SAO CRISTOVAO,SE,FRUTEB S/A,LEITE DE COCO BOM COCO .
22229207000175,7896021314768,MACHADO,MG,PASTIFICIO SANTA AMALIA S/A.,LASANHA PRE COZIDA STA AMALIA
52034139000150,7896003702934,MARILIA,SP,MARILAN ALIMENTOS S/A,BISCOITO MARILAN MAIZENA CHOCOLATE
88618285000170,7896412800856,CAXIAS DO SUL,RS,TONDO S/A.,MACARRAO ESPAGUETE FLOR DE LIS
81378721000131,7896362101027,TURVO,SC,DALON ALIMENTOS LTDA,ARROZ DALON 1KG PARBOLIZADO
23643315000152,7891025110088,SAO PAULO,SP,DANONE LTDA,LEITE FERM ACTIVIA S/ LACTOSE MORANGO/BANANA 850G
5117323000183,7898930141701,ITAPOLIS,SP,STELLA D'ORO ALIMENTOS LTDA,MACARRÃO.STELLA DORO LAMEN 85GR GALINHA
24949232000159,7891143012592,SAO PAULO,SP,POLENGHI INDUSTRIAS ALIMENTICIAS LTDA,QUEIJO CREAM CHEESE LIGHT POLENGHI 150G
73410326000160,78906709,RIO DE JANEIRO,RJ,CERVEJARIA PETROPOLIS S/A,CERVEJA ITAIPAVA GF PILSEN
23643315000152,7891025107897,SAO PAULO,SP,DANONE LTDA,LEITE EM PO APTAMIL 800G 2
23643315000152,7891025107897,SAO PAULO,SP,DANONE LTDA,LEITE EM PO APTAMIL 800G 2
62078027000154,7896073907512,ATIBAIA,SP,PITA-BREAD INDUSTRIA DE PANIFICACAO LTDA,SNACK PITA BREAD CHIPS AZEITE/SAL 45G
31565104000177,7892840253844,SAO PAULO,SP,PEPSICO DO BRASIL LTDA,BATATA ELMA CHIPS ORIGINAL 57GR RUFFLES
62162243000426,7896025800052,ITAQUAQUECETUBA,SP,IND E COM DE PROD ALIM CEPERA LTDA,MOLHO PIMENTA CEPERA 12X
2489981000108,7898286190637,LAGARTO,SE,I.V.L. INDUSTRIAS VIEIRA LTDA,SALSARETTI REFOGADO TRADICIONAL LATA
52034139000150,7896003701517,MARILIA,SP,MARILAN ALIMENTOS S/A,BISCOITO MARILAN TORTINHAS MULTIPACK MARACUJA
31565104000177,7892840253141,SAO PAULO,SP,PEPSICO DO BRASIL LTDA,SALGADINHO ELMA CHIPS PRESUNTO 59G FANDANGOS
13324184000197,7891999471208,SAO PAULO,SP,VIGOR ALIMENTOS S.A,IOGURTE MIX VIGOR MORANGO C/SUCRILHOS
61193496000151,7891048070253,SAO PAULO,SP,DR. OETKER BRASIL LTDA.,MIST P/BOLO CANECA DR OETKER BRIGADEIRO 70GR
45256997000183,7896336000530,RIBEIRAO PRETO,SP,SANTA HELENA INDUSTRIA DE ALIMENTOS S/A,AMENDOIM SANTA HELENA MENDORATO
44242287000131,7896248100885,BARUERI,SP,SIOL ALIMENTOS LTDA,MAIONESE SAUDE SACHE
43461789000190,7896098900390,AMPARO,SP,QUIMICA AMPARO LTDA,AMACIANTE YPÊ CONCENTRADO BLUE
48785000172,7896445472617,FORTALEZA,CE,INDAIA BRASIL AGUAS MINERAIS LTDA,REFRIGERANTE INDAIÁ REFRI COLA - PET
78860863000126,7896327511342,CHAPECO,SC,APTI ALIMENTOS LTDA,BOLO APTI LARANJA CAIXA
104603000133,7896013550037,NOVA IGUACU,RJ,PHITOTERAPHIA BIOFITOGENIA LABORATORIAL BIOTA LTDA,CREME PARA PENTEAR NOVEX NUTRIRE ÓLEO DE ARGAN
56925019000101,7896547500263,SANTA RITA DO PASSA QUATRO,SP,MISSIATO INDUSTRIA E COMERCIO LTDA,VODKA SKARLOFF
46025722000100,7896022203184,SUMARE,SP,PASTIFICIO SELMI SA,BOLO RENATA CHOCOLATE/CHOCOLATE S PODEROSAS
54516661003704,7891010877934,SAO JOSE DOS CAMPOS,SP,JOHNSON & JOHNSON DO BRASIL INDUSTRIA E COMERCIO DE PRODUTOS PARA SAUDE LTDA.,LOÇÃO DEO-HIDRATANTE JOHNSON'S BODY LOTION PELE DOS SONHOS
10367257000130,7898942815058,PIRACICABA,SP,CERVEJARIA BAZZO LTDA,CERVEJA DAMA BIER STOUT ARTESANAL
61193496000151,7891048046111,SAO PAULO,SP,DR. OETKER BRASIL LTDA.,PUDIM PO DR OETKER CANECA TRUFA CHOCOLATE
88447032000180,7896099000211,PORTO ALEGRE,RS,MOINHOS DE TRIGO INDIGENA S A MOTRISA,FAR TRIGO SARANDI TRAD 1KG
33040122000160,7896024723567,RIO DE JANEIRO,RJ,INDUSTRIA DE PRODUTOS ALIMENTICIOS PIRAQUE S A,BISCOITO ENROLADINHO GOIABA PIRAQUÊ 80G
60409075000152,7891000251904,SAO PAULO,SP,NESTLE BRASIL LTDA.,- ZZFARINHA LACTEA NESTLE L400 P300
60409075000152,7891000251904,SAO PAULO,SP,NESTLE BRASIL LTDA.,- ZZFARINHA LACTEA NESTLE L400 P300
45256997000183,7896336003708,RIBEIRAO PRETO,SP,SANTA HELENA INDUSTRIA DE ALIMENTOS S/A,AMENDOIM CROKISSIMO LEV SALGADO
4894085000150,78912861,BELEM,PA,CERPA CERVEJARIA PARAENSE SA,CERVEJA CERPA EXPORT LN 350ML
16849231000104,7896051126072,BELO HORIZONTE,MG,ITAMBE ALIMENTOS S/A,LEITE FERMENTO.NOLAC BAUN.
441885000164,7897173098896,JANDIRA,SP,CASA SUICA INDUSTRIA ALIMENTICIA LTDA,BOLO CASA SUICA ZERO 35GR NOZES
3485775000192,7896002109000,PIRASSUNUNGA,SP,COMPANHIA MULLER DE BEBIDAS,AGUARDENTE PIRASSUNUNGA 51
45997418000153,78938571,RIO DE JANEIRO,RJ,COCA COLA INDUSTRIAS LTDA,REFRIGERANTE FANTA UVA 200ML
16849231000104,7896051127093,BELO HORIZONTE,MG,ITAMBE ALIMENTOS S/A,BEBIDA LÁCTEA GOODY ITAMBÉ MORANGO
43461789000190,7896098903629,AMPARO,SP,QUIMICA AMPARO LTDA,DESINFETANTE BAK YPÊ LAVANDA
62461140000114,7891203057501,SAO PAULO,SP,LUA NOVA IND E COMERCIO DE PRODUTOS ALIMENTICIOS LTDA,MACARRONADA CARNE PANCO 85 GR
60409075000152,7891000244449,SAO PAULO,SP,NESTLE BRASIL LTDA.,IOG.NESTLE 1250G MORANGO
60409075000152,7891000244449,SAO PAULO,SP,NESTLE BRASIL LTDA.,IOG.NESTLE 1250G MORANGO
1131570000183,7898925943075,JAGUARIUNA,SP,CERVEJARIA ZX S.A.,COLORADO DEMOISELLE PORTER GARRAFA 1 UNIDADE
62000278000116,7891021005555,SAO PAULO,SP,MELITTA DO BRASIL INDUSTRIA E COMERCIO LIMITADA,CAFE MELITTA FORTE FAZENDA 500-GRS
87315834000174,7891330016716,ARROIO DO MEIO,RS,NEUGEBAUER ALIMENTOS S/A,CHOC.NEUGEBAUER 100GR TABLE.AO LEITE
35402759000185,7896002365963,SAO PAULO,SP,BIMBO DO BRASIL LTDA,CROCANTÍSSIMO PEITO DE PERU COM REQUEIJÃO PULMANN
94904133000136,7898070110919,BENTO GONCALVES,RS,ADEGA CASA DE MADEIRA LTDA.,GELÉIA DE CABERNET SAUVIGNON CASA MADEIRA 240G
33306929000798,7899026462700,SAO PAULO,SP,PROCOSA PRODUTOS DE BELEZA LTDA,TINTURA GARNIER NUTRISSE
60409075000152,7891000155806,SAO PAULO,SP,NESTLE BRASIL LTDA.,MOÇA DOCERIA BRIGADEIRO 385G
60409075000152,7891000155806,SAO PAULO,SP,NESTLE BRASIL LTDA.,MOÇA DOCERIA BRIGADEIRO 385G
17467515000107,7896005804513,SANTA LUZIA,MG,CAFE TRES CORACOES S.A,CAPPUCCINO 3 CORACOES CLASSIC REFIL
17467515000107,7896490290648,SANTA LUZIA,MG,CAFE TRES CORACOES S.A,REFRESCO EM PO FRISCO C/ VIT LARANJA 25G
46344354000669,7891132005963,SAO PAULO,SP,AJINOMOTO DO BRASIL INDUSTRIA E COMERCIO DE ALIMENTOS LTDA.,MID LARANJA
