gtin,description
07896269902000,ZINNAT 500 MG 20 COMPRIMIDOS GLAXOSMITHKLINE
07896089029482,CAFÉ TORRADO E MOÍDO EXTRA FORTE CAFÉ DO PONTO 500G
07896050506059,LIMP KIN COZINHA
07891031409367,TOMATE PELADO HEMMER PEDACOS
07894900150018,FANTA LARANJA DIET||REFRIGERANTES | FANTA LIGHT LATA 12/
07898279790431,BALA GELAT FINI AMORAS
07891008188288,CHOCOLATE.GAROTO BATON BRANCO C/4
07898142854703,CHOCOLATE ARCOR TORTUGUITA BRANCO C/4
07896353301191,REQUEIJÃO CREMOSO LIGHT 200G CATUPIRY
07891024170571,CONDICIONADOR ANTI QUEDA PALMOLIVE 350ML QUEDA RESIST UNIT
07892840252748,SALG.ELMA CHIPS CHEETOS 150GR ONDA
07896013544104,TINTURA MAXTON CREME KIT PRÁTICO 8.0 LOURO CLARO (ANTIGO LOURO CLARO ENERGIA)
07898272940093,CAPECITABINA 150 MG COM REV CT BL AL PVC OPC X 30
07896052600083,SCHIN COLA GARRAFA PET 2 L
04005686001293,CERVEJA ALEMÃ LAGER HOFBRAU MUNCHEN ORIGINAL 500ML
07898080641595,MISTURA PARA BOLO FESTA 400G ITALAC
07891150005396,MOLHO PARA SALADA HELLMANN'S LIMÃO 475 ML
07896256080094,ESPEC.KODILAR SALSA DESID.
07891048036914,CHA DR.OETKER MATE CHAI 15U
07891000104965,BARRA DE CEREAIS NESTLÉ NESFIT AVELÃ COM CHOCOLATE
07891048070123,MISTURA P/BOLO DR/OETKER MICRO CENOURA
07891095154289,CRAVO DA INDIA KITANO 8G
07896496917501,BISC CRACKER ORG TRIBOS M.TERRA 130G ORIGINAL
07898916127231,EVOTERIN 20MG SOL INJ 1AMP X 2ML HOSP
07898211132039,SALG DELICITOS PIMENTA 50G
07896327511328,BOLO APTI COCO CAIXA
07896916782276,CONDICIONADOR USO DIÁRIO OX FIBERS 240ML LISO ABSOLUTO UNIT
07891150034525,ALVEJANTE SEM CLORO BRILHANTE UTILE FLORAL 2L
07896098900345,LAVA ROUPAS LÍQUIDO YPÊ PREMIUM 1LT
07891008109863,CHOC.GAROTO BCO C/NEGRESCO 100G
07891150054509,CR PENT SEDA BOOM VOLUMAO 295ML
04015400763680,TOALHA UMED PAMPERS C/48 CX 12.0
07896263500318,REFRIG.POTY LIMAO PET
07896036097762,EXTRATO TOM 130G STROGONOFF ELEFANTE
07896002361002,BOLO DE ABACAXI PULLMAN 250G
07891999351050,IOGURTE VIGOR SALADA FRUTAS
07896629640528,IOGURTE INTEGRAL COM POLPA DE FRUTA SABOR MARACUJÁ
07891203055279,BEBEZINHO RECHEADO.CHOCOLATE.PANCO C/6
07891095009916,PÓ PARA SORVETE YOKI MORANGO
07891000913000,BISCOITO AVEIA E MEL NESTLÉ 200G
07897517207212,FUGINI TRADICIONAL PET .
07896945400097,BANANADA TAMBAU 300G
07896050411018,BISCOITO AMANT VILLAGE
07896012300268,ARROZ EMOCOES
07891024130728,SOLUÇÃO BUCAL PLAX FRESH MINT
07891150061958,AMACIANTE CONC SUPER FOFO 500ML CHEIRINHO DE INF
07897173098872,BOLO CASA SUICA ZERO INTEG.35GR NOZES
07891150002166,CREME PARA PENTEAR SEDA 300ML SOS CRESCIMENTO FORTIFICADO UNIT
07805000312237,CHA LIPTON 11G VERDE C/FRUTAS VERMELHAS
07891150054578,
07896079832139,BANANA PASSA COB C/CHOCOLATE RS
07896005218037,GELATINA SOL CEREJA SCH 25G
07896087703704,REFRIG FERRASPARI ABACAXI 2LTS
07891186123231,MEIA LUPO SAPATILHA LOBA PO ARROZ R:5520-01
07891025115069,BEB LACTEA POLPA DANONINHO 540G MACA/BANANA
07896098903032,
07891150027305,SOPAO KNORR FEIJAO MAIS MACARRÃO SCH
07896001210240,PREP.CHA LINEA UP 56ML LICHIA
07896102507188,QUERO PIZZA SACHÊ
07896237901042,AZEITONA RAIOLA ANCHOVA
07896070121065,MACARRAO CASEIRO C OVOS 3
07898024395232,CREME DE AVELÃ NUTELLA
07898302280618,PICANHA BOV RESF FRIBOI RESERVA
07896049528567,DESODORANTE EM CREME HERBÍSSIMO 55G SENSITIVE UNIT
07897534805101,AMACIANTE TUFF CONCENT.500ML
07891024134306,CREME DENTAL COLGATE TOTAL 12 PROFESSIONAL SENSITIVE
07909107521377,SACOLA DE PAPEL FROZEN 1PÇ
07891962008332,BISCOITO. RECHEADO. GULOSOS BRIGADEIRO
07898125760649,AMBROSIA PORTUGUESA MINAS
47891040007736,PANO MULTI-USO SCOTCH-BRITE 5U
07896383700827,AGUARDENTE YPIOCA 190ML SPORT OURO
07896336000257,DOCE STA HELENA PACOCA ROLHA D
07898577810527,PEMTRYX 100MG PO LIOF INJ CAIXA 5FA X
07896111421543,BISCOITO NINFA FLORESTA CHOCOLATE 110 GRS
07891048067161,MIST.BOLO DR.OETKER PAIXAO BAUNILHA
07622210755544,OREO GOLDEN BAUNILHA MP 4UNX36G
07896013100973,VINAGRE MINHOTO TINTO
07896003704259,BISCOITO.MARILAN TURMIX CHOCOLATE.SPIDER-MAN
07500435106641,FRALDA INFANTIL PAMPERS CONFORT CONFORTSEC MEGA C/34 XG PC
07896000559265,SUCO MAGUARY GOIABA PET 12X | SUCO MAGUARY GOIABA
07898403780925,CR LEITE BETANIA 200G
07896004400150,LEITE DE COCO SOCOCO
07891000251904,- ZZFARINHA LACTEA NESTLE L400 P300
07893500085768,FARINHA DE ARROZ TIO JOAO 1KG S/GLUTEN
07893000437029,CORACAO FRANGO SADIA 1KG CONG FCOB
00000040804989,MOLHO COCKTAIL KIIHNE 250GR
07898142862739,CHOC ARCOR CHOKKO AMENDOIM 90G
07896030518027,TIROLEZ CREMOSO TRADICIONAL COPO
07891213205237,MEIA TRIFIL 3/4 EUROPEU R 6106 NAT
07896087002265,GELEIA DE TANGERINA VEGA
07898904189760,DOCE RALSTON ZERO 300GR BANANA CREMOSA VD
07891515972035,BATAVO POLPA C/6 MOR/PESSEGO
07898083660784,CLORO SANTA CLARA 5LT
07894900093025,FANTA GUARANA LT 220ML
07896013511656,CREME TRATAMENTO NOVEX 1KG OLEO DE COCO UNIT
07896034611090,BEBIDA LACTEA PARMALATINHO CHOCOLATE
07897395099398,CERVEJA CACILDIS P MALTE 600ML TRAZ VASIL
07896058256215,BISCOITO TORTUGUITA RECHEADO CHOCOLATE COM BAUNILHA 130G ARCOR
07896036095904,MOLHO DE TOMATE POMAROLA TRADICIONAL
07896071021692,BISCOITOS MABEL NATA
07896058503357,BALA DORI LUA CHEIA FRUTAS
07891150042278,SUAVE SHAMPOO MEL E AMENDOA 12X325ML
07891018000648,CAFE 3 FAZENDAS VACUO
07896022204174,MASSA CASEIRA RENATA TALHARIM N 1
07891025021117,DANETTE ACHOCOLOATADO
07891152300963,BISC.RICHEST.DELICIA 140G LEITE
07891024029800,CREME PARA PENTEAR PALMOLIVE 200ML ÓLEO SURPREENDENTE UNIT
07891079012840,MACARRAO INST NISSIN C NOODLES 67G FRT DO MAR
07896071003056,BISCOITO MABEL AGUA E SAL
07898216296231,"MONDIAL DINAMICO FILTER PREMIUM L - 34 1,4 LITROS"
07891152315035,MIOJO RICHESTER YOI CARNE
07898016110898,MANTEIGA TRADICAO
07891000014523,IOGURTE MOLICO MOR 1L
07896036095881,TARANTELLA SACHET MANJERICAO
07896292303195,CEREJA EM CALDA PT PREDILECTA
07896264601854,BISCOITO SORT COQUEIRITO ESTRELA 4
07898036240209,ACELGA MAINITI 200G
07891164019334,SOBRECOXA FGO AURORA TEMP 800GR
07896046703004,TINTURA PERMANENTE BIGEN 4.8 CASTANHO ESCURO UNIT
07898904189074,GOIABADA CREMOSA RALSTON
07898215151319,MANTEIGA DE PRIMEIRA QUALIDADE COM SAL (POTE) 500G
00736920111136,HONKER'S ALE
07891999010629,IOGURTE VIGOR ZERO LACTOSE NATURAL
07896003703658,ROSQUINHA MARILAN COCO
07896102502787,CATCHUP PICANTE QUERO
07896048283139,MOLHO P/SALADA CASTELO ROSE
07897517921637,CONDIC.BARBIE RICCA REINOS MAGICOS 250ML
07899706113168,SHAMPOO ELSEVE ARGININA X3 REST.DE MASSA
07891025110071,IOG. NESTLE GREGO 600G LIGHT MORANGO
07891999013361,2-IOG GREGO CEREJA 24X100G - 760467
07896098901113,LAVA ROUPA PO TIXAN LV 2K PG MACIEZ
07897773300658,DOCE LEITE S LOURENCO 700GR LEITE/AMEIXA
07896005213193,MAC ESP BRANDINI C OVOS 500G
07892840224844,DORITOS QUEIJO NACHO ELMA CHIPS
07898403781014,IOG BETANIA AMEIXA SC 900G
07891224815432,CHINELO HAVAIANA SLIM PAISAGE 35/6 BCO/TURQUESA
08076800195057,ESPAGUETE BARILLA Nº 5
07891962007366,MAXI BARRINHA BAUDUCCO CHOCOLATE
07891025107712,IOGURTE GREGO COM CALDA FONDUE DE CHOCOLATE E PEDACOS DE MORANGO 100G DANONE
07896066301235,PAO GRAO SABOR INTEGRAL 400G WICKBOLD
08004690611500,MAC LA MOLISANA ESP. 500G 15 SPAGHETTI
07891962000268,TORRADA INTEGRAL BAUDUCCO 160G
07896259412212,DOCE LEITE CAMPONESA 300G
07897972007822,MINI BOLO KIM CHOC C/CHOC 80GR
07891960875448,CONSUMO AMANCO ESG LUVA CORRER
07898286201395,ACHOC PO MARATA PET 400G
07896003706420,MARILAN TEENS CHOCOLATE BRANCO
07896327501121,SAGU APTI UVA
07898378180751,SUCO NECTAR ACEROLA 1L MARATA
07891150029538,CONDICIONADOR TRESEMMÉ EXPERT SELECTION BLINDAGEM PLATINUM
07891156003068,LEITE FERM.YAKULT LIGHT 6X80GR 40 BOPP
07898955617755,LEITE EM PO INT/INST PARMALAT POUNCH 800G
07891079011799,YAKISSOBA CARNE FRANGO
07891098010544,CHA LEAO 22 5G C/15 SILVESTRE
07896022200046,MACARRÃO SPAGHETTI N.8 RENATA 500G
07610400010016,TABLETE SWISS CLASSIC MILK CHOCOLATE - LINDT
07896025801455,GOIABADA CEPERA CASCAO PCT
07896051128052,BEBIDA LACTEA ITAMBE NOLAC CHOCOLATE
07891025109693,DANONE ACTIVIA 170G AMEIXA
07896629642188,IOGURTE TRIPLO ZERO MORANGO 480G CANTO DE MINAS
07896003701661,BISCOITO RECHEADO MARILAN CHOCOLATE
07892840253349,SALG.DORITOS 96GR QUEIJO NACHO
07500435110075,FRALDA PAMPERS CONFORT SEC SUPER P C/74
07891095028276,CALDO KITANO PO 37.5G PICANHA
04005808310999,NIVEA LOTION
07891150043084,KIT SHAMPOO + CONDICIONADOR 325ML SEDA
07896024721358,BISCADRIA CCRAKER INTIMUS
00000078912274,SOBREMESA BATAVO 200G FLAN CARAMELO
07896058255331,COOKIES DANIX ARCOR BAUNILHA
07891018000013,CAFE BRASILEIRO TRADICIONAL
07897953700421,DOCE ABACAXI 250G DIET HOUSE
07899026420571,CONDICIONADOR ELSEVE REPARAÇÃO TOTAL 5+
00070177197216,CHA TWININGS ERVA DOCE
07891097000607,IOG BATAVO PEDACOS 100G MORANGO
07891149105588,DRINK SKOL BEATS SENSES LONG NECK
07897184000314,REFRIGERANTE MINEIRO LIMÃO - PET
07896791902585,BEB LACTEA TREVINHO PULSI MORANGO 900G PCT
07896005272046,BOLO DONA BENTA COCO
07896058251647,ROSQUINHA AYMORÉ CHOCOLATE
07891024172339,CONDICIONADOR USO DIÁRIO PALMOLIVE 350ML MACIEZ PROLONGADA UNIT
07890732577061,HAVAIANAS TOP VERDE CLARO 41/42
07891048014189,CONFEITO CORACAO OETKER
07509546069609,CREME DENTAL LUMINOUS WHITE TERAPEUTICO 91G COLGATE
07322540735550,FRALDA GERIÁTRICA TENA PANTS C/7 ULTRA P/M UNIT
07898000050063,CHAMPIGNON AICA FATIADO
07891024170922,CONDICIONADOR USO DIÁRIO PALMOLIVE 350ML RENOVAÇÃO POS QUIMICA UNIT
07896383730121,AGUARD YPIOCA MEL/LIMAO
07896240201290,LOC.LARANJA+SAB.ESF OSP .
07898516367594,CAMARAO DESCASCADO MARIS 400GR
07898915633832,CERV.3 LOBOS EXTERMINADOR TRIGO 600ML
00000078934696,TIC TAC FRUTA COMO TE GUSTA
07896006400035,PAPEL HIG.FLORAL C4 PERF.
07894900051155,REF FANTA UVA 310 ML
07898939072891,CHA MATE ACAI PIM CAIENA POWER ONE 100G
07894222009858,ESMALTE CREMOSO BRIGADEIRO ROSA 8ML DAILUS
07898939247015,LEITE UHT LEITISSIMO GFA 1LT INTEGRAL
07896025525115,ESCOVA CABELO BONITTA OVAL TOP COLOR
07897173012069,URSO WICKBOLD
07897664100053,SABAO PEDRA MINUANO C/5 - 1KG DESENGORDURANTE
07891150047280,CONDICIONADOR USO DIÁRIO DOVE 400ML ULTRA CACHOS UNIT
07896000719430,CREME PARA PENTEAR NIELY GOLD 280G RECONSTRUÇÃO PROFUNDA UNIT
07896825400018,REQUEIJAO ROSELI 1 8KG BISNAGA
07896098901168,LAVA ROUPA TIXAN YPE 3 LITROS PRIMAVERA
07896036095669,MOLHO POMAROLA TOMATE PELADO 240GR
07622210661777,BELVITA MP MACA E CANELA 3X25G
07896005278314,LASAGNA PETYBON
07898954360041,SUCO LUMINUS LIFE 1L UVA C/ CRANBERRY
07896024745293,MACARRAO SEMOLA PIRAQUE AVE MARIA
07891098010544,CHA LEAO 22 5G C/15 SILVESTRE
07896353300521,"CREAM CHEESE TRADICIONAL 1,2KG BISNAGA"
07891024028353,CREME DENTAL TERAPEUTICO COLGATE 70G NEUTRACUCAR UNIT
07610036002744,VILLARS | CHOCOLAT AVEC INGREDIENTS 33 POURCENT CACAO CHOCOLAT AU LAIT DEGUSTATION ECLAT DE NOISETTE
07891193030140,SEVEN BOYS SEQUILHOS TRADICIONAL
07891118013890,BUTTER TOFF.ARCOR CHOKKO . 130G
07891025109419,DANONE ACTIVIA 170G AMEIXA
07501006707687,SHAMPOO HEAD & SHOULDERS MEN PREVENÇÃO CONTRA QUEDA
07891024034415,LAVA ROUPAS LIQ OLA 1L ROUPAS PRETAS
07898933879083,BOLO JACQUET COBERTURA CREME AVELA MINI
07896098903827,LAVA ROUPA TIXAN YPE 3KG MACIEZ SACHE
07899572806010,UMIDIFICADOR QUE SABIA DEMAIS LOLA COSMETICS
07897274413024,SABAO GUARANI GLIC.C5 NEUTRO
07891152300741,BISC RECH RICHESTER AMORI CHOC BCO 60G
07899706114677,CONDICIONADOR GARNIER FRUCTIS FORTIFICANTE HIDRA CACHOS
07898029650015,GOIABADA POPULAR 600G
07891098010445,CHÁ PRETO LEÃO 15 UNIDADES
07896000704603,TINTURA CORETON KIT CREME 6.7 CHOCOLATE
07898957617609,KETCHUP CLASSICO TASTE & CO 340ML
07506339391367,FRALDA PAMPERS SUPERSEC JUMBO G C/84
07898937864061,MOLHO KISABOR TARTARO
07891150039254,ADES ALIM.SOJA MORANGO
07804630540034,AZEITE NOVA OLIVA PREMIUM TOMATE/ALECRIM
07891022850031,LA DE ACO LUSTROS
07895144603223,DROPS MENTOS STICK TUTTI FRUTTI 16UNIDADE
07897664150027,MINUANO TOQUE DE SEDA 2 L
07898587778541,DESODORANTE ROLL-ON BI-O 50ML FEMININO INVISIBLE UNIT
07891000071625,NAN COMFOR 1
07896036000014,MAIONESE LIZA CASEIRA ERVAS FINAS 196G
07891700207348,SUCO SOJA ADES KIDS CHOCOLATE TP 27X | ADES ACHOCOLATEOLATADO
07891000107706,CAIXA DE BOMBOM ESPECIALIDADES 300G NESTLE
07896496980888,COOKIES MAE TERRA
07896213000059,MASSA DE LASANHA VITARELLA
07622300990701,BISCOITO CLUB SOCIAL TRADICIONAL NABISCO 156G
07896019205115,CAFÉ SOLÚVEL IGUAÇU REFIL
07899706113144,
07891040027514,LIXA PARA MASSA 220 3M
07896038357017,ARROZ URBANO ARBÓRIO 1KG
05411681014005,DUVEL STRONG GOLDEN ALE LONG NECK 1 UNIDADE
07891024034798,SABONETE PALMOLIVE 85G HID. NAT LANOLINA
07896629640535,"IOGURTE INTEGRAL COM POLPA DE FRUTA SABOR LARANJA, CENOURA E MEL"
07896003706604,BISCOITO.MARILAN PIT-STOP CHOCOLATE.BCO
00000078908901,REFRIGERANTE COCA COLA PET
07891999010582,IOGURTE.VIGOR INF.MORANGO
07898403782196,IOG BETANIA COCO 540G
07898286190941,MOLHO GOTA SALSA
07898930141749,MACARRÃO.STELLA DORO LAMEN 85GR LEGUMES
07896015568214,CLAVULIN BD 400 MG/ML + 57 MG/ML SUSPENSÃO ORAL GLAXOSMITHKLINE
04005808840625,HIDRATANTE PARA BANHO MILK PARA PELE SECA -
07622300859930,GELATINA FRAMBOESA 25GR ROYAL
07896256065954,BISC.NATURAL LIFE KIDS BAUNILHA E CACAU 100G
07898908207514,MANTEIGA EXTRA COM SAL GRAN MESTRI LATA 200G
07501035042322,JOSE CUERVO SILVER
07506295369509,CONDICIONADOR HEAD & SHOULDERS HIDRATAÇÃO
07894321222127,BISCOITO TODDY COOKIES BAUNILHA C/ GOTAS DE CHOCOLATE
07891048036204,PRETO MATTE LEÃO 15 SACHÊS G
07898936110756,TOALHINHAS UMEDECIDAS FELLCLEAN PG90 LV100 UND
07891700080378,CALDO ARISCO CARNE 12 CUBOS 114G
07896005232705,FARINHA DONA BENTA COM FERMENTO 12/1
07896275960803,DOCE DE LEITE C/CHOCOLATA
07793940406003,DOCE DE LEITE LA SERENISSIMA 400GR
04005900521934,SAB NIVEA ERVA DOCE 85G
00070177197377,CHA TWININGS 20G PRETO LADY GREY
07891149104123,CERVEJA SKOL
07896003700817,BISCOITO MAIZENA MARILAN INTEGRAL
07896098903520,DESINFETANTE BAK YPE LAVANDA
07896002303804,ANA MARIA PULLMAN 35G CHOC/BAUNILHA
07898409950681,MIST BOLO FLEISCHMANN CH/MENT
07896058257274,BISC DANIX SMURFS 130G CHOCO CHOCO
07896022204891,BISCOITO GALO INFANTIL CHOCOLATE
07891150025912,SHAMPOO BABY DOVE HIDRATAÇÃO SENSÍVEL 400ML
07891031409480,MOLHO HEMMER 300GR BARBERCUE PICANTE
07894000050737,MAIONESE HELLMANNS LIGHT 250G
07896000594044,SUCO MAGUARY NECTAR LARANJA
07896036095645,EXTRATO DE TOMATE ELEFANTE
07509546065489,CREME DENTAL LUMINOUS WHITE ADVANCED 90G COLGATE
07891025109938,PETIT SUISSE DANONINHO 480GR MOR/BANANA
27896275970318,DOCE DE LEITE TRADICIONAL
07896029010099,"RACAO P/CAES PEDIGREE 10,1KG NUTRICAO ESSENCIAL"
07506306233348,DESODORANTE AEROSOL AXE 90G MASC SIGNATURE UNIT
07891024130940,ENXAGUATÓRIO ANTISSÉPTICO PLAX 250ML SOFT MINT UNIT
07891132019076,"TEMPERO COMPLETO SABOR A MI ALHO, SAL E CEBOLA"
07898403781052,IOG BETANIA BETAKIDS MOR 360G
07896259412861,LEITE CAMPONESA INTEGRAL 1000G EMBARÉ
07891962035543,BISCOITO WAFER VISCONTI DUPLO CHOCOLATE
07891098010520,"MORANGO MATTE LEÃO 15 SACHÊS 22,5 G G"
07896005217771,BISC SALT ORIGINAL SOL 150G
07896356000121,LEITE PANTALAT INTEGRAL
07891000109861,BISCOITO.NESTLE NESFIT CACAU E CEREAIS
07896000594068,SUCO MAGUARY NECTAR PESSEGO
07891167011717,ATUM GOMES DA COSTA EM PEDAÇOS AO ÓLEO
00000078937765,FANTA GUARANA MINI PET 200ML
07893401194781,DISJ STECK DIN 3P C 10A SDDD63C10 3KA
07898530841339,DADINHO MINI POTE 150G
07896205756391,MACARRÃO BASILAR PENNE
07896082802020,SACO P/LIXO DOVER ROLL 30LTS 1UNIDADE
07894900011708,REFRIGERANTE COCA-COLA 3LT
08410179100036,AZEITE EXTRA VIRGEM BORGES 500ML
07896181501671,MOLHO ASTECA PIMENTA
07891176111088,CONDICIONADOR USO DIÁRIO NEUTROX 500ML CLÁSSICO UNIT
07896074603680,WAFFLE INTIMUS LIGHT FORNO DE MINAS 222GR
07896022205355,BISCOITO.RENATA C.CRACKER GERGELIM
07891962050751,COOKIES ORIGINAL VISCONTI
07891095011605,AMENDOIM YOKI BRANCO
07896090401246,DESODORANTE ROLL-ON FRANCIS HYDRATTA 50ML DELICADA UNIT
07896003706789,BISC.MARILAN 170G INTEGRAL GERGELIM
07898292022618,LUMINARIA DE MESA 127V STARTEC M.FLEX PR
07896028014494,LEITE COCO MENINA 24X REF42 | LEITE DE COCO MENINA
07895500724852,ARNO SILENCE FORCE VF40 6 PÁS MESA
07891999003683,IOGURTE GREGO VIGOR FRUTAS VERMELHAS
07896791902783,IOG. 0% LAC. LIMAO SICILIANO 170G APRECIARE
07896292307780,SELETA LEGUMES PREDILETA 24/RS
07896644715720,PASTA PP ELASTICO OFICIO AZUL UND POLIBRAS
07891515971977,IOGURTE MORANGO KISSY
07896275980665,IOG FRIMESA REST DE LACTOSE FRUTAS VERM 165G
07896022200626,MACARRÃO.CARACOLINO SEMOLA GALO
07896000716866,CREME PARA PENTEAR NIELY GOLD 280G PÓS-QUÍMICA UNIT
07896036094945,POMAROLA ERVAS FINAS CAIXA
07791293035215,DESOD AERO SUAVE JASMIM E COCO 87G 150ML
07898292889495,BARRA COOKIES N CHOCOLATE 110G
07891021007429,CAFE MELITA REFIL 25/RS
07506309840024,SHAMPOO USO DIÁRIO PANTENE 400ML HIDROCAUTERIZAÇÃO UNIT
07892840254643,BATATA ELMA CHIPS CEBOLA/SALSA 96G RUFFLES
07891000120750,SOB LACTEA CHANDELLE CHOC 720G GRATIS 90G
07896263501995,REFRIG.POTY 2L GUARANA ZERO
07897184000710,AGUA MINERAL S/GÁS MINEIRO CRISTAL - PET
07891224894321,HAV 4 NOITE GELO/CINZA
07891089063962,TAMARA LA VIOLETERA SECA C/CAROCO
07898212284607,CERA ROLL-ON PROPOLIS E MEL 100G DEPIL BELLA
07896006779674,MINI BISCOITO DE ARROZ INTEGRAL CAMIL
07891721028335,CITONEURIN 5000 20COMP
07896085009839,BISCOITO CREAM CRACKER ADRIA ORIGINAL
07891048014066,CONFEITO DR.OETKER CHOCOLATE BOLA
07501006729658,LÍQUIDO ACE
07896417202624,NINHO VILMA Nº 3 INTEGRAL
07896763621018,MACARRÃO PAULISTA PARAFUSO
07891000068458,BISCOITO SALGADO ORIGINAL NESTLÉ 126G
07896058591705,"CHOCOLATE GRANULADO DORI 1,"
07896065870510,AME-GUA MINERAL COM G+AME-S GARRAFA MINALBA 15L
07898907632638,LOMBO CERATTI 100GR TIPO CANADENSE FATIADO
07896090590209,FAR TRIGO FINNA C FERM SC 1KG
07896024725264,WAFER PIRAQUE CHOCOLATE
07896022204525,ROSQUINHA GALO COCO
07897780200422,AGUA OXIGENADA 40VOL
07898370100160,COCO RALADO DO VALE QUEIMADO 50 GRS
07891150036376,CONDICIONADOR BABY DOVE HIDRATAÇÃO SENSÍVEL 200ML
07898951721562,2 CABECAS ANTES DO ALMOCO 500ML
07891150056404,"AMAC FOFO TRAD LEV2L PG1,7L"
07896336804954,SUL AMERICANA PILSEN GARRAFA 1 UNIDADE
07896451907837,GOMA MINHOCA DOCILE
07896261400948,AMENDOIM MOIDA AGTAL
07896417204505,MACARRÃO CARACOL VILMA
07898587764957,CREME DE PENTEAR ELSEVE REPARAÇÃO TOTAL 5 EXTRA PROFUNDO
07896005800140,CAPPUCCINO 3 CORAÇÕES CLASSIC
07890541341990,SAND HAVAIANAS TOP DISNEY 37/38 ICE BLUE
07896036095003,TARANTELLA ORIGINAL SACHÊ
07898468477594,SONDA URETRAL 12 - EMBRAMED
07896016604379,OLEO DE COCO DUCOCO
05601055010270,CHOCOLATE PORT JUBILEU PLUS 85% CACAU
07892940000317,DESODORANTE AEROSOL ADIDAS 150ML MASCULINO SPORT ENERGY UNIT
07898409957970,FERMENTO FLEISCHMANN R
07898423410451,PIRULITO BABOOM 10! SORTIDO PINTA LINGUA
07891010805968,SHAMPOO JOHNSONS BABY HORA DO SONO
07898587764971,CREME DE TRATAMENTO ELSEVE REPARAÇÃO TOTAL 5 EXTRA PROFUNDO
07898164513152,"0,5 MG COM OR CT FR VD AMB X 8"
07898929988256,X-WALS
07500435128407,KIT PANTENE SH 400ML + COND 175ML REST
07894900573701,SUCO KAPO DEL VALLE MARACUJÁ
07898522372346,CERA DEPILFLAX HORTELA 100G
07896021300655,MACARRÃO SANTA AMÁLIA OVOS NINHO 1 -
07898097891143,SUCO DE UVA ORGÂNICO UVASÓ (BORDÔ) (1000ML) - ECONATURA
07891149102785,SUKITA UVA LATA
07896179500570,JANDAIA CAJÚ CAIXA
07896462300245,REFRIG DOLLY COLA
07898524348639,ATIVADOR CACHOS SALON LINE 300ML COCO UNIT
07892840245443,EQLIBRI PANETINI QUEIJO SUAVE
07891528038568,CREME DENTAL GEL SORRISO 90G FRESH MENTHOL GEL UNIT
07891097000287,IOG.BATAVO GREGO 100GR MEL
07896629642058,IOGURTE POLPA 180G
07896792350071,AGUA MINERAL SANTA CLAU
07898058130342,BISCOITO DELICIA DO TRIGO 150GR POLVILHO TORRADINHO
07896261400979,CASTANHA AGTAL CAJU 140GR
07891991000840,ÁGUA TÔNICA ANTARCTICA
07896593500026,FARINHA TRIGO FERMENTO 1KG TRIGOLA
07896292306424,PREDILECTA REFOGADO TRADICIONAL SACHÊ
07897173098827,PAO MEL C.SUICA C/COB.CHOC.45G
03228020355741,MANTEIGA EXTRA COM SAL TABLETE PRESIDENT 200G
07896206905354,AZEITONA VERDE D PEPE SACHE
06194017200172,AZEITE RAHMA EXTRA VIRGEM 500ML
07891079000427,TALHARIM BOLONHESA
07891000300503,CAFÉ SOLÚVEL ORIGINAL EXTRA-FORTE NESCAFÉ NESTLÉ 100G
07896417204772,MACARRÃO VILMA OVOS PAI NOSSO
07896179501768,NECTAR JANDAIA GOIABA TP
07891097010781,IOGURTE BATAVO C/FRUTAS
07891079001028,NISSIN MIOJO TURMA DA MÔNICA TOMATE 01
07898928577536,ADOÇANTE LÍQUIDO FINN 75ML SUCRALOSE UNIT
07899420505782,LESTER 2MG COM REV 30 BL
07898942301469,CERVEJA DAMABIER PIELSEN CEVADA PURA
07899706134170,SHAMPOO HYDRA DETOX ANTI OLEOSIDADE 400ML ELSEVE
07896049528505,DESODORANTE C HERBISSIMO S/PERF
07898614670022,FAROFA CROC PROTEICA PICANTE 300G NOVA FITOS
07891150023321,CREME PARA TRATAMENTO TRESEMMÉ RECONSTRUÇÃO E FORÇA
07896353300897,REQUEIJAO CATUPIRY
07896115701078,CONDICIONADOR TRA LA LA VITAMINAS
07896213002114,BISCOITO VITARELLA MARIA CHOCOLATE
07896021300433,MACARRÃO SANTA AMÁLIA OVOS PARAFUSO
07891109603963,SAND HAVAIANAS COLOR PRETA 29/0
07897158714681,KIT GOTA DOURADA SHAMPOO + CONDICIONADOR CERAMIDAS
07896112181842,CELECOXIBE 200MG CAIXA 15 CAP
07898360911448,MEIA 6000 AGH(7/8) 20-30 (MEDIA COMPRESSAO) M
07896047200014,ARROZ CORADINI T1 1KG
07897173001285,BOLO ZERO INTEGRAL DE NOZES CASA SUIÇA
07896224800693,CAFE SOLUVEL SANTA CLARA CLASSICO 100G
07891999013378,2-IOG GREGO MARACUJA 24X100G - 760468
07898136970389,SOBRECOXA DE FGO BD MAURICEA 1KG
07896006711117,ARROZ TIPO 1 1KG CAMIL
07891000118610,BISC INTEGRAL NESFIT LARANJA/CENOURA 200G
08715700411330,MOLHO PICANTE HEINZ
07896099001096,MIST BOLO SARANDI BAUNLHA 400G
07891024171639,SHAMPOO USO DIÁRIO PALMOLIVE 350ML MACIEZ PROLONGADA UNIT
07896034611977,LEITE UHT PARMALAT 1LT CLASSIC SEMI-DESNATADO
07896081800348,CAFE PRINCIPAL VACUO
07896034668360,WAFER CHOCOLATE
