id,sku,price,description,url,url_pic
133829808,133829816,2899.99,"Notebook Vaio Fit 15S B7311B Intel Core i5 4GB 1TB Optane 16GB Tela 15,6&quot; Windows 10 - Chumbo",https://www.americanas.com.br/produto/133829808/notebook-vaio-fit-15s-b7311b-intel-core-i5-4gb-1tb-optane-16gb-tela-15-6-windows-10-chumbo,https://images-americanas.b2w.io/produtos/01/00/item/133829/8/133829808SZ.jpg
124835974,124835982,6334.95,Notebook Samsung Style S40 Intel Core M 8GB 256GB SSD LED 12.2&quot; Windows 10 - Preto,https://www.americanas.com.br/produto/124835974/notebook-samsung-style-s40-intel-core-m-8gb-256gb-ssd-led-12.2-windows-10-preto,https://images-americanas.b2w.io/produtos/01/00/item/124835/9/124835974SZ.jpg
114012456,114012464,39.9,Mochila para Notebook Multilaser Rosa 15.6&quot;,https://www.americanas.com.br/produto/114012456/mochila-para-notebook-multilaser-rosa-15.6-,https://images-americanas.b2w.io/produtos/01/00/item/114012/4/114012456SZ.jpg
133829921,133829939,3185.99,"Notebook Vaio Fit 15S B7411B Intel Core i5 8GB 1TB Optane 16GB Tela 15,6&quot; Windows 10 - Chumbo",https://www.americanas.com.br/produto/133829921/notebook-vaio-fit-15s-b7411b-intel-core-i5-8gb-1tb-optane-16gb-tela-15-6-windows-10-chumbo,https://images-americanas.b2w.io/produtos/01/00/item/133829/9/133829921SZ.jpg
133728118,133728126,6999.99,"Notebook Samsung Style S51 Pen Intel Core i7 8GB 256GB SSD Tela Touchscreen Full HD LED 13,3&#039;&#039;  S-pen Windows 10 - Prata",https://www.americanas.com.br/produto/133728118/notebook-samsung-style-s51-pen-intel-core-i7-8gb-256gb-ssd-tela-touchscreen-full-hd-led-13-3-s-pen-windows-10-prata,https://images-americanas.b2w.io/produtos/01/00/item/133728/1/133728118SZ.jpg
129678470,129678488,8434.99,"Notebook Asus UX330UA-FC046T Intel Core 6 i5 8GB 256GB SSD Tela LED 13,3&quot; Windows 10 - Cinza",https://www.americanas.com.br/produto/129678470/notebook-asus-ux330ua-fc046t-intel-core-6-i5-8gb-256gb-ssd-tela-led-13-3-windows-10-cinza,https://images-americanas.b2w.io/produtos/01/00/item/129678/4/129678470SZ.jpg
123470635,123470643,10350.99,Notebook Lenovo Gamer Y50 Intel Core i7 16GB (GeForce GTX 960M de 4GB) 1TB Tela LED 15.6&quot; 4K Ultra HD Windows 8.1 - Preto,https://www.americanas.com.br/produto/123470635/notebook-lenovo-gamer-y50-intel-core-i7-16gb-geforce-gtx-960m-de-4gb-1tb-tela-led-15.6-4k-ultra-hd-windows-8.1-preto,https://images-americanas.b2w.io/produtos/01/00/item/123470/6/123470635SZ.jpg
134184870,134184888,1649.99,Notebook LG 14U380-L.BJ41P1 Intel Core Celeron 4GB 500GB Tela 14&quot; Windows 10 - Branco,https://www.americanas.com.br/produto/134184870/notebook-lg-14u380-l.bj41p1-intel-core-celeron-4gb-500gb-tela-14-windows-10-branco,https://images-americanas.b2w.io/produtos/01/00/offers/01/00/item/134184/8/134184870SZ.jpg
126902472,126902481,9936.99,Notebook ASUS GL552VW-CN573T Intel Core i5 8GB (GeForce GTX960M de 2GB) 1TB Tela LED 15.6&quot; Windows 10 - Preto,https://www.americanas.com.br/produto/126902472/notebook-asus-gl552vw-cn573t-intel-core-i5-8gb-geforce-gtx960m-de-2gb-1tb-tela-led-15.6-windows-10-preto,https://images-americanas.b2w.io/produtos/01/00/item/126902/4/126902472SZ.jpg
133829867,133829875,2679.99,"Notebook Vaio Fit 15S B7211B Intel Core i3 4GB 1TB Optane 16GB Tela 15,6&quot; Windows 10 - Chumbo",https://www.americanas.com.br/produto/133829867/notebook-vaio-fit-15s-b7211b-intel-core-i3-4gb-1tb-optane-16gb-tela-15-6-windows-10-chumbo,https://images-americanas.b2w.io/produtos/01/00/item/133829/8/133829867SZ.jpg
