cnpj_store,gtin,category,cnpj_manufacturer,city,state,name,description
43235985000732,7896000724465,CABELO,30153506000100,NOVA IGUACU,RJ,NIELY DO BRASIL INDUSTRIAL LTDA,CREME TRATAMENTO NIELY GOLD 430G MATIZADOR UNIT
32860231000676,7896000724465,CABELO,30153506000100,NOVA IGUACU,RJ,NIELY DO BRASIL INDUSTRIAL LTDA,CREME TRATAMENTO NIELY GOLD 430G MATIZADOR UNIT
47508411135833,7891008188271,BOMBONIERE,28053619000183,VILA VELHA,ES,CHOCOLATES GAROTO LTDA.,CHOCOLATE.GAROTO 64GR BATON AO LEITE
47508411135833,7891008188271,BOMBONIERE,28053619000183,VILA VELHA,ES,CHOCOLATES GAROTO SA,CHOCOLATE.GAROTO 64GR BATON AO LEITE
47508411110687,7891008188271,BOMBONIERE,28053619000183,VILA VELHA,ES,CHOCOLATES GAROTO LTDA.,CHOCOLATE.GAROTO 64GR BATON AO LEITE
47508411110687,7891008188271,BOMBONIERE,28053619000183,VILA VELHA,ES,CHOCOLATES GAROTO SA,CHOCOLATE.GAROTO 64GR BATON AO LEITE
71322150001301,7891008188271,BOMBONIERE,28053619000183,VILA VELHA,ES,CHOCOLATES GAROTO LTDA.,CHOCOLATE.GAROTO 64GR BATON AO LEITE
71322150001301,7891008188271,BOMBONIERE,28053619000183,VILA VELHA,ES,CHOCOLATES GAROTO SA,CHOCOLATE.GAROTO 64GR BATON AO LEITE
41185455001501,7891008188271,BOMBONIERE,28053619000183,VILA VELHA,ES,CHOCOLATES GAROTO LTDA.,CHOCOLATE.GAROTO 64GR BATON AO LEITE
41185455001501,7891008188271,BOMBONIERE,28053619000183,VILA VELHA,ES,CHOCOLATES GAROTO SA,CHOCOLATE.GAROTO 64GR BATON AO LEITE
39346861029909,7891008188271,BOMBONIERE,28053619000183,VILA VELHA,ES,CHOCOLATES GAROTO LTDA.,CHOCOLATE.GAROTO 64GR BATON AO LEITE
39346861029909,7891008188271,BOMBONIERE,28053619000183,VILA VELHA,ES,CHOCOLATES GAROTO SA,CHOCOLATE.GAROTO 64GR BATON AO LEITE
39346861026802,7891025112983,IOGURTES E SOBREMESAS,23643315000152,SAO PAULO,SP,DANONE LTDA,PETIT DANONINHO 70G MOR/BAN
63960023575,7891025112983,IOGURTES E SOBREMESAS,23643315000152,SAO PAULO,SP,DANONE LTDA,PETIT DANONINHO 70G MOR/BAN
75315333009831,7891025112983,BEBIDAS LÁCTEAS,23643315000152,SAO PAULO,SP,DANONE LTDA,PETIT DANONINHO 70G MOR/BAN
39346861029909,7891025112983,IOGURTES E SOBREMESAS,23643315000152,SAO PAULO,SP,DANONE LTDA,PETIT DANONINHO 70G MOR/BAN
47508411135833,7891025112983,IOGURTES E SOBREMESAS,23643315000152,SAO PAULO,SP,DANONE LTDA,PETIT DANONINHO 70G MOR/BAN
47508411110687,7891025112983,IOGURTES E SOBREMESAS,23643315000152,SAO PAULO,SP,DANONE LTDA,PETIT DANONINHO 70G MOR/BAN
75315333008002,7891025112983,IOGURTES E SOBREMESAS,23643315000152,SAO PAULO,SP,DANONE LTDA,PETIT DANONINHO 70G MOR/BAN
47508411134004,7896262304368,BOMBONIERE,2097007000107,VINHEDO,SP,PERFETTI VAN MELLE BRASIL LTDA.,GOMA MENTOS STICK FRUIT C/3UNIDADE
47508411135833,7896262304368,BOMBONIERE,2097007000107,VINHEDO,SP,PERFETTI VAN MELLE BRASIL LTDA.,GOMA MENTOS STICK FRUIT C/3UNIDADE
71322150001301,7896262304368,BOMBONIERE,2097007000107,VINHEDO,SP,PERFETTI VAN MELLE BRASIL LTDA.,GOMA MENTOS STICK FRUIT C/3UNIDADE
3720882000905,7896262304368,BOMBONIERE,2097007000107,VINHEDO,SP,PERFETTI VAN MELLE BRASIL LTDA.,GOMA MENTOS STICK FRUIT C/3UNIDADE
47508411110687,7896262304368,BOMBONIERE,2097007000107,VINHEDO,SP,PERFETTI VAN MELLE BRASIL LTDA.,GOMA MENTOS STICK FRUIT C/3UNIDADE
39346861029909,7896262304368,BOMBONIERE,2097007000107,VINHEDO,SP,PERFETTI VAN MELLE BRASIL LTDA.,GOMA MENTOS STICK FRUIT C/3UNIDADE
75315333008002,7896036095089,MASSAS E MOLHOS,60498706000157,SAO PAULO,SP,CARGILL AGRICOLA S A,MOLHO PRONTO TARANTELA PENEIRADO ARISCO
13004510024100,7896036095089,MASSAS E MOLHOS,60498706000157,SAO PAULO,SP,CARGILL AGRICOLA S A,MOLHO PRONTO TARANTELA PENEIRADO ARISCO
3720882000905,7896036095089,MASSAS E MOLHOS,60498706000157,SAO PAULO,SP,CARGILL AGRICOLA S A,MOLHO PRONTO TARANTELA PENEIRADO ARISCO
41185455001501,7896036095089,MASSAS E MOLHOS,60498706000157,SAO PAULO,SP,CARGILL AGRICOLA S A,MOLHO PRONTO TARANTELA PENEIRADO ARISCO
63960005917,7896036095089,MASSAS E MOLHOS,60498706000157,SAO PAULO,SP,CARGILL AGRICOLA S A,MOLHO PRONTO TARANTELA PENEIRADO ARISCO
75315333009246,7896036095089,MASSAS E MOLHOS,60498706000157,SAO PAULO,SP,CARGILL AGRICOLA S A,MOLHO PRONTO TARANTELA PENEIRADO ARISCO
9535928000730,7896036095089,MASSAS E MOLHOS,60498706000157,SAO PAULO,SP,CARGILL AGRICOLA S A,MOLHO PRONTO TARANTELA PENEIRADO ARISCO
71322150004408,7896036095089,MASSAS E MOLHOS,60498706000157,SAO PAULO,SP,CARGILL AGRICOLA S A,MOLHO PRONTO TARANTELA PENEIRADO ARISCO
32860231000676,7896036095089,MASSAS E MOLHOS,60498706000157,SAO PAULO,SP,CARGILL AGRICOLA S A,MOLHO PRONTO TARANTELA PENEIRADO ARISCO
6057223023112,7898909755533,DOCES E SOBREMESAS,4476996000167,SAO SEBASTIAO DO PARAISO,MG,TOZZI INDUSTRIA E COMERCIO DE ALIMENTOS LTDA,AMEIXA EM CALDA TOZZI
75315333008002,7896038308057,ARROZ,84432111000167,JARAGUA DO SUL,SC,URBANO AGROINDUSTRIAL LTDA,ARROZ INTEGRAL TIO URBANO 1KG
6057223023112,7898027658112,DOCES E SOBREMESAS,1503284000100,GUARULHOS,SP,GENERAL BRANDS DO BRASIL DISTRIBUIDORA DE PRODUTOS ALIMENTICIOS LTDA,PO GELAT CAMP TRADICIONAL UVA
63960023575,7896005277195,MASSAS E MOLHOS,14998371000119,FORTALEZA,CE,J MACEDO S/A,PENNE RIGATE BARILLA INTEGRAL
9379531000101,7891149106332,CERVEJAS,7526557000100,SAO PAULO,SP,AMBEV S.A.,CERVEJA EXTRA LAGER 600G BRAHMA
63960023575,7891149106332,CERVEJAS,7526557000100,SAO PAULO,SP,AMBEV S.A.,CERVEJA EXTRA LAGER 600G BRAHMA
63960005917,7891149106332,CERVEJAS,7526557000100,SAO PAULO,SP,AMBEV S.A.,CERVEJA EXTRA LAGER 600G BRAHMA
63960006212,7891149106332,CERVEJAS,7526557000100,SAO PAULO,SP,AMBEV S.A.,CERVEJA EXTRA LAGER 600G BRAHMA
39346861029909,7891149106332,CERVEJAS,7526557000100,SAO PAULO,SP,AMBEV S.A.,CERVEJA EXTRA LAGER 600G BRAHMA
17676214000185,7891149106332,CERVEJAS,7526557000100,SAO PAULO,SP,AMBEV S.A.,CERVEJA EXTRA LAGER 600G BRAHMA
76430438007184,7891149106332,CERVEJAS,7526557000100,SAO PAULO,SP,AMBEV S.A.,CERVEJA EXTRA LAGER 600G BRAHMA
47508411135833,7891149106332,CERVEJAS,7526557000100,SAO PAULO,SP,AMBEV S.A.,CERVEJA EXTRA LAGER 600G BRAHMA
39346861026802,7897395020217,CERVEJAS,73410326000160,RIO DE JANEIRO,RJ,CERVEJARIA PETROPOLIS S/A,ITAIPAVA PILSEN LATA 1 UNIDADE
63960023575,7897395020217,CERVEJAS,73410326000160,RIO DE JANEIRO,RJ,CERVEJARIA PETROPOLIS S/A,ITAIPAVA PILSEN LATA 1 UNIDADE
1915625001037,7897395020217,CERVEJAS,73410326000160,RIO DE JANEIRO,RJ,CERVEJARIA PETROPOLIS S/A,ITAIPAVA PILSEN LATA 1 UNIDADE
75315333008274,7897395020217,CERVEJAS,73410326000160,RIO DE JANEIRO,RJ,CERVEJARIA PETROPOLIS S/A,ITAIPAVA PILSEN LATA 1 UNIDADE
9379531000101,7897395020217,CERVEJAS,73410326000160,RIO DE JANEIRO,RJ,CERVEJARIA PETROPOLIS S/A,ITAIPAVA PILSEN LATA 1 UNIDADE
75315333009831,7897395020217,CERVEJAS,73410326000160,RIO DE JANEIRO,RJ,CERVEJARIA PETROPOLIS S/A,ITAIPAVA PILSEN LATA 1 UNIDADE
39346861029909,7897395020217,CERVEJAS,73410326000160,RIO DE JANEIRO,RJ,CERVEJARIA PETROPOLIS S/A,ITAIPAVA PILSEN LATA 1 UNIDADE
17676214000185,7897395020217,CERVEJAS,73410326000160,RIO DE JANEIRO,RJ,CERVEJARIA PETROPOLIS S/A,ITAIPAVA PILSEN LATA 1 UNIDADE
71322150001301,7897395020217,CERVEJAS,73410326000160,RIO DE JANEIRO,RJ,CERVEJARIA PETROPOLIS S/A,ITAIPAVA PILSEN LATA 1 UNIDADE
71322150003266,7897395020217,CERVEJAS,73410326000160,RIO DE JANEIRO,RJ,CERVEJARIA PETROPOLIS S/A,ITAIPAVA PILSEN LATA 1 UNIDADE
76430438007184,7897395020217,CERVEJAS,73410326000160,RIO DE JANEIRO,RJ,CERVEJARIA PETROPOLIS S/A,ITAIPAVA PILSEN LATA 1 UNIDADE
75315333008002,7897395020217,CERVEJAS,73410326000160,RIO DE JANEIRO,RJ,CERVEJARIA PETROPOLIS S/A,ITAIPAVA PILSEN LATA 1 UNIDADE
13004510024100,7897395020217,CERVEJAS,73410326000160,RIO DE JANEIRO,RJ,CERVEJARIA PETROPOLIS S/A,ITAIPAVA PILSEN LATA 1 UNIDADE
75315333009246,7896036091333,MASSAS E MOLHOS,60498706000157,SAO PAULO,SP,CARGILL AGRICOLA S A,LIZA LIGHT POTE
75315333008002,7891132019274,TEMPEROS E CONDIMENTOS,46344354000669,SAO PAULO,SP,AJINOMOTO DO BRASIL INDUSTRIA E COMERCIO DE ALIMENTOS LTDA.,TEMPERO SAZÓN VERDE
47508411110687,7898530841476,BOMBONIERE,7175867000127,SAO PAULO,SP,DOCE SABOR INDUSTRIA E COMERCIO DE PRODUTOS ALIMENTICIOS LTDA,BOMBOM DADINHO 900G
32860231000676,7891000252833,IOGURTES E SOBREMESAS,60409075000152,SAO PAULO,SP,NESTLE BRASIL LTDA.,IOG CHAMYTO POUCH 100G VITAMINA
32860231000676,7891000252833,IOGURTES E SOBREMESAS,60409075000152,SAO PAULO,SP,NESTLE BRASIL LTDA.,IOG CHAMYTO POUCH 100G VITAMINA
75315333009831,7891000252833,BEBIDAS LÁCTEAS,60409075000152,SAO PAULO,SP,NESTLE BRASIL LTDA.,IOG CHAMYTO POUCH 100G VITAMINA
75315333009831,7891000252833,BEBIDAS LÁCTEAS,60409075000152,SAO PAULO,SP,NESTLE BRASIL LTDA.,IOG CHAMYTO POUCH 100G VITAMINA
39346861029909,7891000252833,IOGURTES E SOBREMESAS,60409075000152,SAO PAULO,SP,NESTLE BRASIL LTDA.,IOG CHAMYTO POUCH 100G VITAMINA
39346861029909,7891000252833,IOGURTES E SOBREMESAS,60409075000152,SAO PAULO,SP,NESTLE BRASIL LTDA.,IOG CHAMYTO POUCH 100G VITAMINA
41185455000378,7891000252833,IOGURTES E SOBREMESAS,60409075000152,SAO PAULO,SP,NESTLE BRASIL LTDA.,IOG CHAMYTO POUCH 100G VITAMINA
41185455000378,7891000252833,IOGURTES E SOBREMESAS,60409075000152,SAO PAULO,SP,NESTLE BRASIL LTDA.,IOG CHAMYTO POUCH 100G VITAMINA
8540603000198,7891000252833,IOGURTES E SOBREMESAS,60409075000152,SAO PAULO,SP,NESTLE BRASIL LTDA.,IOG CHAMYTO POUCH 100G VITAMINA
8540603000198,7891000252833,IOGURTES E SOBREMESAS,60409075000152,SAO PAULO,SP,NESTLE BRASIL LTDA.,IOG CHAMYTO POUCH 100G VITAMINA
39346861026802,7891000252833,IOGURTES E SOBREMESAS,60409075000152,SAO PAULO,SP,NESTLE BRASIL LTDA.,IOG CHAMYTO POUCH 100G VITAMINA
39346861026802,7891000252833,IOGURTES E SOBREMESAS,60409075000152,SAO PAULO,SP,NESTLE BRASIL LTDA.,IOG CHAMYTO POUCH 100G VITAMINA
76430438007184,7891000252833,IOGURTES E SOBREMESAS,60409075000152,SAO PAULO,SP,NESTLE BRASIL LTDA.,IOG CHAMYTO POUCH 100G VITAMINA
76430438007184,7891000252833,IOGURTES E SOBREMESAS,60409075000152,SAO PAULO,SP,NESTLE BRASIL LTDA.,IOG CHAMYTO POUCH 100G VITAMINA
63960023575,7891000252833,IOGURTES E SOBREMESAS,60409075000152,SAO PAULO,SP,NESTLE BRASIL LTDA.,IOG CHAMYTO POUCH 100G VITAMINA
63960023575,7891000252833,IOGURTES E SOBREMESAS,60409075000152,SAO PAULO,SP,NESTLE BRASIL LTDA.,IOG CHAMYTO POUCH 100G VITAMINA
41185455001501,7891000252833,BEBIDAS LÁCTEAS,60409075000152,SAO PAULO,SP,NESTLE BRASIL LTDA.,IOG CHAMYTO POUCH 100G VITAMINA
41185455001501,7891000252833,BEBIDAS LÁCTEAS,60409075000152,SAO PAULO,SP,NESTLE BRASIL LTDA.,IOG CHAMYTO POUCH 100G VITAMINA
47508411135833,7891000252833,IOGURTES E SOBREMESAS,60409075000152,SAO PAULO,SP,NESTLE BRASIL LTDA.,IOG CHAMYTO POUCH 100G VITAMINA
47508411135833,7891000252833,IOGURTES E SOBREMESAS,60409075000152,SAO PAULO,SP,NESTLE BRASIL LTDA.,IOG CHAMYTO POUCH 100G VITAMINA
8540603000198,7898080640239,BEBIDAS LÁCTEAS,1257995000133,CORUMBAIBA,GO,GOIASMINAS INDUSTRIA DE LATICINIOS LTDA,BEBIDA LÁCTEA UHT SABOR CHOCOLATE 200ML ITALAC
41185455000378,7898080640239,BEBIDAS LÁCTEAS,1257995000133,CORUMBAIBA,GO,GOIASMINAS INDUSTRIA DE LATICINIOS LTDA,BEBIDA LÁCTEA UHT SABOR CHOCOLATE 200ML ITALAC
32860231000676,7898080640239,BEBIDAS LÁCTEAS,1257995000133,CORUMBAIBA,GO,GOIASMINAS INDUSTRIA DE LATICINIOS LTDA,BEBIDA LÁCTEA UHT SABOR CHOCOLATE 200ML ITALAC
5154589000368,7898080640239,BEBIDAS LÁCTEAS,1257995000133,CORUMBAIBA,GO,GOIASMINAS INDUSTRIA DE LATICINIOS LTDA,BEBIDA LÁCTEA UHT SABOR CHOCOLATE 200ML ITALAC
75315333009831,7898080640239,BEBIDAS LÁCTEAS,1257995000133,CORUMBAIBA,GO,GOIASMINAS INDUSTRIA DE LATICINIOS LTDA,BEBIDA LÁCTEA UHT SABOR CHOCOLATE 200ML ITALAC
41185455001501,7898080640239,BEBIDAS LÁCTEAS,1257995000133,CORUMBAIBA,GO,GOIASMINAS INDUSTRIA DE LATICINIOS LTDA,BEBIDA LÁCTEA UHT SABOR CHOCOLATE 200ML ITALAC
47508411113945,7898080640239,BEBIDAS LÁCTEAS,1257995000133,CORUMBAIBA,GO,GOIASMINAS INDUSTRIA DE LATICINIOS LTDA,BEBIDA LÁCTEA UHT SABOR CHOCOLATE 200ML ITALAC
75315333008002,7898080640239,BEBIDAS LÁCTEAS,1257995000133,CORUMBAIBA,GO,GOIASMINAS INDUSTRIA DE LATICINIOS LTDA,BEBIDA LÁCTEA UHT SABOR CHOCOLATE 200ML ITALAC
47508411137100,7898080640239,BEBIDAS LÁCTEAS,1257995000133,CORUMBAIBA,GO,GOIASMINAS INDUSTRIA DE LATICINIOS LTDA,BEBIDA LÁCTEA UHT SABOR CHOCOLATE 200ML ITALAC
71322150004408,7896022200121,MASSAS E MOLHOS,46025722000100,SUMARE,SP,PASTIFICIO SELMI SA,LASANHA RENATA COM OVOS
63960005917,7896022200121,MASSAS E MOLHOS,46025722000100,SUMARE,SP,PASTIFICIO SELMI SA,LASANHA RENATA COM OVOS
41185455000378,7896022200121,MASSAS E MOLHOS,46025722000100,SUMARE,SP,PASTIFICIO SELMI SA,LASANHA RENATA COM OVOS
71322150003266,7896022200121,CERVEJAS,46025722000100,SUMARE,SP,PASTIFICIO SELMI SA,LASANHA RENATA COM OVOS
32860231000676,7896022200121,MASSAS E MOLHOS,46025722000100,SUMARE,SP,PASTIFICIO SELMI SA,LASANHA RENATA COM OVOS
76430438007184,7896022200121,MASSAS E MOLHOS,46025722000100,SUMARE,SP,PASTIFICIO SELMI SA,LASANHA RENATA COM OVOS
3640467002219,7896022200121,MASSAS E MOLHOS,46025722000100,SUMARE,SP,PASTIFICIO SELMI SA,LASANHA RENATA COM OVOS
47508411137100,7892840802745,REFRIGERANTES,31565104000177,SAO PAULO,SP,PEPSICO DO BRASIL LTDA,PEPSI TWIST LATA
6057223023112,7892840802745,REFRIGERANTES,31565104000177,SAO PAULO,SP,PEPSICO DO BRASIL LTDA,PEPSI TWIST LATA
75315333007111,7892840802745,REFRIGERANTES,31565104000177,SAO PAULO,SP,PEPSICO DO BRASIL LTDA,PEPSI TWIST LATA
63960006212,7892840802745,REFRIGERANTES,31565104000177,SAO PAULO,SP,PEPSICO DO BRASIL LTDA,PEPSI TWIST LATA
71322150001301,7892840802745,REFRIGERANTES,31565104000177,SAO PAULO,SP,PEPSICO DO BRASIL LTDA,PEPSI TWIST LATA
17676214000185,7892840802745,REFRIGERANTES,31565104000177,SAO PAULO,SP,PEPSICO DO BRASIL LTDA,PEPSI TWIST LATA
9535928000730,7892840802745,REFRIGERANTES,31565104000177,SAO PAULO,SP,PEPSICO DO BRASIL LTDA,PEPSI TWIST LATA
71322150004408,7892840802745,REFRIGERANTES,31565104000177,SAO PAULO,SP,PEPSICO DO BRASIL LTDA,PEPSI TWIST LATA
1915625001037,7892840802745,REFRIGERANTES,31565104000177,SAO PAULO,SP,PEPSICO DO BRASIL LTDA,PEPSI TWIST LATA
75315333009246,7892840802745,REFRIGERANTES,31565104000177,SAO PAULO,SP,PEPSICO DO BRASIL LTDA,PEPSI TWIST LATA
39346861029909,7892840802745,REFRIGERANTES,31565104000177,SAO PAULO,SP,PEPSICO DO BRASIL LTDA,PEPSI TWIST LATA
47508411152681,7893500090809,DOCES E SOBREMESAS,87456562001870,PELOTAS,RS,JOSAPAR JOAQUIM OLIVEIRA SA PARTICIPACOES,MIST P/MASSA PIZZA TIO JOAO S/LACTOSE 400G
47508411113945,7898422745523,LIMPEZA ROUPAS,61068276001259,VALINHOS,SP,UNILEVER BRASIL LTDA.,"EM PÓ ALA LAVANDA 0,5 KG"
13004510024100,7898422745523,LIMPEZA ROUPAS,61068276001259,VALINHOS,SP,UNILEVER BRASIL LTDA.,"EM PÓ ALA LAVANDA 0,5 KG"
32860231000676,7898422745523,LIMPEZA ROUPAS,61068276001259,VALINHOS,SP,UNILEVER BRASIL LTDA.,"EM PÓ ALA LAVANDA 0,5 KG"
75315333009831,7898422745523,LIMPEZA ROUPAS,61068276001259,VALINHOS,SP,UNILEVER BRASIL LTDA.,"EM PÓ ALA LAVANDA 0,5 KG"
5154589000368,7898422745523,LIMPEZA ROUPAS,61068276001259,VALINHOS,SP,UNILEVER BRASIL LTDA.,"EM PÓ ALA LAVANDA 0,5 KG"
47508411152681,7891048014011,DOCES E SOBREMESAS,61193496000151,SAO PAULO,SP,DR. OETKER BRASIL LTDA.,CONFEITO DR OETKER 80GR ESTRELINHA
3720882000905,7891048050644,DOCES E SOBREMESAS,61193496000151,SAO PAULO,SP,DR. OETKER BRASIL LTDA.,GELATINA DR.OETKER DE LIMAO 20G
6057223023112,7891048050644,DOCES E SOBREMESAS,61193496000151,SAO PAULO,SP,DR. OETKER BRASIL LTDA.,GELATINA DR.OETKER DE LIMAO 20G
47508411152681,7891048050644,DOCES E SOBREMESAS,61193496000151,SAO PAULO,SP,DR. OETKER BRASIL LTDA.,GELATINA DR.OETKER DE LIMAO 20G
63960023575,78936683,CERVEJAS,19900000000176,JACAREI,SP,CERVEJARIAS KAISER BRASIL S.A.,CERVEJA HEINEKEN LN 330ML
1915625001037,78936683,CERVEJAS,19900000000176,JACAREI,SP,CERVEJARIAS KAISER BRASIL S.A.,CERVEJA HEINEKEN LN 330ML
9379531000101,78936683,CERVEJAS,19900000000176,JACAREI,SP,CERVEJARIAS KAISER BRASIL S.A.,CERVEJA HEINEKEN LN 330ML
75315333008274,78936683,CERVEJAS,19900000000176,JACAREI,SP,CERVEJARIAS KAISER BRASIL S.A.,CERVEJA HEINEKEN LN 330ML
39346861026802,78936683,CERVEJAS,19900000000176,JACAREI,SP,CERVEJARIAS KAISER BRASIL S.A.,CERVEJA HEINEKEN LN 330ML
71322150004408,78936683,CERVEJAS,19900000000176,JACAREI,SP,CERVEJARIAS KAISER BRASIL S.A.,CERVEJA HEINEKEN LN 330ML
47508411134004,78936683,CERVEJAS,19900000000176,JACAREI,SP,CERVEJARIAS KAISER BRASIL S.A.,CERVEJA HEINEKEN LN 330ML
39346861029909,78936683,CERVEJAS,19900000000176,JACAREI,SP,CERVEJARIAS KAISER BRASIL S.A.,CERVEJA HEINEKEN LN 330ML
47508411110687,78936683,CERVEJAS,19900000000176,JACAREI,SP,CERVEJARIAS KAISER BRASIL S.A.,CERVEJA HEINEKEN LN 330ML
71322150001301,78936683,CERVEJAS,19900000000176,JACAREI,SP,CERVEJARIAS KAISER BRASIL S.A.,CERVEJA HEINEKEN LN 330ML
17676214000185,78936683,CERVEJAS,19900000000176,JACAREI,SP,CERVEJARIAS KAISER BRASIL S.A.,CERVEJA HEINEKEN LN 330ML
71322150003266,78936683,CERVEJAS,19900000000176,JACAREI,SP,CERVEJARIAS KAISER BRASIL S.A.,CERVEJA HEINEKEN LN 330ML
6057223023112,78936683,CERVEJAS,19900000000176,JACAREI,SP,CERVEJARIAS KAISER BRASIL S.A.,CERVEJA HEINEKEN LN 330ML
3640467002219,78936683,CERVEJAS,19900000000176,JACAREI,SP,CERVEJARIAS KAISER BRASIL S.A.,CERVEJA HEINEKEN LN 330ML
75315333008002,78936683,CERVEJAS,19900000000176,JACAREI,SP,CERVEJARIAS KAISER BRASIL S.A.,CERVEJA HEINEKEN LN 330ML
71322150003266,7891149108466,CERVEJAS,7526557000100,SAO PAULO,SP,AMBEV S.A.,CERV SKOL PURO MALTE LT 350ML
63960006212,7891149108466,CERVEJAS,7526557000100,SAO PAULO,SP,AMBEV S.A.,CERV SKOL PURO MALTE LT 350ML
63960005917,7891149108466,CERVEJAS,7526557000100,SAO PAULO,SP,AMBEV S.A.,CERV SKOL PURO MALTE LT 350ML
13004510024100,7891149108466,CERVEJAS,7526557000100,SAO PAULO,SP,AMBEV S.A.,CERV SKOL PURO MALTE LT 350ML
76430438007184,7891149108466,CERVEJAS,7526557000100,SAO PAULO,SP,AMBEV S.A.,CERV SKOL PURO MALTE LT 350ML
71322150004408,7891149108466,CERVEJAS,7526557000100,SAO PAULO,SP,AMBEV S.A.,CERV SKOL PURO MALTE LT 350ML
9379531000101,7891149108466,CERVEJAS,7526557000100,SAO PAULO,SP,AMBEV S.A.,CERV SKOL PURO MALTE LT 350ML
75315333008274,7891149108466,CERVEJAS,7526557000100,SAO PAULO,SP,AMBEV S.A.,CERV SKOL PURO MALTE LT 350ML
71322150001301,7891149108466,CERVEJAS,7526557000100,SAO PAULO,SP,AMBEV S.A.,CERV SKOL PURO MALTE LT 350ML
17676214000185,7891149108466,CERVEJAS,7526557000100,SAO PAULO,SP,AMBEV S.A.,CERV SKOL PURO MALTE LT 350ML
75315333008002,7891149108466,CERVEJAS,7526557000100,SAO PAULO,SP,AMBEV S.A.,CERV SKOL PURO MALTE LT 350ML
6057223035552,7896049528604,DESODORANTES,61105722000103,SAO PAULO,SP,PERFUMES DANA DO BRASIL S.A.,DESODORANTE EM CREME HERBÍSSIMO 55G FRESH UNIT
6057223035552,7891134004261,DESODORANTES,92697010000146,PORTO ALEGRE,RS,MEMPHIS SA INDUSTRIAL,DESODORANTE SPRAY SENADOR 90ML MASCULINO SPORT UNIT
47508411152681,7891048036709,CAFÉS E CHÁS,61193496000151,SAO PAULO,SP,DR. OETKER BRASIL LTDA.,CHÁ BRANCO COM 10 SACHÊS DR. OETKER 15G
47508411113945,7891048036709,CAFÉS E CHÁS,61193496000151,SAO PAULO,SP,DR. OETKER BRASIL LTDA.,CHÁ BRANCO COM 10 SACHÊS DR. OETKER 15G
6057223023112,7898027658853,DOCES E SOBREMESAS,1503284000100,GUARULHOS,SP,GENERAL BRANDS DO BRASIL DISTRIBUIDORA DE PRODUTOS ALIMENTICIOS LTDA,CREME AVELA CAMP NUT 140G
63960006212,7898295301130,CERVEJAS,46842894000591,CANDIDO MOTA,SP,CASA DI CONTI LTDA,CERVEJA SAMBA LT
76430438007184,7898295301130,CERVEJAS,46842894000591,CANDIDO MOTA,SP,CASA DI CONTI LTDA,CERVEJA SAMBA LT
63960005917,7898295301130,CERVEJAS,46842894000591,CANDIDO MOTA,SP,CASA DI CONTI LTDA,CERVEJA SAMBA LT
75315333009246,7896052601110,REFRIGERANTES,50221019000136,ITU,SP,HNK BR INDUSTRIA DE BEBIDAS LTDA.,SCHIN LIMÃO GARRAFA PET
71322150004408,7896052601110,REFRIGERANTES,50221019000136,ITU,SP,HNK BR INDUSTRIA DE BEBIDAS LTDA.,SCHIN LIMÃO GARRAFA PET
71322150001301,7896052601110,REFRIGERANTES,50221019000136,ITU,SP,HNK BR INDUSTRIA DE BEBIDAS LTDA.,SCHIN LIMÃO GARRAFA PET
63960006212,7896052601110,REFRIGERANTES,50221019000136,ITU,SP,HNK BR INDUSTRIA DE BEBIDAS LTDA.,SCHIN LIMÃO GARRAFA PET
75315333007111,7896052601110,REFRIGERANTES,50221019000136,ITU,SP,HNK BR INDUSTRIA DE BEBIDAS LTDA.,SCHIN LIMÃO GARRAFA PET
3640467002219,7896052601110,REFRIGERANTES,50221019000136,ITU,SP,HNK BR INDUSTRIA DE BEBIDAS LTDA.,SCHIN LIMÃO GARRAFA PET
3640467002219,7896036097335,MASSAS E MOLHOS,60498706000157,SAO PAULO,SP,CARGILL AGRICOLA S A,EXTRATO TOMATE ELEFANTE LOURO LT
71322150004408,7896036097335,MASSAS E MOLHOS,60498706000157,SAO PAULO,SP,CARGILL AGRICOLA S A,EXTRATO TOMATE ELEFANTE LOURO LT
63960006212,7891149040308,CERVEJAS,7526557000100,SAO PAULO,SP,AMBEV S.A.,BRAHMA MALZBIER LONG NECK 1 UNIDADE
39346861029909,7891149040308,CERVEJAS,7526557000100,SAO PAULO,SP,AMBEV S.A.,BRAHMA MALZBIER LONG NECK 1 UNIDADE
71322150003266,7891149040308,CERVEJAS,7526557000100,SAO PAULO,SP,AMBEV S.A.,BRAHMA MALZBIER LONG NECK 1 UNIDADE
1915625001037,7891149040308,CERVEJAS,7526557000100,SAO PAULO,SP,AMBEV S.A.,BRAHMA MALZBIER LONG NECK 1 UNIDADE
63960023575,7891149040308,CERVEJAS,7526557000100,SAO PAULO,SP,AMBEV S.A.,BRAHMA MALZBIER LONG NECK 1 UNIDADE
9379531000101,7891149040308,CERVEJAS,7526557000100,SAO PAULO,SP,AMBEV S.A.,BRAHMA MALZBIER LONG NECK 1 UNIDADE
39346861026802,7891149040308,CERVEJAS,7526557000100,SAO PAULO,SP,AMBEV S.A.,BRAHMA MALZBIER LONG NECK 1 UNIDADE
3720882000905,7891149040308,CERVEJAS,7526557000100,SAO PAULO,SP,AMBEV S.A.,BRAHMA MALZBIER LONG NECK 1 UNIDADE
