cnpj,gtin,city,state
14998371000119,07896005276716,FORTALEZA,CE
14998371000119,07896005216835,FORTALEZA,CE
53512810000193,07896256080285,SAO JOSE DO RIO PRETO,SP
08811556000170,07896087200661,CAMPINA GRANDE,PB
52123916000132,07896058503272,MARILIA,SP
17090600000190,07898954857930,MORENO,PE
33306929000798,07899026462564,SAO PAULO,SP
53512810000193,07896256041989,SAO JOSE DO RIO PRETO,SP
54360656000144,07891118014774,RIO DAS PEDRAS,SP
07526557000100,07891149103423,SAO PAULO,SP
45997418000153,07894900061758,RIO DE JANEIRO,RJ
00353155000101,07891772155325,DIADEMA,SP
02137351000174,07898097961020,SUZANO,SP
17467515000107,07896490290693,SANTA LUZIA,MG
33033028000184,07893333733355,CURITIBA,PR
02279324000489,07891167022034,SAO PAULO,SP
17467515000107,07896224800877,SANTA LUZIA,MG
07526557000100,07891991013215,SAO PAULO,SP
17090600000190,07898954857374,MORENO,PE
14049467000130,07891097010828,SAO PAULO,SP
76490184000187,07891098000415,RIO DE JANEIRO,RJ
47508411110504,07895000427338,SAO PAULO,SP
61068276000104,07891150063105,VALINHOS,SP
60409075000152,07891000306703,SAO PAULO,SP
01773518000120,07898524348998,JANDIRA,SP
02333707000145,07896089028973,JUNDIAI,SP
58775958000215,07896356000121,SAO PAULO,SP
02089969000106,07898215151708,BELA VISTA DE GOIAS,GO
84046101000193,07891080151231,SAO PAULO,SP
60498706000157,07896036097410,SAO PAULO,SP
04892455000110,07896791902813,SETE LAGOAS,MG
62461140000114,07891203059352,SAO PAULO,SP
57885220000167,07896064205504,RIBEIRAO PIRES,SP
15579674000160,07898279797911,JUNDIAI,SP
60498706000157,07896036091340,SAO PAULO,SP
62691043000118,07896066301396,DIADEMA,SP
33306929000798,07899026459007,SAO PAULO,SP
04892455000110,07896791902745,SETE LAGOAS,MG
01773518000120,07898524347069,JANDIRA,SP
50955707000472,07896102584998,BARUERI,SP
50493170000123,07896255501293,RIBEIRAO PRETO,SP
07757005000617,07898205923261,LAVRAS,MG
13498794000107,07898952179775,PORTO ALEGRE,RS
62546387000133,07896292313880,MATAO,SP
01551272000142,07898366931693,RECIFE,PE
46025722000100,07896022205195,SUMARE,SP
70940994000101,07891962035536,GUARULHOS,SP
76490184000187,07891098040084,RIO DE JANEIRO,RJ
50590553000110,07896013401803,TABOAO DA SERRA,SP
08192116000181,07899916904679,SAO PAULO,SP
00167268000112,07898324140181,FORTALEZA,CE
11773339000147,07898948525159,PASSO FUNDO,RS
45256997000183,07896336000028,RIBEIRAO PRETO,SP
39786124000180,07896453200950,GUARAPARI,ES
13324184000197,07891999932006,SAO PAULO,SP
35402759000185,07896002300360,SAO PAULO,SP
61068276001259,00000078924338,VALINHOS,SP
07206816000115,07891152501599,FORTALEZA,CE
29737368003487,07896003941609,GUARAREMA,SP
07604556000136,07896000595959,RECIFE,PE
03861512000130,07898286201395,ITAPORANGA D AJUDA,SE
49882913000178,07897064811047,MARILIA,SP
50221019000136,07896052605651,ITU,SP
60723061007707,00000078936676,SAO PAULO,SP
01838723000127,07891515971915,Itajaí,SC
08505736000123,07891176117196,SAO PAULO,SP
47508411110504,07895000404292,SAO PAULO,SP
64904295000103,07891910030194,SAO PAULO,SP
22229207000175,07896021300105,MACHADO,MG
48657860000129,07896193800113,VALINHOS,SP
12363594000184,07896016411113,MACEIO,AL
79638524001800,07891089064303,CURITIBA,PR
33033028000184,07895800308721,CURITIBA,PR
45997418000153,07894900031607,RIO DE JANEIRO,RJ
05919420000190,07896179501096,PACAJUS,CE
60409075000152,07891000070765,SAO PAULO,SP
46344354000669,07891132010011,SAO PAULO,SP
00382468002131,07891024170922,SAO BERNARDO DO CAMPO,SP
02279324000489,07891167035669,SAO PAULO,SP
47508411110504,07895000318490,SAO PAULO,SP
02489981000108,07898286191146,LAGARTO,SE
28053619000183,07891008226409,VILA VELHA,ES
47508411110504,07895000335008,SAO PAULO,SP
78860863000126,07896327514800,CHAPECO,SC
23643315000152,07891025113720,SAO PAULO,SP
61070694000128,07896007801008,SAO PAULO,SP
91589507000188,07896348841763,NOVA PETROPOLIS,RS
72077514000156,07896317105032,SAO JOSE DO RIO PRETO,SP
61068276000104,07891150043206,VALINHOS,SP
15488031000100,07898933879076,CURITIBA,PR
76727122000146,07896273904274,CAMPO LARGO,PR
09991639000150,07897353900414,CARUARU,PE
23643315000152,07891025115403,SAO PAULO,SP
02916265000160,07899567219252,LINS,SP
02793218000176,07898152490199,FORTALEZA,CE
47508411110504,07895000339327,SAO PAULO,SP
71324792000106,07898206501611,SERTAOZINHO,SP
44806784000115,07896090590209,LENCOIS PAULISTA,SP
61155511000177,07891965126620,SAO PAULO,SP
04107020000117,07896079471291,PORTO ALEGRE,RS
54516661003704,07891010244606,SAO JOSE DOS CAMPOS,SP
00023224000119,07897269900270,MORUNGABA,SP
61586558000195,07891095154296,SAO PAULO,SP
24866741000118,07898905153982,LUZIANIA,GO
72077514000156,07896317100624,SAO JOSE DO RIO PRETO,SP
77595395000228,07896275980061,MEDIANEIRA,PR
02176615000107,07898126404177,ALVINOPOLIS,MG
61087367000189,07896353301641,SAO PAULO,SP
61193496000151,07891048038079,SAO PAULO,SP
14998371000119,07896005286555,FORTALEZA,CE
47508411110504,07895000408979,SAO PAULO,SP
07757005000617,07898205924206,LAVRAS,MG
52034139000150,07896003703740,MARILIA,SP
60409075000152,07891000067178,SAO PAULO,SP
03040465000164,07898176580616,SAO PAULO,SP
72111321000174,07896545500180,TAPIRATIBA,SP
12970570000193,07898029652576,ARAPIRACA,AL
52123916000132,07896058501506,MARILIA,SP
70940994000101,07891962016818,GUARULHOS,SP
31565104000177,07892840255947,SAO PAULO,SP
50706019000126,07891136051003,SOROCABA,SP
31565104000177,07894321219523,SAO PAULO,SP
07526557000100,07891149010400,SAO PAULO,SP
50955707000472,07896102502183,BARUERI,SP
00048785000172,07896445472204,FORTALEZA,CE
04412044000180,07898403910193,SOROCABA,SP
04892455000110,07896791902936,SETE LAGOAS,MG
07496057000172,07898022210230,ARAPIRACA,AL
50955707000472,07896102502770,BARUERI,SP
13324184000197,07891999014467,SAO PAULO,SP
04205454000150,07898341430012,SAO PAULO,SP
47508411110504,07895000474387,SAO PAULO,SP
62546387000133,07896292305656,MATAO,SP
00104603000133,07896013561484,NOVA IGUACU,RJ
31565104000177,07892840800239,SAO PAULO,SP
22335392000182,07896434920716,CANAPOLIS,MG
00048785000172,07896445470095,FORTALEZA,CE
17090600000190,07898954857046,MORENO,PE
61068276000104,07891150027541,VALINHOS,SP
59557124000115,07891035017001,SAO PAULO,SP
48205157000180,07896763621155,GARCA,SP
05193785000260,07899914200063,TATUI,SP
09641406000128,07896069574056,NEVES PAULISTA,SP
04429377000111,07898292884070,SAO PAULO,SP
02864417000128,07898904771019,CAHOEIRAS DE MACACU,RJ
61068276000104,07891150062382,VALINHOS,SP
23643315000152,07891025105916,SAO PAULO,SP
60409075000152,07891000104613,SAO PAULO,SP
60409075000152,07891000077740,SAO PAULO,SP
48205157000180,07896763621056,GARCA,SP
00497383000155,07898003280450,CAMBUI,MG
70940994000101,07891962011295,GUARULHOS,SP
13324184000197,07891999010582,SAO PAULO,SP
50564053000880,07891022860733,SAO BERNARDO DO CAMPO,SP
33109356000460,07896512911940,RIO DE JANEIRO,RJ
12970570000193,17898029655239,ARAPIRACA,AL
00992173000133,07897754200939,SAO JORGE DO PATROCINIO,PR
33040122000160,07896024787613,RIO DE JANEIRO,RJ
06042467000180,07896058257243,CAMPINAS,SP
04439268000185,07898387120182,NOSSA SENHORA DA GLORIA,SE
60945169001037,07891079000281,IBIUNA,SP
07604556000136,07896000530363,RECIFE,PE
46621017000167,07896039030360,OSASCO,SP
13423976000119,07898951721630,RIBEIRAO PRETO,SP
61068276000104,07891150047280,VALINHOS,SP
11507415000172,07896013101055,PAULISTA,PE
17467515000107,07896005806210,SANTA LUZIA,MG
01257995000133,07898080640932,CORUMBAIBA,GO
04205454000150,07898341430111,SAO PAULO,SP
13324184000197,07891999013125,SAO PAULO,SP
50564053000880,07891022859935,SAO BERNARDO DO CAMPO,SP
61068276000104,07891150002166,VALINHOS,SP
43623792000163,07896056402751,GUARULHOS,SP
11507415000172,07896013100966,PAULISTA,PE
46025722000100,07896022204846,SUMARE,SP
84046101000193,07891080148880,SAO PAULO,SP
46344354000669,07891132005956,SAO PAULO,SP
76496702000170,07896045088881,ALMIRANTE TAMANDARE,PR
01851716000165,07896071025003,APARECIDA DE GOIANIA,GO
14998371000119,07896005286609,FORTALEZA,CE
56450877000139,07896042088242,SAO PAULO,SP
17467515000107,07896005806661,SANTA LUZIA,MG
07206816000115,07896205788057,FORTALEZA,CE
71841902000107,07898045701326,VISTA ALEGRE DO ALTO,SP
54360656000144,07891118015290,RIO DAS PEDRAS,SP
02286974000109,07896462300146,DIADEMA,SP
08369748000178,07898617580649,LAGARTO,SE
33040122000160,07896024723482,RIO DE JANEIRO,RJ
78099777000142,07896111423691,MEDIANEIRA,PR
01257995000133,07898080640833,CORUMBAIBA,GO
60620366000195,07896039713386,SAO PAULO,SP
08505736000123,07897664100039,SAO PAULO,SP
46025722000100,07896022203146,SUMARE,SP
22685341000180,07897534806207,UBERLANDIA,MG
13324184000197,07891999015723,SAO PAULO,SP
50955707000472,07896102589146,BARUERI,SP
02097007000107,07896262304351,VINHEDO,SP
43461789000190,07896098903926,AMPARO,SP
92697010000146,07891134003639,PORTO ALEGRE,RS
17467515000107,07896224800846,SANTA LUZIA,MG
04330736000189,07896181700128,SANTO ANTONIO DA PATRULHA,RS
47508411110504,07895000387113,SAO PAULO,SP
00588458000103,07897517207083,MONTE ALTO,SP
51723435000103,07896496917600,OSASCO,SP
22229207000175,07896021300082,MACHADO,MG
33040122000160,07896024779359,RIO DE JANEIRO,RJ
16849231000104,07896051127109,BELO HORIZONTE,MG
07206816000115,07891152305111,FORTALEZA,CE
33033028000184,07895800400142,CURITIBA,PR
10704112000187,07896108300226,MOSSORO,RN
22137853000102,07898919411979,GOIANIA,GO
01551272000142,07898031170037,RECIFE,PE
59403220000290,07897721411283,FORTALEZA,CE
60498706000157,07896036097885,SAO PAULO,SP
01773518000120,07898524346147,JANDIRA,SP
04319411000103,07898911020117,IPEUNA,SP
47508411110504,07895000475964,SAO PAULO,SP
33040122000160,07896024724373,RIO DE JANEIRO,RJ
66133430000190,07896396800149,SAO PAULO,SP
55630289000114,07896214532504,ITATIBA,SP
14049467000130,07896034625745,SAO PAULO,SP
79638524001800,07891089100254,CURITIBA,PR
23643315000152,07891025113478,SAO PAULO,SP
84046101000193,07891080147005,SAO PAULO,SP
22685341000180,07897534842489,UBERLANDIA,MG
45997418000153,00000078909052,RIO DE JANEIRO,RJ
60934551000588,07898409955020,SAO PAULO,SP
07814284000107,07896048282309,JUNDIAI,SP
61068276000104,07891150060500,VALINHOS,SP
16644245000191,07898962289037,ARAPIRACA,AL
62546387000133,07896292303706,MATAO,SP
22229207000175,07896021300044,MACHADO,MG
01708217000113,07898915949155,PETROPOLIS,RJ
58609751000190,07896573360510,TAUBATE,SP
03451117000180,07897626300071,JACINTO MACHADO,SC
31565104000177,07896341130277,SAO PAULO,SP
31565104000177,07892840143527,SAO PAULO,SP
07206816000115,07891152334081,FORTALEZA,CE
28053619000183,07891008209969,VILA VELHA,ES
35402759000185,07896002301077,SAO PAULO,SP
54516661003704,07891010568764,SAO JOSE DOS CAMPOS,SP
61087367000189,07896353301191,SAO PAULO,SP
03861512000130,07898286200862,ITAPORANGA D AJUDA,SE
62691043000118,07896066310923,DIADEMA,SP
33306929000445,07896014125340,RIO DE JANEIRO,RJ
15488031000100,07898933879021,CURITIBA,PR
02290277000121,07896018703643,SUZANO,SP
10782639000120,07896221600036,JABOATAO DOS GUARARAPES,PE
62461140000114,07891203059475,SAO PAULO,SP
06042467000180,07896058256222,CAMPINAS,SP
75784140000105,07896035911373,CIA NORTE,PR
61068276000104,07891150043251,VALINHOS,SP
12213443000140,07896481130106,ARAPIRACA,AL
09176063000178,07898928536106,AQUIRAZ,CE
60409075000152,07891000241356,SAO PAULO,SP
43461789000190,07896098900369,AMPARO,SP
06042467000180,07896058257298,CAMPINAS,SP
17467515000107,07896224802963,SANTA LUZIA,MG
48657860000129,07896193800199,VALINHOS,SP
61068276000104,07891150054608,VALINHOS,SP
43816719002402,07898024396529,SAO PAULO,SP
15579674000160,07898591453595,JUNDIAI,SP
59557124000115,07891035040535,SAO PAULO,SP
56012420000142,07896656801329,RIBEIRAO PRETO,SP
07814284000107,07896048283979,JUNDIAI,SP
91589507000188,07896348841787,NOVA PETROPOLIS,RS
87315834000174,07891330016815,ARROIO DO MEIO,RS
00063960000109,07891737974008,PORTO ALEGRE,RS
61068276000104,07891150042261,VALINHOS,SP
83310441000117,07891164018184,GUARULHOS,SP
04692027000143,07891318500015,CAMPINAS,SP
53512810000193,07896256080810,SAO JOSE DO RIO PRETO,SP
00382468002131,07891024174784,SAO BERNARDO DO CAMPO,SP
01394209000140,07897158714971,BRODOWSKI,SP
04892455000110,07896791902660,SETE LAGOAS,MG
61068276000104,07891150050327,VALINHOS,SP
07206816000115,07891152300369,FORTALEZA,CE
10483444000189,07898403781700,MORADA NOVA,CE
59557124000115,07891035040269,SAO PAULO,SP
05804728000190,07898904189104,TERRA ROXA,SP
01615814000101,07894000050539,SAO PAULO,SP
60409075000152,07891000027974,SAO PAULO,SP
61068276000104,07891150025301,VALINHOS,SP
14049467000130,07891097000119,SAO PAULO,SP
73410326000160,07897395001223,RIO DE JANEIRO,RJ
62000278000116,07896035700021,SAO PAULO,SP
01838723000127,07891515972035,Itajaí,SC
01307936000122,07898099394710,LEME,SP
16849231000104,07896051128175,BELO HORIZONTE,MG
00069957000194,07898152997117,CURITIBA,PR
47508411110504,07895000298372,SAO PAULO,SP
05975111000307,07896040706742,PAULINIA,SP
97191902000194,07896041173987,SAO SEBASTIAO DO CAI,RS
03431255000105,07898230710201,ITU,SP
07206816000115,07891152333114,FORTALEZA,CE
11701000000135,07897443410250,GARANHUNS,PE
61068276000104,07891150053687,VALINHOS,SP
04476996000167,07898909755533,SAO SEBASTIAO DO PARAISO,MG
61068276000104,07891150027329,VALINHOS,SP
05540409000114,07898957617777,CURITIBA,PR
62546387000133,07896292321236,MATAO,SP
07206816000115,07896213000035,FORTALEZA,CE
61068276000104,07891150051614,VALINHOS,SP
46842894000591,07898295301901,CANDIDO MOTA,SP
61068276000104,07891150056930,VALINHOS,SP
09641406000128,07896069571703,NEVES PAULISTA,SP
17010965000168,07898909999968,ITU,SP
06179494000108,07897518206641,MACAIBA,RN
60409075000152,07891000102299,SAO PAULO,SP
10808491000155,07896020801887,RECIFE,PE
22137853000102,07898919412112,GOIANIA,GO
01708217000113,07898915949285,PETROPOLIS,RJ
17159518000175,07896417202594,CONTAGEM,MG
25632183000199,07897256700555,UBERLANDIA,MG
60409075000152,07891000107720,SAO PAULO,SP
46948287000187,07896261401372,CATANDUVA,SP
60934551000588,07898409950681,SAO PAULO,SP
61193496000151,07891048050644,SAO PAULO,SP
60409075000152,07891000062760,SAO PAULO,SP
61087367000189,07896353301184,SAO PAULO,SP
06042467000180,07896058256451,CAMPINAS,SP
02419557000197,07898115900994,SAO PAULO,SP
81727414000119,07896283001727,CURITIBA,PR
05323300000125,07898045320237,SIMOES FILHO,BA
31565104000177,07894321823508,SAO PAULO,SP
60945169001037,07891079000441,IBIUNA,SP
15579674000160,07898279790400,JUNDIAI,SP
70940994000101,07891962048109,GUARULHOS,SP
01856022000110,07897042004881,UBERABA,MG
05207076000106,07896001215160,ANAPOLIS,GO
50221019000136,07896052603176,ITU,SP
29588019000182,07896336806613,TERESOPOLIS,RJ
81378721000131,07896362100327,TURVO,SC
09342379000192,07896085307058,MACEIO,AL
45997418000153,07894900660302,RIO DE JANEIRO,RJ
33033028000184,07893333733317,CURITIBA,PR
17467515000107,07896005800553,SANTA LUZIA,MG
45997418000153,07894900011609,RIO DE JANEIRO,RJ
77595395000228,07896275980078,MEDIANEIRA,PR
02176615000107,07898126403651,ALVINOPOLIS,MG
62546387000133,07896292300507,MATAO,SP
33040122000160,07896024744135,RIO DE JANEIRO,RJ
23643315000152,07891025112341,SAO PAULO,SP
21992946000151,07896259415350,LAGOA DA PRATA,MG
59557124000115,07891035800054,SAO PAULO,SP
23643315000152,07891025112891,SAO PAULO,SP
61068276000104,07891038009300,VALINHOS,SP
52034139000150,07896003705195,MARILIA,SP
84869593000117,07896272004722,SAO JOSE DOS PINHAIS,PR
01856022000110,07897042012800,UBERABA,MG
07175867000127,07898530841261,SAO PAULO,SP
62000278000116,07891021006095,SAO PAULO,SP
62078027000154,07896073907819,ATIBAIA,SP
01838723000127,07891515935542,Itajaí,SC
04833180000143,07898370100320,RECIFE,PE
14998371000119,07896005208182,FORTALEZA,CE
31565104000177,07894321841038,SAO PAULO,SP
07206816000115,07896205752362,FORTALEZA,CE
47508411110504,07895000474752,SAO PAULO,SP
14049467000130,07891097000881,SAO PAULO,SP
61193496000151,07891048036167,SAO PAULO,SP
08369748000178,07898932426271,LAGARTO,SE
43461789000190,07896098903742,AMPARO,SP
07206816000115,07896213000189,FORTALEZA,CE
35402759000185,07896002302197,SAO PAULO,SP
60409075000152,07891000118818,SAO PAULO,SP
00063960000109,07891737825423,PORTO ALEGRE,RS
61068276000104,07891150059429,VALINHOS,SP
76490184000187,07891098010476,RIO DE JANEIRO,RJ
02290277000121,07896018700659,SUZANO,SP
28053619000183,00000078939363,VILA VELHA,ES
00353155000101,07891772154182,DIADEMA,SP
15579674000160,07898591452734,JUNDIAI,SP
31565104000177,07892840813031,SAO PAULO,SP
82945932000171,07896011106441,SAO LOURENCO D'OESTE,SC
07496057000172,07898022210063,ARAPIRACA,AL
01838723000127,07893000090019,Itajaí,SC
07206816000115,07896213000677,FORTALEZA,CE
22137853000102,07898919412303,GOIANIA,GO
72077514000156,07896317104028,SAO JOSE DO RIO PRETO,SP
60409075000152,07891000530603,SAO PAULO,SP
00382468002131,07891024174180,SAO BERNARDO DO CAMPO,SP
10678481000223,07898930883205,SAO PAULO,SP
00104603000133,07896013540717,NOVA IGUACU,RJ
61068276000104,07891150058668,VALINHOS,SP
50564053000880,07891022852868,SAO BERNARDO DO CAMPO,SP
43461789000190,07896055500342,AMPARO,SP
21759758000188,07896902210325,DIVINOPOLIS,MG
77595395000228,07896275960605,MEDIANEIRA,PR
86046448000161,07891055814437,SAO BENTO DO SUL,SC
28053619000183,00000078932708,VILA VELHA,ES
17090600000190,07898954857558,MORENO,PE
02736595000173,07898905356192,MACEIO,AL
22137853000102,07898919411337,GOIANIA,GO
25759366000170,07897184000628,UBERLÂNDIA,MG
60409075000152,07891000071625,SAO PAULO,SP
79638524001800,07891089071738,CURITIBA,PR
01394209000140,07897158714681,BRODOWSKI,SP
02279324000489,07891167036888,SAO PAULO,SP
60498706000157,07896036090893,SAO PAULO,SP
68088392000126,07896240210056,SANTANA DE PARNAIBA,SP
16849231000104,07896051131069,BELO HORIZONTE,MG
03816532000190,07891528008592,SAO BERNARDO DO CAMPO,SP
61072716000199,07896028700939,SAO PAULO,SP
79638524001800,07891089436872,CURITIBA,PR
29737368001433,07896029027608,GUARAREMA,SP
43461789000190,07896098901519,AMPARO,SP
46025722000100,07896022205140,SUMARE,SP
46948287000187,07896261402409,CATANDUVA,SP
33247743000110,07896009419324,RIO DE JANEIRO,RJ
09991639000150,07897353900254,CARUARU,PE
12970570000193,17898029656533,ARAPIRACA,AL
17467515000107,07896224836135,SANTA LUZIA,MG
09426032000128,07896016608766,SAO PAULO,SP
07206816000115,07896085075063,FORTALEZA,CE
35402759000185,07896002302449,SAO PAULO,SP
17090600000190,07898954857459,MORENO,PE
46025722000100,07896022203733,SUMARE,SP
14049467000130,07891097000256,SAO PAULO,SP
07604556000136,07896000583321,RECIFE,PE
04892455000110,07896791970911,SETE LAGOAS,MG
23643315000152,07891025109082,SAO PAULO,SP
43928183000112,00000078900769,SAO PAULO,SP
59557124000115,07891035325601,SAO PAULO,SP
13324184000197,07891999009739,SAO PAULO,SP
22335392000182,07896434920570,CANAPOLIS,MG
07604556000136,07896005401323,RECIFE,PE
00382468002131,07891024035900,SAO BERNARDO DO CAMPO,SP
73410326000160,07898377660971,RIO DE JANEIRO,RJ
60945169001037,07891079013021,IBIUNA,SP
90586405000146,07897736409619,LAJEADO,RS
02176615000107,07898126408977,ALVINOPOLIS,MG
55223127000161,07896263501964,POTIRENDABA,SP
60498706000157,07896036093450,SAO PAULO,SP
82641986000143,07891031105238,BLUMENAU,SC
07526557000100,07891991014168,SAO PAULO,SP
02914460000150,07894904793082,SAO PAULO,SP
46025722000100,07896022205348,SUMARE,SP
06280351000180,07898114421544,CARIACICA,ES
01131570000183,17898605251695,JAGUARIUNA,SP
40568933000102,07897318507016,IBIRAPOA,BA
61586558000195,07891095030057,SAO PAULO,SP
14998371000119,07896005217023,FORTALEZA,CE
91589507000188,07896348844269,NOVA PETROPOLIS,RS
62691043000118,07896066301457,DIADEMA,SP
03485775000192,07896002110983,PIRASSUNUNGA,SP
01838723000127,07891515925086,Itajaí,SC
35044791000136,07897399610025,IPAUMIRIM,CE
70940994000101,07891962042213,GUARULHOS,SP
61193496000151,07891048014004,SAO PAULO,SP
01503284000100,07898027658853,GUARULHOS,SP
07175867000127,07898530841476,SAO PAULO,SP
05804728000190,07898904189760,TERRA ROXA,SP
43239672000167,07896436650079,AMERICANA,SP
47508411110504,07895000483501,SAO PAULO,SP
61068276000104,07891150062436,VALINHOS,SP
45997418000153,07894900530032,RIO DE JANEIRO,RJ
14049467000130,07891097000287,SAO PAULO,SP
62546387000133,07896292304215,MATAO,SP
01307936000122,07898099394536,LEME,SP
55630289000114,07896214532108,ITATIBA,SP
22266956000172,07899879300013,SAO PAULO,SP
61068276000104,07891150041424,VALINHOS,SP
17682600000180,07897773307640,SAO LOURENCO,MG
49882913000178,07897064810729,MARILIA,SP
07598255000147,07898950172167,SAO PAULO,SP
70940994000101,07891962051369,GUARULHOS,SP
16849231000104,07896051123859,BELO HORIZONTE,MG
46025722000100,07896022200350,SUMARE,SP
52034139000150,07896003706758,MARILIA,SP
61193496000151,07891048036914,SAO PAULO,SP
43461789000190,07896098903612,AMPARO,SP
09342379000192,07896085350153,MACEIO,AL
53135232000113,07896024807106,SAO PAULO,SP
60934551000588,07898409951701,SAO PAULO,SP
61586558000195,07891095301058,SAO PAULO,SP
07206816000115,07891152301168,FORTALEZA,CE
11983461000148,07890310111571,SERRA,ES
47508411110504,07895000453160,SAO PAULO,SP
61068276000104,07891150060838,VALINHOS,SP
50221019000136,07896052600236,ITU,SP
07526557000100,07891991009126,SAO PAULO,SP
61586558000195,07891095028276,SAO PAULO,SP
60945169001037,07891079011829,IBIUNA,SP
60409075000152,07891000259313,SAO PAULO,SP
00853238000160,07898902044269,PALESTINA,SP
45997418000153,07894900701753,RIO DE JANEIRO,RJ
07206816000115,07896264601410,FORTALEZA,CE
46025722000100,07896022200046,SUMARE,SP
01773117000170,07896369610461,CASTANHAL,PA
07206816000115,07891152501711,FORTALEZA,CE
46025722000100,07896022202415,SUMARE,SP
52034139000150,07896003737387,MARILIA,SP
14049467000130,07891097000010,SAO PAULO,SP
52123916000132,07896058503760,MARILIA,SP
94904133000136,07898070111596,BENTO GONCALVES,RS
73410326000160,07897395011123,RIO DE JANEIRO,RJ
60879467000185,07896200300025,SAO PAULO,SP
73410326000160,07897395020347,RIO DE JANEIRO,RJ
59557124000115,07891035502200,SAO PAULO,SP
54360656001701,07898142861602,CAMPINAS,SP
23643315000152,07891025112709,SAO PAULO,SP
79638524001800,07891089101206,CURITIBA,PR
33390527000129,07898234850125,SANTOS,SP
07496057000172,07898022210025,ARAPIRACA,AL
09426032000128,07896016600104,SAO PAULO,SP
62000278000116,07896348300376,SAO PAULO,SP
62162243000426,07896025800069,ITAQUAQUECETUBA,SP
05975111000307,07896040704632,PAULINIA,SP
61068276000104,07891150053922,VALINHOS,SP
54516661003704,07891010247409,SAO JOSE DOS CAMPOS,SP
59557124000115,07891035040900,SAO PAULO,SP
22137853000102,07891182016520,GOIANIA,GO
11507415000172,07896013105886,PAULISTA,PE
72077514000156,07896317100648,SAO JOSE DO RIO PRETO,SP
23643315000152,07891025102540,SAO PAULO,SP
01551272000142,07898031171584,RECIFE,PE
06042467000180,07896058252262,CAMPINAS,SP
47508411110504,07895000474639,SAO PAULO,SP
61068276000104,07891150060968,VALINHOS,SP
50706019000126,07896010000375,SOROCABA,SP
61193496000151,07891048046081,SAO PAULO,SP
62162243000426,07896025801080,ITAQUAQUECETUBA,SP
17159518000175,07896417204772,CONTAGEM,MG
22137853000102,07898919411993,GOIANIA,GO
61193496000151,07891048014073,SAO PAULO,SP
45256997000183,07896336007294,RIBEIRAO PRETO,SP
55572044000188,07896279114783,SAO PAULO,SP
60945169001037,07891079012581,IBIUNA,SP
33122466000119,07894650179017,RIO DE JANEIRO,RJ
07206816000115,07891152321050,FORTALEZA,CE
01551272000142,07898366932768,RECIFE,PE
61068276000104,07891150005372,VALINHOS,SP
15062398000168,07898951704237,CONTAGEM,MG
14049467000130,07891097000607,SAO PAULO,SP
45997418000153,07894900061512,RIO DE JANEIRO,RJ
07175867000127,07898530841926,SAO PAULO,SP
72747256000178,07896908300082,SAO PAULO,SP
52034139000150,07896003703207,MARILIA,SP
47038344000153,07896622712666,SERTAOZINHO,SP
45997418000153,07894900011753,RIO DE JANEIRO,RJ
07526557000100,07891149107476,SAO PAULO,SP
60409075000152,07891000104101,SAO PAULO,SP
76490184000187,07891098001504,RIO DE JANEIRO,RJ
46025722000100,07896022202811,SUMARE,SP
84869593000117,07896272004203,SAO JOSE DOS PINHAIS,PR
84869593000117,07896272005729,SAO JOSE DOS PINHAIS,PR
31565104000177,07894321249612,SAO PAULO,SP
47508411110504,07895000466702,SAO PAULO,SP
04429377000111,07899970400070,SAO PAULO,SP
00700155000130,07898028010100,CATANDUVA,SP
52123916000132,07896058504217,MARILIA,SP
61105722000103,07896049528604,SAO PAULO,SP
84046101000193,07891080803673,SAO PAULO,SP
33306929000798,07899026487185,SAO PAULO,SP
61068276000104,07891150026834,VALINHOS,SP
15579674000160,07898591455025,JUNDIAI,SP
00382468002131,07891024033067,SAO BERNARDO DO CAMPO,SP
00104603000133,07896013565017,NOVA IGUACU,RJ
52123916000132,07896058500738,MARILIA,SP
73410326000160,07897395010164,RIO DE JANEIRO,RJ
13324184000197,07891999014757,SAO PAULO,SP
55223127000161,07896263500035,POTIRENDABA,SP
10808491000155,07896020800859,RECIFE,PE
61193496000151,07891048044469,SAO PAULO,SP
15579674000160,07898279790431,JUNDIAI,SP
44433738000118,07897829604556,BIRIGUI,SP
08811556000170,07896087200487,CAMPINA GRANDE,PB
33040122000160,07896024724533,RIO DE JANEIRO,RJ
07496057000172,07898022210209,ARAPIRACA,AL
22685341000180,07897534800717,UBERLANDIA,MG
07814284000107,07896048282330,JUNDIAI,SP
47508411110504,07895000341818,SAO PAULO,SP
82015652000164,07896292002708,MARIALVA,PR
00063960000109,07891737767389,PORTO ALEGRE,RS
04892455000110,07896791902646,SETE LAGOAS,MG
81727414000119,07896283001291,CURITIBA,PR
76490184000187,07891098000392,RIO DE JANEIRO,RJ
61586558000195,07891095007981,SAO PAULO,SP
01503284000100,07898027656583,GUARULHOS,SP
02333707000145,07896089029482,JUNDIAI,SP
58128190000107,07891018003175,ARACAIGUAMA,SP
33122466000119,07894650171011,RIO DE JANEIRO,RJ
82945932000171,07896011108025,SAO LOURENCO D'OESTE,SC
87547188000170,07891141022814,BENTO GONCALVES,RS
78099777000142,07896111425824,MEDIANEIRA,PR
03861512000130,07898286200022,ITAPORANGA D AJUDA,SE
84046101000193,07891080149399,SAO PAULO,SP
