cnpj,gtin,city,state
23643315000152,07891025115397,SAO PAULO,SP
50955707000472,07896102501018,BARUERI,SP
87456562001870,07893500090847,PELOTAS,RS
03861512000130,07898286200176,ITAPORANGA D AJUDA,SE
04827795000167,07898137931884,MONTE MOR,SP
43928183000112,07896060037512,SAO PAULO,SP
45997418000153,07894900038392,RIO DE JANEIRO,RJ
64904295000103,07896006714019,SAO PAULO,SP
62168679000180,07896050403365,SAO PAULO,SP
00063960000109,07891737766825,PORTO ALEGRE,RS
47038344000153,07896622711119,SERTAOZINHO,SP
43816719002402,07898024397120,SAO PAULO,SP
33040122000160,07896024787453,RIO DE JANEIRO,RJ
70940994000101,07891962037431,GUARULHOS,SP
29588019000182,07896336802240,TERESOPOLIS,RJ
08192116000181,07898553442940,SAO PAULO,SP
04892455000110,07896791902790,SETE LAGOAS,MG
61068276000104,07891150053755,VALINHOS,SP
07604556000136,07896000556066,RECIFE,PE
56851355000149,07896085870996,SAO BERNARDO DO CAMPO,SP
23643315000152,07891025109464,SAO PAULO,SP
33033028000184,07895800116500,CURITIBA,PR
06042467000180,07896058204988,CAMPINAS,SP
28053619000183,07891008270570,VILA VELHA,ES
21072669000169,07898629570683,BAURU,SP
61586558000195,07891095023233,SAO PAULO,SP
47508411110504,07895000472147,SAO PAULO,SP
61586558000195,07891095001378,SAO PAULO,SP
09426032000128,07896016601835,SAO PAULO,SP
07206816000115,07896205744251,FORTALEZA,CE
21326756000103,07896629643031,ITUIUTABA,MG
70940994000101,07891962008387,GUARULHOS,SP
61075099000185,07896237900113,SAO PAULO,SP
03399149000183,07898928927317,FORTALEZA,CE
81727414000119,07896283000911,CURITIBA,PR
62461140000114,07891203055279,SAO PAULO,SP
08505736000123,07891176113044,SAO PAULO,SP
84869593000117,07896272004227,SAO JOSE DOS PINHAIS,PR
61193496000151,07891048014219,SAO PAULO,SP
01307936000122,07898099394789,LEME,SP
02419557000197,07898115900192,SAO PAULO,SP
01131570000183,07898605250370,JAGUARIUNA,SP
47508411110504,07895000453153,SAO PAULO,SP
00382468002131,07891024037126,SAO BERNARDO DO CAMPO,SP
01125487000100,07897938904134,MARINGA,PR
61068276000104,07891150047297,VALINHOS,SP
02333707000145,07898373582505,JUNDIAI,SP
00382468002131,07891024039885,SAO BERNARDO DO CAMPO,SP
61068276000104,07891150041332,VALINHOS,SP
60934551000588,07898409951084,SAO PAULO,SP
51665073000133,07896286619189,RIBEIRAO PRETO,SP
29737368001433,07896029027233,GUARAREMA,SP
62546387000133,07896292360433,MATAO,SP
60409075000152,07891000243558,SAO PAULO,SP
61586558000195,07891095100293,SAO PAULO,SP
01851716000165,07896071001632,APARECIDA DE GOIANIA,GO
01773518000120,07898623951952,JANDIRA,SP
61155511000177,07891965612970,SAO PAULO,SP
62461140000114,07891203057532,SAO PAULO,SP
47508411110504,07895000320509,SAO PAULO,SP
60409075000152,07891000101636,SAO PAULO,SP
52034139000150,07896003703719,MARILIA,SP
61193496000151,07891048051085,SAO PAULO,SP
02333707000145,07892222500023,JUNDIAI,SP
14049467000130,07898955617397,SAO PAULO,SP
22229207000175,07896021300389,MACHADO,MG
47508411110504,07895000484669,SAO PAULO,SP
05975111000137,07898085944875,PAULINIA,SP
15488031000100,07898933879946,CURITIBA,PR
35402759000185,07896002301640,SAO PAULO,SP
02914460000150,07894904727476,SAO PAULO,SP
54516661003704,07891010244842,SAO JOSE DOS CAMPOS,SP
47081427000125,07896238100789,CATANDUVA,SP
34317917000136,07898606180799,ITABUNA,BA
06042467000180,07896058256475,CAMPINAS,SP
47508411110504,07895000474585,SAO PAULO,SP
01503284000100,07898027656620,GUARULHOS,SP
73225880000178,07892125760579,LUIZ ALVES,SC
61068276000104,07891150037342,VALINHOS,SP
61068276000104,07891150051553,VALINHOS,SP
50221019000136,07896052603497,ITU,SP
05323300000125,07898045320800,SIMOES FILHO,BA
03822667000168,07898378180010,ESTANCIA,SE
60409075000152,07891000001080,SAO PAULO,SP
61193496000151,07891048038482,SAO PAULO,SP
45997418000153,07894900093056,RIO DE JANEIRO,RJ
13324184000197,07891999011367,SAO PAULO,SP
31565104000177,07892840812416,SAO PAULO,SP
45997418000153,07894900911596,RIO DE JANEIRO,RJ
54360656001701,07898142862869,CAMPINAS,SP
61193496000151,07891048070123,SAO PAULO,SP
05207076000106,07896001272736,ANAPOLIS,GO
60945169001037,07891079001547,IBIUNA,SP
61068276000104,07891150057296,VALINHOS,SP
43816719002402,07898024395867,SAO PAULO,SP
84432111000167,07896038312191,JARAGUA DO SUL,SC
45997418000153,00000078938977,RIO DE JANEIRO,RJ
54470430000104,07896025525115,COTIA,SP
04330736000189,07896181710233,SANTO ANTONIO DA PATRULHA,RS
00382468002131,07891024037584,SAO BERNARDO DO CAMPO,SP
47508411110504,07895000334476,SAO PAULO,SP
22229207000175,07896021300693,MACHADO,MG
61586558000195,07891095023103,SAO PAULO,SP
07526557000100,07891149200344,SAO PAULO,SP
08935629000135,07896235800040,BEZERROS,PE
12651076000166,07898994092230,ARAPIRACA,AL
92697010000146,07891134004339,PORTO ALEGRE,RS
22137853000102,07898919411429,GOIANIA,GO
62691043000118,07896066317595,DIADEMA,SP
61586558000195,07891095830671,SAO PAULO,SP
47508411110504,07895000343836,SAO PAULO,SP
14049467000130,07896034668377,SAO PAULO,SP
61068276000104,07891150041646,VALINHOS,SP
02338823000157,07898192032656,SAO PAULO,SP
19900000000176,07896045505319,JACAREI,SP
74222563000160,07897751900351,MONTE MOR,SP
62676002000152,07896010171266,SAO PAULO,SP
83067942000114,07897172500116,TURVO,SC
50564053000880,07891022848076,SAO BERNARDO DO CAMPO,SP
02333707000145,07896089089820,JUNDIAI,SP
76490184000187,07891098040183,RIO DE JANEIRO,RJ
50590553000110,07896013400172,TABOAO DA SERRA,SP
35402759000185,07896002303262,SAO PAULO,SP
02333707000145,07896089012118,JUNDIAI,SP
46025722000100,07896022203719,SUMARE,SP
61068276000104,07891150041431,VALINHOS,SP
61068276000104,07891150038530,VALINHOS,SP
71841902000107,07898045700459,VISTA ALEGRE DO ALTO,SP
05367102000163,07898933034086,SAO PAULO,SP
61193496000151,07891048038062,SAO PAULO,SP
22229207000175,07896021300402,MACHADO,MG
05540409000114,07898957617623,CURITIBA,PR
17467515000107,07896005805138,SANTA LUZIA,MG
23643315000152,07891025109686,SAO PAULO,SP
02089969000106,07898215152873,BELA VISTA DE GOIAS,GO
46025722000100,07896022203559,SUMARE,SP
00063960000109,07891737243456,PORTO ALEGRE,RS
61075099000185,07896237900489,SAO PAULO,SP
04827795000167,07898137930771,MONTE MOR,SP
13324184000197,07891999010735,SAO PAULO,SP
04429377000111,07898292888993,SAO PAULO,SP
11983461000148,07890310130817,SERRA,ES
60409075000152,07891000062722,SAO PAULO,SP
17467515000107,07896005805473,SANTA LUZIA,MG
05540409000114,07898957617074,CURITIBA,PR
02089969000106,07898215152224,BELA VISTA DE GOIAS,GO
41465725000132,07896654100066,MARACANAU,CE
54360656001701,07898142859180,CAMPINAS,SP
46025722000100,07896022200022,SUMARE,SP
45997418000153,07894900583700,RIO DE JANEIRO,RJ
00382468002131,07891024029046,SAO BERNARDO DO CAMPO,SP
35402759000185,07896002364768,SAO PAULO,SP
22229207000175,07896021303106,MACHADO,MG
64904295000103,17896006701559,SAO PAULO,SP
00104603000133,07896013563068,NOVA IGUACU,RJ
07206816000115,07891152222456,FORTALEZA,CE
31565104000177,07892840141417,SAO PAULO,SP
07496057000172,07898022210032,ARAPIRACA,AL
02097007000107,07896262304313,VINHEDO,SP
09276452000175,07898902735020,ARAPIRACA,AL
04078748000168,07898312300412,ARARAQUARA,SP
45997418000153,07894900050394,RIO DE JANEIRO,RJ
61068276000104,07891037010048,SAO PAULO,SP
22229207000175,07896021314317,MACHADO,MG
16849231000104,07896051122876,BELO HORIZONTE,MG
54360656000144,07891118013906,RIO DAS PEDRAS,SP
43461789000190,07896098902752,AMPARO,SP
17294309000134,07898595660333,BLUMENAU,SC
07206816000115,07896085076121,FORTALEZA,CE
04319411000103,07898911020391,IPEUNA,SP
02116946000143,07898906717046,FEIRA DE SANTANA,BA
16849231000104,07896051146308,BELO HORIZONTE,MG
21326756000103,07896629642195,ITUIUTABA,MG
08875424000101,07899389700877,FORQUILHINHA,SC
87315834000174,07898423410451,ARROIO DO MEIO,RS
61068276000104,07891150001077,VALINHOS,SP
12285276000142,07896004400075,MACEIO,AL
55223127000161,07896263500431,POTIRENDABA,SP
61365557000110,07896331100884,SAO SEBASTIAO DO PARAISO,MG
31565104000177,07894321711171,SAO PAULO,SP
16849231000104,07896051130079,BELO HORIZONTE,MG
46344354000669,07891132019274,SAO PAULO,SP
55335939000280,07896181501992,PRESIDENTE PRUDENTE,SP
70940994000101,07891962047560,GUARULHOS,SP
87315834000174,07891330016334,ARROIO DO MEIO,RS
07880049000125,07896653703350,FRANCA,SP
46025722000100,07896022201906,SUMARE,SP
60498706000157,07896036094211,SAO PAULO,SP
31565104000177,07892840268640,SAO PAULO,SP
94261534000115,07896451907844,LAJEADO,RS
28053619000183,07891008127409,VILA VELHA,ES
56012420000142,07896656800964,RIBEIRAO PRETO,SP
61068276000104,07891150044487,VALINHOS,SP
11507415000172,07896013197591,PAULISTA,PE
11507415000172,07896013103585,PAULISTA,PE
88621586000152,07896029220627,SAO MARCOS,RS
11509834000143,07898953416022,MARECHAL DEODORO,AL
16849231000104,07896051140405,BELO HORIZONTE,MG
81727414000119,07896283001758,CURITIBA,PR
08505736000123,07897664171398,SAO PAULO,SP
02176615000107,07898126400254,ALVINOPOLIS,MG
87675518000103,07896047200458,BAGE,RS
54360656001701,07898142862487,CAMPINAS,SP
52034139000150,07896003703047,MARILIA,SP
02195380000192,07898951850132,SAO PAULO,SP
08369748000178,07898932426042,LAGARTO,SE
05207076000106,07896001210196,ANAPOLIS,GO
10451845000157,07898958074708,RIO DE JANEIRO,RJ
14998371000119,07896005206539,FORTALEZA,CE
61105722000103,07896049528406,SAO PAULO,SP
46278537000119,07896115703669,OSASCO,SP
33306929000798,07899026458949,SAO PAULO,SP
46025722000100,07896022204525,SUMARE,SP
12213443000140,07896481130809,ARAPIRACA,AL
03116028000187,07896775179545,SANTO ANTONIO DA PATRULHA,RS
10844041000118,07896006801719,JABOATAO DOS GUARARAPES,PE
02120411000146,07898095297749,GUARULHOS,SP
30153506000100,07896000726360,NOVA IGUACU,RJ
61068276000104,07891150060555,VALINHOS,SP
17159518000175,07896417204604,CONTAGEM,MG
07526557000100,07891149200504,SAO PAULO,SP
07206816000115,07891152222142,FORTALEZA,CE
50564053000880,07891022853155,SAO BERNARDO DO CAMPO,SP
51665073000133,07896286614917,RIBEIRAO PRETO,SP
33306929000445,07898587774277,RIO DE JANEIRO,RJ
00588458000103,07897517206116,MONTE ALTO,SP
55261853000179,07896037514831,LINS,SP
01773518000120,07898623950856,JANDIRA,SP
07206816000115,07891152300734,FORTALEZA,CE
61068276000104,07891150001954,VALINHOS,SP
02097007000107,07895144603148,VINHEDO,SP
02419557000197,07898115901793,SAO PAULO,SP
05064850000177,07898380260557,ARAPONGAS,PR
14998371000119,07896005262269,FORTALEZA,CE
23313184000145,07898950338068,BARUERI,SP
05975111000307,07896040706728,PAULINIA,SP
14998371000119,07896005272022,FORTALEZA,CE
09342379000192,07896085393563,MACEIO,AL
22137853000102,07898919411283,GOIANIA,GO
11507415000172,07896013104841,PAULISTA,PE
11507415000172,07896013106548,PAULISTA,PE
23643315000152,07891025102526,SAO PAULO,SP
02419557000197,07898115900154,SAO PAULO,SP
47508411110504,07895000381968,SAO PAULO,SP
05804728000190,07898904189036,TERRA ROXA,SP
62546387000133,07896292303157,MATAO,SP
08841296000185,07898960357073,COTIPORA,RS
87547188000170,07891141023910,BENTO GONCALVES,RS
33856394001709,07891050004208,SAO PAULO,SP
05287946000102,07898901043010,SAO PAULO,SP
19273747000141,07896010400755,GOVERNADOR VALADARES,MG
35402759000185,07896002303415,SAO PAULO,SP
54516661003704,07891010244637,SAO JOSE DOS CAMPOS,SP
05540409000114,07898957617265,CURITIBA,PR
60409075000152,07891000113394,SAO PAULO,SP
60934551000588,07898409950742,SAO PAULO,SP
09342379000192,07896085393532,MACEIO,AL
07206816000115,07896213000455,FORTALEZA,CE
00382468002131,07891024174210,SAO BERNARDO DO CAMPO,SP
43461789000190,07896098900604,AMPARO,SP
45997418000153,07894900031515,RIO DE JANEIRO,RJ
50706019000126,07896010004007,SOROCABA,SP
43461789000190,07896098903827,AMPARO,SP
47508411110504,07895000343690,SAO PAULO,SP
15488031000100,07898933879434,CURITIBA,PR
61068276000104,07891150057920,VALINHOS,SP
16849231000104,07896051146414,BELO HORIZONTE,MG
35402759000185,07896002301633,SAO PAULO,SP
13324184000197,07891999015709,SAO PAULO,SP
21072669000169,07898629570263,BAURU,SP
08811226001903,07891091012026,CABEDELO,PB
30224372000162,07897510300477,NOVA IGUACU,RJ
60409075000152,07891000250150,SAO PAULO,SP
11507415000172,07896013104506,PAULISTA,PE
76490184000187,07891098010544,RIO DE JANEIRO,RJ
61068276000104,07891150055643,VALINHOS,SP
61068276000104,07891150061453,VALINHOS,SP
22137853000102,07898919411955,GOIANIA,GO
07358761004075,07891738023705,SAO PAULO,SP
05975111000307,07896040706872,PAULINIA,SP
07206816000115,07896213002374,FORTALEZA,CE
03956345000101,07898293493936,UBERLANDIA,MG
01125487000100,07897938903229,MARINGA,PR
54360656001701,07898142862845,CAMPINAS,SP
07634785000101,07896510100247,MARANGUAPE,CE
07206816000115,07891152501537,FORTALEZA,CE
59557124000115,07891035050602,SAO PAULO,SP
13498794000107,07898650431151,PORTO ALEGRE,RS
06042467000180,07896058254051,CAMPINAS,SP
45997418000153,07894900053630,RIO DE JANEIRO,RJ
87315834000174,07891110451027,ARROIO DO MEIO,RS
43461789000190,07896098901052,AMPARO,SP
61068276000104,07891150016736,VALINHOS,SP
17159518000175,07896417211053,CONTAGEM,MG
60934551000588,07898409950865,SAO PAULO,SP
60409075000152,07891000261163,SAO PAULO,SP
17467515000107,07896005802632,SANTA LUZIA,MG
46025722000100,07896022204648,SUMARE,SP
60945169001037,07891079000465,IBIUNA,SP
70940994000101,07891962053738,GUARULHOS,SP
55630289000114,07896214532962,ITATIBA,SP
50955707000472,07896102593037,BARUERI,SP
00382468002131,07891024034163,SAO BERNARDO DO CAMPO,SP
54516661003704,07891010877620,SAO JOSE DOS CAMPOS,SP
07526557000100,07891149010592,SAO PAULO,SP
73697666000114,07897185008050,ALMIRANTE TAMANDARE,PR
07206816000115,07896085051975,FORTALEZA,CE
47038344000153,07896622711102,SERTAOZINHO,SP
15579674000160,07898279790639,JUNDIAI,SP
02736595000173,07898596080451,MACEIO,AL
47508411110504,07895000360949,SAO PAULO,SP
08811226001903,07891091066067,CABEDELO,PB
01773117000170,07896369610485,CASTANHAL,PA
05919420000190,07896179501171,PACAJUS,CE
28053619000183,07891008109863,VILA VELHA,ES
17467515000107,07896224800624,SANTA LUZIA,MG
61354148000119,00000078911000,GUARULHOS,SP
31565104000177,07896341130253,SAO PAULO,SP
87315834000174,07891330016402,ARROIO DO MEIO,RS
11507415000172,07896013104094,PAULISTA,PE
55630289000114,07896214500053,ITATIBA,SP
70940994000101,07891962037011,GUARULHOS,SP
04833180000143,07898370100016,RECIFE,PE
07526557000100,07891991002189,SAO PAULO,SP
47508411110504,07895000329670,SAO PAULO,SP
60498706000157,07896036094983,SAO PAULO,SP
84432111000167,07896038350056,JARAGUA DO SUL,SC
34317917000136,07898606180553,ITABUNA,BA
49830136000118,07896056100084,SAO PAULO,SP
61586558000195,07891095154036,SAO PAULO,SP
61193496000151,07891048062555,SAO PAULO,SP
61068276000104,07891150039957,VALINHOS,SP
33122466000119,07894650002735,RIO DE JANEIRO,RJ
60409075000152,07891000243121,SAO PAULO,SP
07206816000115,07896205788040,FORTALEZA,CE
60409075000152,07891000072998,SAO PAULO,SP
22229207000175,07896021313051,MACHADO,MG
03512483000100,07898247311552,MAIRINQUE,SP
33033028000184,07895800430002,CURITIBA,PR
61586558000195,07891095150472,SAO PAULO,SP
07526557000100,07891149104123,SAO PAULO,SP
16849231000104,07896051146100,BELO HORIZONTE,MG
07206816000115,07891152300956,FORTALEZA,CE
61193496000151,07891048040065,SAO PAULO,SP
28053619000183,07891008165272,VILA VELHA,ES
79638524001800,07891089070106,CURITIBA,PR
23643315000152,07891025109693,SAO PAULO,SP
61362182000135,07896020159353,GUARULHOS,SP
07206816000115,07896213000462,FORTALEZA,CE
43623792000163,07896056401549,GUARULHOS,SP
61586558000195,07891095013814,SAO PAULO,SP
07526557000100,07891149107797,SAO PAULO,SP
05108918000172,07899943703511,SAO PAULO,SP
07526557000100,07891991013000,SAO PAULO,SP
10483444000189,07898403780680,MORADA NOVA,CE
02097007000107,07896262304306,VINHEDO,SP
09342379000192,07896085307010,MACEIO,AL
46070868003699,07891268400229,ITAPEVI,SP
00382468002131,07891024134702,SAO BERNARDO DO CAMPO,SP
45997418000153,07894900093292,RIO DE JANEIRO,RJ
61068276000104,07891150014138,VALINHOS,SP
23643315000152,07891025112143,SAO PAULO,SP
46842894000591,07898295301369,CANDIDO MOTA,SP
01838723000127,07893000005945,Itajaí,SC
07526557000100,07891991012096,SAO PAULO,SP
33040122000160,07896024770219,RIO DE JANEIRO,RJ
59557124000115,07891035800221,SAO PAULO,SP
07526557000100,07891149108473,SAO PAULO,SP
34317917000136,07898606180744,ITABUNA,BA
76490184000187,07891098010520,RIO DE JANEIRO,RJ
08505736000123,07897664171404,SAO PAULO,SP
70940994000101,07891962050942,GUARULHOS,SP
61105722000103,07896049528512,SAO PAULO,SP
61068276000104,07891150063525,VALINHOS,SP
08841296000185,07898960357110,COTIPORA,RS
00382468002131,07891024174630,SAO BERNARDO DO CAMPO,SP
04892455000110,07896791902394,SETE LAGOAS,MG
61365557000110,07896331100914,SAO SEBASTIAO DO PARAISO,MG
60409075000152,07891000278888,SAO PAULO,SP
00588458000103,07897517208523,MONTE ALTO,SP
25759366000170,07897184000116,UBERLÂNDIA,MG
12623340000158,07898945186612,ATIBAIA,SP
08811226001903,07891091017212,CABEDELO,PB
46842894000591,07898295300812,CANDIDO MOTA,SP
61068276000104,07891150044906,VALINHOS,SP
61193496000151,07891048063101,SAO PAULO,SP
61193496000151,07891048000427,SAO PAULO,SP
61068276000104,07891150037441,VALINHOS,SP
10483444000189,07898403782073,MORADA NOVA,CE
22137853000102,07891350032123,GOIANIA,GO
79638524001800,07891089064723,CURITIBA,PR
02279324000489,07891167014015,SAO PAULO,SP
24353832000150,07898937864061,JUNDIAI,SP
02924249000119,07896253401151,ANAPOLIS,GO
02932074000191,07891104393104,SAO PAULO,SP
60409075000152,07891000244944,SAO PAULO,SP
12970570000193,07898029650831,ARAPIRACA,AL
01257995000133,07898080641533,CORUMBAIBA,GO
24353832000150,07898937864047,JUNDIAI,SP
60409075000152,07891000053508,SAO PAULO,SP
14998371000119,07896005277492,FORTALEZA,CE
70940994000101,07891962008325,GUARULHOS,SP
65979973000160,07896048705952,BRAGANCA PAULISTA,SP
29588019000182,07896336807078,TERESOPOLIS,RJ
46025722000100,07896022201302,SUMARE,SP
13324184000197,07891999002662,SAO PAULO,SP
60945169001037,07891079011485,IBIUNA,SP
07604556000136,07896000594198,RECIFE,PE
10483444000189,07898403782059,MORADA NOVA,CE
47508411110504,07895000296422,SAO PAULO,SP
77595395000228,07896275981150,MEDIANEIRA,PR
06042467000180,07896058257267,CAMPINAS,SP
03522858000104,07898301960665,ARACAJU,SE
14049467000130,07891097000799,SAO PAULO,SP
30153506000100,07896000724571,NOVA IGUACU,RJ
01838723000127,07893000394209,Itajaí,SC
01133434000122,07898000050063,MOGI DAS CRUZES,SP
05771868000109,07898903594480,MANDAGUACU,PR
08811226001903,07891091011647,CABEDELO,PB
02089969000106,07898215152729,BELA VISTA DE GOIAS,GO
02089969000106,07898215152170,BELA VISTA DE GOIAS,GO
00382468002131,07891024028353,SAO BERNARDO DO CAMPO,SP
03116028000187,07896775179187,SANTO ANTONIO DA PATRULHA,RS
49882913000178,07897064810774,MARILIA,SP
08726429000172,07898922974478,UBERLANDIA,MG
02279324000489,07891167022065,SAO PAULO,SP
25759366000170,07897184000710,UBERLÂNDIA,MG
43461789000190,07896098903834,AMPARO,SP
45997418000153,07894900025019,RIO DE JANEIRO,RJ
51377935000122,07896070152090,LEME,SP
59557124000115,07891035040702,SAO PAULO,SP
64904295000103,47896006711313,SAO PAULO,SP
35402759000185,07896002301787,SAO PAULO,SP
00069957000194,07898152991559,CURITIBA,PR
04770484000109,07898123120025,JUAZEIRO DO NORTE,CE
60409075000152,07891000089279,SAO PAULO,SP
17467515000107,07896490290730,SANTA LUZIA,MG
45543915000181,07891103081088,SAO PAULO,SP
60409075000152,07891000065389,SAO PAULO,SP
00153705000149,07893753299646,SAO PAULO,SP
07757005000617,07898205923940,LAVRAS,MG
00104603000133,07896013544159,NOVA IGUACU,RJ
46344354000669,07891132009084,SAO PAULO,SP
61193496000151,07891048049730,SAO PAULO,SP
12213443000140,07896481170102,ARAPIRACA,AL
61068276000104,07891038611701,VALINHOS,SP
08811226001903,07891091016017,CABEDELO,PB
54516661003704,07891010244613,SAO JOSE DOS CAMPOS,SP
01708217000113,07898915949254,PETROPOLIS,RJ
13444270000133,07898568810239,PALMAS,PR
73410326000160,07897395099329,RIO DE JANEIRO,RJ
47508411110504,07895000343829,SAO PAULO,SP
06917470000109,07896244810030,FORTALEZA,CE
61068276000104,07891150062443,VALINHOS,SP
59557124000115,07891035051326,SAO PAULO,SP
61586558000195,07891095029600,SAO PAULO,SP
12285276000142,07896004402840,MACEIO,AL
70940994000101,07891962032450,GUARULHOS,SP
62162243000426,07896025802889,ITAQUAQUECETUBA,SP
06015530000190,07898130771067,GOIANA,PE
54516661003704,07891010917814,SAO JOSE DOS CAMPOS,SP
76125244000162,07896232115727,ARAPONGAS,PR
61068276000104,07891150042285,VALINHOS,SP
61068276000104,07891150051928,VALINHOS,SP
14998371000119,07896005276723,FORTALEZA,CE
10483444000189,07898403780062,MORADA NOVA,CE
61068276000104,07891150061477,VALINHOS,SP
35402759000185,07896002362436,SAO PAULO,SP
29737368003487,07896003968408,GUARAREMA,SP
61193496000151,07891048040089,SAO PAULO,SP
92215763000178,07896012303900,PELOTAS,RS
54516661003704,07891010880583,SAO JOSE DOS CAMPOS,SP
07206816000115,07891152315035,FORTALEZA,CE
00441885000164,07897173098940,JANDIRA,SP
94904133000136,07898070110971,BENTO GONCALVES,RS
14049467000130,07896034680126,SAO PAULO,SP
70940994000101,07891962039633,GUARULHOS,SP
16849231000104,07896051128052,BELO HORIZONTE,MG
07206816000115,07891152213010,FORTALEZA,CE
50955707000472,07896102584103,BARUERI,SP
19199510000168,07898557010084,SAO PAULO,SP
07526557000100,07891149107704,SAO PAULO,SP
22135959000177,07897076022295,LUZ,MG
16849231000104,07896051121251,BELO HORIZONTE,MG
61724241000178,07898075641166,SANTANA DE PARNAIBA,SP
22685341000180,07897534800700,UBERLANDIA,MG
62546387000133,07896292302679,MATAO,SP
45985371000108,07891040222476,SUMARE,SP
02290277000121,07896018703674,SUZANO,SP
60409075000152,07891000029329,SAO PAULO,SP
43461789000190,07896055500328,AMPARO,SP
55885321000102,07896030520013,SAO PAULO,SP
03822667000168,07898378180034,ESTANCIA,SE
01703285000190,07896078304118,JUNDIAI,SP
54516661003704,07891010246846,SAO JOSE DOS CAMPOS,SP
08142803000192,07896183202200,São Paulo,SP
61155511000177,07891965516988,SAO PAULO,SP
02419557000197,07898115900017,SAO PAULO,SP
55572044000188,07896279100878,SAO PAULO,SP
03116028000187,07896775102383,SANTO ANTONIO DA PATRULHA,RS
60409075000152,00000078936171,SAO PAULO,SP
22226696000101,07898958547059,GARIBALDI,RS
07526557000100,07891149108152,SAO PAULO,SP
50221019000136,07896052606726,ITU,SP
01856022000110,07897042012473,UBERABA,MG
08811226001903,07891091021066,CABEDELO,PB
11507415000172,07896013102052,PAULISTA,PE
61193496000151,07891048038031,SAO PAULO,SP
61068276000104,07891150017382,VALINHOS,SP
47508411110504,07895000485376,SAO PAULO,SP
02089969000106,07898215152880,BELA VISTA DE GOIAS,GO
79863569003822,07898525450072,SAO JOAO,PR
52034139000150,07896003703177,MARILIA,SP
13324184000197,07891999470201,SAO PAULO,SP
08811556000170,07896087200074,CAMPINA GRANDE,PB
13423976000119,07898951721579,RIBEIRAO PRETO,SP
16849231000104,07896051128397,BELO HORIZONTE,MG
61193496000151,07891048067178,SAO PAULO,SP
84046101000193,07891080147333,SAO PAULO,SP
70940994000101,07891962039640,GUARULHOS,SP
16849231000104,07896051145233,BELO HORIZONTE,MG
02948769000161,07898917072974,ITUPEVA,SP
22137853000102,07891182016636,GOIANIA,GO
51723435000103,07896496917723,OSASCO,SP
46025722000100,07896022205508,SUMARE,SP
02176615000107,07898126407550,ALVINOPOLIS,MG
00063960000109,07891737989309,PORTO ALEGRE,RS
04770484000109,07898123120018,JUAZEIRO DO NORTE,CE
52034139000150,07896003701678,MARILIA,SP
47508411110504,07895000475551,SAO PAULO,SP
16849231000104,07896051122432,BELO HORIZONTE,MG
60409075000152,07891000256138,SAO PAULO,SP
07476698000165,07898646130112,13820-000,SP
24353832000150,07898416524738,JUNDIAI,SP
61068276000104,07891150030589,VALINHOS,SP
01773518000120,07898623951532,JANDIRA,SP
60498706000157,07896036095645,SAO PAULO,SP
05552477000101,07898497187259,ABREU E LIMA,PE
76490184000187,07891098000972,RIO DE JANEIRO,RJ
05315977000200,07898920223363,VITORIA,ES
00063960000109,07891737977689,PORTO ALEGRE,RS
54516661003704,07891010880859,SAO JOSE DOS CAMPOS,SP
45997418000153,07894900011715,RIO DE JANEIRO,RJ
76490184000187,07891098040039,RIO DE JANEIRO,RJ
33033028000184,07895800480533,CURITIBA,PR
61586558000195,07891095023950,SAO PAULO,SP
62691043000118,07891193010012,DIADEMA,SP
70940994000101,07891962051574,GUARULHOS,SP
62000278000116,07891021005562,SAO PAULO,SP
00104603000133,07896013562634,NOVA IGUACU,RJ
56851355000149,07896085840050,SAO BERNARDO DO CAMPO,SP
12764852000134,07898949162469,SAO PAULO,SP
17467515000107,07896490290662,SANTA LUZIA,MG
33122466000119,07894650013939,RIO DE JANEIRO,RJ
02089969000106,07898215152453,BELA VISTA DE GOIAS,GO
83310441000117,07891164018214,GUARULHOS,SP
60409075000152,07891000066645,SAO PAULO,SP
90286139000136,07896104805978,CACHOEIRINHA,RS
61586558000195,07891095002429,SAO PAULO,SP
84046101000193,07891080170614,SAO PAULO,SP
13498794000107,07898952179119,PORTO ALEGRE,RS
60409075000152,07891000889701,SAO PAULO,SP
06042467000180,07896058256413,CAMPINAS,SP
64904295000103,07896006711100,SAO PAULO,SP
08505736000123,07897664171732,SAO PAULO,SP
43461789000190,07896098902400,AMPARO,SP
21191338000148,07898615600219,CASCAVEL,CE
05871813000170,07898905385062,CAMPINA GRANDE,PB
61068276000104,07891150034525,VALINHOS,SP
48657860000129,07896193800007,VALINHOS,SP
47508411110504,07895000343089,SAO PAULO,SP
31565104000177,07894321711478,SAO PAULO,SP
07206816000115,07891152300598,FORTALEZA,CE
13324184000197,07891999991805,SAO PAULO,SP
02333707000145,07896089088403,JUNDIAI,SP
47508411110504,07895000486465,SAO PAULO,SP
77595395000228,07896275970857,MEDIANEIRA,PR
70940994000101,07891962051079,GUARULHOS,SP
09641406000128,07896069573165,NEVES PAULISTA,SP
07526557000100,07891991000888,SAO PAULO,SP
04892455000110,07896791970782,SETE LAGOAS,MG
00382468002131,07891024040317,SAO BERNARDO DO CAMPO,SP
01257995000133,07898080641557,CORUMBAIBA,GO
11507415000172,07896013102991,PAULISTA,PE
46344354000669,07891132009220,SAO PAULO,SP
