,cnpj,gtin,category
11216,47508411152681,7891962004921,"bolos, biscoitos e bolachas"
11217,6057223023112,7891048046661,doces e sobremesas
11218,75315333008002,7891150020672,limpeza roupas
11219,3720882000905,7896005277201,massas e molhos
11220,75315333007111,7899026487185,cabelo
11221,39346861026802,7891000245163,iogurtes e sobremesas
11222,21911839000232,7894321219622,"bolos, biscoitos e bolachas"
11223,75315333007111,7898928518461,cabelo
11224,75315333009831,7891150030756,cabelo
11225,13004510024100,7891089100162,conservas e enlatados
11226,6057223035552,7896085840067,cabelo
11227,43235985000732,7891024161982,cabelo
11228,3640467002219,4896478803207,"bolos, biscoitos e bolachas"
11229,63960023575,7891000027974,iogurtes e sobremesas
11230,6057223023112,7898945987837,cervejas
11231,76430438007184,7898024397137,bomboniere
11232,75315333008002,7891150036567,temperos e condimentos
11233,6057223035552,7891132009961,sucos e refrescos
11234,6057223035552,7891132005963,sucos e refrescos
11235,32860231000676,7891000243091,bomboniere
11236,47508411135833,7896066304397,"bolos, biscoitos e bolachas"
11237,47508411137100,7891097000133,iogurtes e sobremesas
11238,43235985000732,7896263503081,refrigerantes
11239,47508411110687,7891000066607,leite
11240,3720882000905,7898403782738,iogurtes e sobremesas
11241,63960006212,7891991000819,refrigerantes
11242,75315333008002,7891125063000,destilados
11243,63960006212,7501064196645,cervejas
11244,71322150003266,1290562587098,massas e molhos
11245,6057223023112,7891962044668,"bolos, biscoitos e bolachas"
11246,71322150004408,7896058257717,"bolos, biscoitos e bolachas"
11247,13004510024100,7898925943037,cervejas
11248,47508411110687,7891000096468,iogurtes e sobremesas
11249,3720882000905,78909434,bomboniere
11250,71322150001301,7891149106608,cervejas
11251,41185455000378,7891000110874,bebidas lácteas
11252,76430438007184,7622300837389,"bolos, biscoitos e bolachas"
11253,41185455000378,7891150020672,limpeza roupas
11254,75315333008002,7891095154012,temperos e condimentos
11255,13004510024100,7891149103119,cervejas
11256,47508411152681,7891094002123,conservas e enlatados
11257,41185455000378,7891097000607,iogurtes e sobremesas
11258,63960023575,7506309841816,cabelo
11259,75315333008002,7896098908716,limpeza roupas
11260,3640467002219,7894900911602,refrigerantes
11261,1915625001037,7896263500196,refrigerantes
11262,3720882000905,8001360630236,massas e molhos
11263,8540603000198,7891000041178,iogurtes e sobremesas
11264,1915625001037,7896317105032,refrigerantes
11265,71322150001301,7898915949148,cervejas
11266,71322150003266,7896003702385,"bolos, biscoitos e bolachas"
11267,71322150001301,7894900093278,refrigerantes
11268,3640467002219,7896002361026,"bolos, biscoitos e bolachas"
11269,47508411134004,4002103286769,cervejas
11270,39346861029909,7891149103300,cervejas
11271,75315333008002,7896051145646,doces e sobremesas
11272,5154589000368,7896213003029,"bolos, biscoitos e bolachas"
11273,71322150004408,7891300908676,massas e molhos
11274,47508411135833,7894321231228,"bolos, biscoitos e bolachas"
11275,47508411152681,3222471858325,"bolos, biscoitos e bolachas"
11276,71322150001301,7622210961679,bomboniere
11277,41185455001501,7898629570263,bomboniere
11278,71322150004408,7896058251364,"bolos, biscoitos e bolachas"
11279,71322150004408,7896036093450,massas e molhos
11280,6057223023112,7896004401775,doces e sobremesas
11281,32860231000676,7891000077610,bebidas lácteas
11282,75315333008002,7891132008704,temperos e condimentos
11283,75315333008002,7896383700704,destilados
11284,47508411152681,7896181708940,doces e sobremesas
11285,71322150004408,7896022201913,massas e molhos
11286,13004510024100,7891098010452,cafés e chás
11287,9379531000101,7876617204628,massas e molhos
11288,6057223023112,7898904099298,doces e sobremesas
11289,47508411152681,7896051115014,doces e sobremesas
11290,39346861029909,7896098901274,limpeza roupas
11291,39346861029909,7897395007126,cervejas
11292,71322150003266,7898230715299,cervejas
11293,47508411152681,7895000485888,doces e sobremesas
11294,75315333009831,7896036090626,"óleos, azeites e vinagres"
11295,63960023575,7899706164412,cabelo
11296,3720882000905,7891095200993,farinhas
11297,63960005917,891472000489,massas e molhos
11298,63960023575,7896051164142,iogurtes e sobremesas
11299,47508411113945,7895000425457,limpeza roupas
11300,71322150003266,7896058251241,"bolos, biscoitos e bolachas"
11301,47508411110687,7898403780277,iogurtes e sobremesas
11302,13004510024100,6567852077795,cabelo
11303,63960023575,7898919412051,cabelo
11304,47508411113945,7896036095102,massas e molhos
11305,75315333009831,7891095022137,doces e sobremesas
11306,39346861029909,7896085076497,"bolos, biscoitos e bolachas"
11307,75315333007111,7891150057937,cabelo
11308,21911839000232,896421204628,"bolos, biscoitos e bolachas"
11309,47508411135833,5133445398991,refrigerantes
11310,71322150004408,8891909051383,"bolos, biscoitos e bolachas"
11311,47508411113945,78912953,refrigerantes
11312,41185455000378,7898230895687,massas e molhos
11313,11517841005903,7506295369509,cabelo
11314,47508411137100,7896001215467,doces e sobremesas
11315,71322150003266,7896622711355,massas e molhos
11316,3720882000905,7898955617403,"manteigas, patês e requeijão"
11317,47508411113945,7896005805022,cafés e chás
11318,41185455000378,7893000436992,aves congeladas
11319,47508411110687,78912946,refrigerantes
11320,71322150001301,7896423497922,bomboniere
11321,9535928000730,7896205752362,massas e molhos
11322,71322150004408,8004690341605,massas e molhos
11323,3720882000905,7891965120178,farinhas
11324,47508411134004,7898901043010,cafés e chás
11325,63960006212,7891149108015,cervejas
11326,63960005917,7896104805930,doces e sobremesas
11327,47508411152681,7896272005712,conservas e enlatados
11328,47508411134004,7898929988171,cervejas
11329,39346861026802,7896629650138,iogurtes e sobremesas
11330,75315333008002,7891089063962,doces e sobremesas
11331,47508411135833,7622210644534,"bolos, biscoitos e bolachas"
11332,3640467002219,7891079000441,massas e molhos
11333,17676214000185,7896045503452,cervejas
11334,41185455000378,7896213001971,massas e molhos
11335,75315333009831,7897274413024,limpeza casa
11336,47508411135833,7898377660094,cervejas
11337,6057223023112,7896279114646,cabelo
11338,76430438007184,78912908,refrigerantes
11339,6057223035552,7896000715326,cabelo
11340,75315333008002,7896264604312,"bolos, biscoitos e bolachas"
11341,47508411110687,7895000483501,"manteigas, patês e requeijão"
11342,5154589000368,7891000081242,"bolos, biscoitos e bolachas"
11343,47508411110687,7897469400624,iogurtes e sobremesas
11344,3640467002219,7891193020363,"bolos, biscoitos e bolachas"
11345,6057223023112,7896085053269,"bolos, biscoitos e bolachas"
11346,47508411137100,5601055010294,bomboniere
11347,3640467002219,7891203059352,"bolos, biscoitos e bolachas"
11348,6057223035552,6895531835481,limpeza roupas
11349,1915625001037,7896317105063,refrigerantes
11350,39346861026802,4500155116268,cabelo
11351,6057223023112,7896279114783,cabelo
11352,6057223023112,7896003702583,"bolos, biscoitos e bolachas"
11353,47508411113945,7891048070017,aperitivos e salgadinhos
11354,47508411113945,7891091063196,aperitivos e salgadinhos
11355,32860231000676,7896040704113,limpeza roupas
11356,3720882000905,7896058503760,aperitivos e salgadinhos
11357,76430438007184,7896022201913,massas e molhos
11358,32860231000676,7898524348998,cabelo
11359,71322150004408,7896036095119,massas e molhos
11360,75315333008002,7898230895687,massas e molhos
11361,75315333007111,17229555,refrigerantes
11362,8540603000198,7896051114086,doces e sobremesas
11363,71322150003266,7896455004471,massas e molhos
11364,6057223023112,7898403910087,doces e sobremesas
11365,71322150004408,8891064700133,"bolos, biscoitos e bolachas"
11366,63960023575,7897517206765,massas e molhos
11367,41185455000378,7896945402107,massas e molhos
11368,41185455000378,7896279101141,cabelo
11369,75315333009831,7896005012215,"bolos, biscoitos e bolachas"
11370,76430438007184,7896085076251,"bolos, biscoitos e bolachas"
11371,76430438007184,7896058257717,"bolos, biscoitos e bolachas"
11372,47508411113945,7891080170591,massas e molhos
11373,47508411152681,7896005808542,cafés e chás
11374,63960006212,7896445472648,refrigerantes
11375,3720882000905,7896262304351,bomboniere
11376,5154589000368,7896004400020,doces e sobremesas
11377,3720882000905,7894900611014,sucos e refrescos
11378,71322150001301,7892840813130,refrigerantes
11379,6057223023112,7896102509021,massas e molhos
11380,71322150003266,7891167012011,conservas e enlatados
11381,71322150004408,3872008910899,massas e molhos
11382,75315333008002,7896256050929,farinhas
11383,41185455000378,7897938900051,limpeza roupas
11384,3720882000905,7891150026513,limpeza roupas
11385,3720882000905,7891098000163,cafés e chás
11386,17676214000185,7891962010175,"bolos, biscoitos e bolachas"
11387,47508411113945,7892840257545,aperitivos e salgadinhos
11388,8540603000198,7891025700609,iogurtes e sobremesas
11389,47508411152681,7896237900786,conservas e enlatados
11390,6057223023112,7891962026138,"bolos, biscoitos e bolachas"
11391,47508411152681,7896775100198,doces e sobremesas
11392,76430438007184,7896229800315,iogurtes e sobremesas
11393,3720882000905,8076809571944,massas e molhos
11394,71322150004408,7891962011738,"bolos, biscoitos e bolachas"
11395,39346861029909,7894900011159,refrigerantes
11396,76430438007184,826460205171,"bolos, biscoitos e bolachas"
11397,39346861026802,7891150067738,cabelo
11398,71322150004408,7896022203719,massas e molhos
11399,76430438007184,7896263500301,refrigerantes
11400,47508411113945,7891152320930,"bolos, biscoitos e bolachas"
11401,75315333008002,7896005801819,cafés e chás
11402,47508411135833,7895000442294,iogurtes e sobremesas
11403,47508411134004,8412598000478,cervejas
11404,3720882000905,7898403781885,iogurtes e sobremesas
11405,39346861026802,7891999003706,iogurtes e sobremesas
11406,47508411113945,7896003702040,"bolos, biscoitos e bolachas"
11407,9535928000730,7892840802714,refrigerantes
11408,3720882000905,7898957617548,massas e molhos
11409,6057223023112,7897721410095,massas e molhos
11410,75315333008002,7891025105374,iogurtes e sobremesas
11411,41185455000378,7891091011913,cafés e chás
11412,8540603000198,7891021006309,cafés e chás
11413,13004510024100,7896000724779,cabelo
11414,71322150001301,7898942307836,cervejas
11415,39346861029909,7896791970966,iogurtes e sobremesas
11416,6057223023112,7896327511991,doces e sobremesas
11417,47508411134004,7896036090619,"óleos, azeites e vinagres"
11418,3640467002219,7896003702347,"bolos, biscoitos e bolachas"
11419,32860231000676,7898932426042,farinhas
11420,8540603000198,7896102502299,massas e molhos
11421,3720882000905,7891048036013,cafés e chás
11422,41185455000378,7896292307544,massas e molhos
11423,6057223023112,7896256065862,"bolos, biscoitos e bolachas"
11424,41185455001501,4896481128441,leite
11425,39346861026802,7896051263616,iogurtes e sobremesas
11426,47508411137100,7892840253646,aperitivos e salgadinhos
11427,63960023575,7891025115403,iogurtes e sobremesas
11428,75315333009831,7896013405504,limpeza casa
11429,47508411110687,7898403780666,iogurtes e sobremesas
11430,39346861029909,9079505700044,iogurtes e sobremesas
11431,71322150004408,7891991000826,refrigerantes
11432,63960005917,7897517206741,massas e molhos
11433,75315333009831,9183214641151,"bolos, biscoitos e bolachas"
11434,6057223023112,7896205754458,massas e molhos
11435,71322150003266,3894381007256,cervejas
11436,71322150004408,7596085352163,"bolos, biscoitos e bolachas"
11437,39346861029909,6897992014887,iogurtes e sobremesas
11438,41185455000378,7896224800808,cafés e chás
11439,39346861029909,7891962050751,"bolos, biscoitos e bolachas"
11440,75315333008002,7896080001401,destilados
11441,47508411113945,80052487,bomboniere
11442,63960023575,821479012987,massas e molhos
11443,32860231000676,7891150062498,cabelo
11444,6057223035552,7891150018877,cabelo
11445,63960006212,7891149106837,cervejas
11446,41185455000378,7896014140534,cabelo
11447,71322150001301,7896002369787,"bolos, biscoitos e bolachas"
11448,71322150003266,7896102589146,conservas e enlatados
11449,47508411135833,7896066304595,pães e bolos industrializados
11450,75315333009246,7896102503715,massas e molhos
11451,39346861029909,7898922974478,"bolos, biscoitos e bolachas"
11452,6057223023112,7622300859978,doces e sobremesas
11453,71322150001301,7622210755544,"bolos, biscoitos e bolachas"
11454,47508411113945,7895000320509,cafés e chás
11455,47508411134004,7897517209292,conservas e enlatados
11456,41185455000378,7896005801819,cafés e chás
11457,75315333007111,7891150037595,cabelo
11458,63960006212,7896052606245,refrigerantes
11459,71322150001301,7896006716471,"bolos, biscoitos e bolachas"
11460,47508411152681,7896743021692,"bolos, biscoitos e bolachas"
11461,9535928000730,7896292360303,massas e molhos
11462,13004510024100,7898919411948,cabelo
11463,76430438007184,7891000072974,iogurtes e sobremesas
11464,71322150004408,7622210880062,"bolos, biscoitos e bolachas"
11465,6057223023112,7896279115285,cabelo
11466,47508411113945,7898286200176,cafés e chás
11467,47508411110687,7896058593440,bomboniere
11468,47508411137100,7895000482719,"bolos, biscoitos e bolachas"
11469,71322150004408,7896022205157,"bolos, biscoitos e bolachas"
11470,63960006212,7891149107032,cervejas
11471,47508411113945,7896224800747,cafés e chás
11472,47508411113945,7898324140181,"manteigas, patês e requeijão"
11473,1915625001037,7891991008655,refrigerantes
11474,5154589000368,7891107111910,"óleos, azeites e vinagres"
11475,71322150003266,7896193800007,massas e molhos
11476,63960005917,7896104805923,doces e sobremesas
11477,71322150001301,7896283005671,"bolos, biscoitos e bolachas"
11478,63960023575,7891000117224,iogurtes e sobremesas
11479,63960005917,7898024394181,doces e sobremesas
11480,75315333009831,7891150055711,cabelo
11481,6057223023112,7896003701425,"bolos, biscoitos e bolachas"
11482,39346861026802,7896000711175,cabelo
11483,6057223023112,7891150001268,cabelo
11484,6057223035552,7896098900987,limpeza roupas
11485,9379531000101,7896417203805,massas e molhos
11486,41185455000378,7896051130284,leite
11487,47508411135833,7896496981137,"bolos, biscoitos e bolachas"
11488,63960023575,7891150043442,cabelo
11489,43235985000732,8500441125475,cabelo
11490,47508411110687,7891000092606,bomboniere
11491,3640467002219,7894900031515,refrigerantes
11492,5154589000368,7896060010492,cafés e chás
11493,21911839000232,7896024723994,"bolos, biscoitos e bolachas"
11494,41185455001501,7891150038554,limpeza casa
11495,6057223023112,7896036000304,massas e molhos
11496,8540603000198,7896224803090,solúveis matinais
11497,63960023575,5623900544600,massas e molhos
11498,75315333008002,7898403781021,bebidas lácteas
11499,75315333008002,7896025802490,massas e molhos
11500,6057223023112,7896237901196,massas e molhos
11501,47508411134004,8412598001079,cervejas
11502,41185455001501,7891035800245,limpeza casa
11503,8540603000198,8296161502947,massas e molhos
11504,8540603000198,7896102502688,massas e molhos
11505,47508411134004,7898075641166,conservas e enlatados
11506,63960005917,7896292302686,massas e molhos
11507,63960023575,6898025110897,iogurtes e sobremesas
11508,75315333008002,7896009863752,arroz
11509,63960005917,7891149106486,cervejas
11510,6057223035552,7891024170335,cabelo
11511,47508411113945,7891095005178,aperitivos e salgadinhos
11512,47508411135833,7891991010023,cervejas
11513,1915625001037,7891991001359,refrigerantes
11514,47508411135833,8891992051383,pães e bolos industrializados
11515,39346861026802,7898587774475,cabelo
11516,76430438007184,6893904053630,refrigerantes
11517,71322150003266,7896102502756,cervejas
11518,71322150003266,7891150005402,massas e molhos
11519,63960023575,7891150051553,cabelo
11520,75315333009246,7896036092859,massas e molhos
11521,13004510024100,7898623950078,cabelo
11522,71322150004408,7891991002646,refrigerantes
11523,5154589000368,7896213002503,"bolos, biscoitos e bolachas"
11524,32860231000676,7891150029583,cabelo
11525,5154589000368,7898146460535,doces e sobremesas
11526,63960005917,7891737243524,massas e molhos
11527,6057223035552,7897534816848,limpeza roupas
11528,6057223035552,5893283306632,limpeza roupas
11529,71322150001301,7896255519441,bomboniere
11530,13004510024100,7891035285288,limpeza casa
11531,75315333008002,7897395099329,cervejas
11532,39346861029909,7891991012126,cervejas
11533,71322150003266,7896237902285,conservas e enlatados
11534,71322150001301,7896071023139,"bolos, biscoitos e bolachas"
11535,63960023575,7891150037465,cabelo
11536,75315333008002,7896005801512,cafés e chás
11537,47508411137100,7891999011398,iogurtes e sobremesas
11538,47508411152681,7896272002117,conservas e enlatados
11539,43235985000732,7891991002684,refrigerantes
11540,75315333008274,7891149101900,cervejas
11541,17676214000185,7896205722211,massas e molhos
11542,47508411135833,7891149103409,refrigerantes
11543,47508411134004,7894321811789,conservas e enlatados
11544,47508411110687,7898591457036,bomboniere
11545,47508411134004,7895000453092,cafés e chás
11546,47508411113945,7891999990907,iogurtes e sobremesas
11547,6057223023112,7896048282309,massas e molhos
11548,76430438007184,7891025105862,iogurtes e sobremesas
11549,1915625001037,7894900093032,refrigerantes
11550,13004510024100,7891150053939,cabelo
11551,76430438007184,7898142861787,bomboniere
11552,47508411137100,7891999144485,"manteigas, patês e requeijão"
11553,75315333008002,7896775400052,leite
11554,41185455000378,7896040700276,limpeza roupas
11555,71322150003266,7896036094983,massas e molhos
11556,6057223035552,7896098902400,limpeza roupas
11557,47508411134004,7894900093049,refrigerantes
11558,63960023575,78934115,cervejas
11559,13004510024100,7500435125406,cabelo
11560,41185455001501,7892840233341,aperitivos e salgadinhos
11561,63960005917,7622210754813,"bolos, biscoitos e bolachas"
11562,21911839000232,7896003702699,"bolos, biscoitos e bolachas"
11563,75315333008274,7891048038031,cafés e chás
11564,71322150004408,7897517206727,massas e molhos
11565,76430438007184,7891991000826,refrigerantes
11566,6057223023112,7896058256406,"bolos, biscoitos e bolachas"
11567,47508411110687,7891149104932,cervejas
11568,47508411113945,7896048706027,leite
11569,71322150003266,7896102502152,massas e molhos
11570,47508411152681,7892840268848,"bolos, biscoitos e bolachas"
11571,13004510024100,5471446070790,higiene infantil
11572,32860231000676,7898022210254,bebidas lácteas
11573,76430438007184,7891048070123,"bolos, biscoitos e bolachas"
11574,43235985000732,7898126404177,cabelo
11575,6057223035552,7897042004966,cabelo
11576,71322150001301,7896066301242,"bolos, biscoitos e bolachas"
11577,63960005917,7891910030248,"bolos, biscoitos e bolachas"
11578,71322150003266,7896292313347,massas e molhos
11579,63960006212,7891149104956,cervejas
11580,47508411152681,7896005280911,doces e sobremesas
11581,47508411152681,7896005806692,cafés e chás
11582,47508411113945,7031091016017,cafés e chás
11583,43235985000732,7899026487178,cabelo
11584,47508411137100,7805000312237,cafés e chás
11585,32860231000676,7891150059009,cabelo
11586,71322150001301,7891149106806,cervejas
11587,13004510024100,7896000725264,cabelo
11588,75315333007111,7898919411948,cabelo
11589,75315333009831,7909189046102,farinhas
11590,8540603000198,7893000079298,"manteigas, patês e requeijão"
11591,47508411113945,98650927,iogurtes e sobremesas
11592,8540603000198,7891000103913,iogurtes e sobremesas
11593,43235985000732,7891150056572,cabelo
11594,71322150001301,7898994774914,"bolos, biscoitos e bolachas"
11595,41185455000378,826489013641,cafés e chás
11596,47508411135833,7891000103852,iogurtes e sobremesas
11597,75315333008002,7891150039292,limpeza roupas
11598,63960005917,7898295300850,cervejas
11599,71322150003266,41789000171,massas e molhos
11600,71322150003266,7891150057692,cervejas
11601,6057223023112,7896034668377,"bolos, biscoitos e bolachas"
11602,75315333007111,6891041013791,cabelo
11603,6057223023112,7897517200459,doces e sobremesas
11604,76430438007184,7896002301398,"bolos, biscoitos e bolachas"
11605,6057223023112,7896052601097,refrigerantes
11606,17676214000185,7896045504831,cervejas
11607,75315333008002,7891095200542,farinhas
11608,47508411110687,7898942775321,sucos e refrescos
11609,47508411110687,7898341430098,sucos e refrescos
11610,47508411152681,7896272004210,conservas e enlatados
11611,75315333009246,7891999015648,massas e molhos
11612,63960023575,7891999003683,iogurtes e sobremesas
11613,5154589000368,7898286200114,cafés e chás
11614,75315333009831,7891025106548,bebidas lácteas
11615,47508411135833,7891999007032,iogurtes e sobremesas
11616,47508411135833,7892840268145,"bolos, biscoitos e bolachas"
11617,47508411113945,7892840259549,aperitivos e salgadinhos
11618,13004510024100,5897424160923,cabelo
11619,39346861029909,7891999420206,iogurtes e sobremesas
11620,39346861029909,7896098903827,limpeza roupas
11621,76430438007184,792095301369,cervejas
11622,47508411137100,7896038310197,massas e molhos
11623,47508411137100,7892840802714,refrigerantes
11624,39346861029909,7896013402503,limpeza roupas
11625,32860231000676,7896102513004,massas e molhos
11626,6057223023112,7622210661814,"bolos, biscoitos e bolachas"
11627,47508411152681,7891000156209,doces e sobremesas
11628,39346861026802,7891999009739,iogurtes e sobremesas
11629,3720882000905,7891152501599,"manteigas, patês e requeijão"
11630,5154589000368,7891048038116,cafés e chás
11631,76430438007184,7898940264193,cervejas
11632,71322150003266,7891000256008,"bolos, biscoitos e bolachas"
11633,39346861029909,5897425112921,iogurtes e sobremesas
11634,71322150001301,7897395040390,cervejas
11635,71322150004408,7898959575129,cervejas
11636,8540603000198,7897172500208,arroz
11637,6057223023112,7896036095645,massas e molhos
11638,71322150001301,7622300989408,"bolos, biscoitos e bolachas"
11639,47508411110687,7898286201463,sucos e refrescos
11640,3720882000905,7891150027848,massas e molhos
11641,63960006212,7891991013000,cervejas
11642,47508411110687,7891152222241,massas e molhos
11643,39346861026802,7891149210503,cervejas
11644,6057223023112,7896025802889,massas e molhos
11645,47508411135833,7896085009839,"bolos, biscoitos e bolachas"
11646,75315333008274,7896224803069,cafés e chás
11647,63960023575,8076809513692,massas e molhos
11648,3640467002219,78904644,cervejas
11649,75315333008274,7896030518461,"manteigas, patês e requeijão"
11650,3720882000905,7896019607636,bomboniere
11651,47508411152681,7896085076459,"bolos, biscoitos e bolachas"
11652,47508411113945,7896547500263,destilados
11653,3640467002219,8000139923548,massas e molhos
11654,13004510024100,7500435122221,higiene infantil
11655,5154589000368,7896013100997,"óleos, azeites e vinagres"
11656,41185455001501,7896015525583,dental
11657,47508411134004,7894900550061,sucos e refrescos
11658,47508411134004,7891149210305,cervejas
11659,8540603000198,7891000120750,iogurtes e sobremesas
11660,71322150001301,7622300990701,"bolos, biscoitos e bolachas"
11661,47508411152681,7896005805701,cafés e chás
11662,6057223023112,7622300990749,"bolos, biscoitos e bolachas"
11663,75315333009246,7892840813505,refrigerantes
11664,47508411135833,7897395020194,cervejas
11665,63960005917,7896022200541,massas e molhos
11666,47508411152681,7891000089859,"bolos, biscoitos e bolachas"
11667,71322150004408,7894900300017,refrigerantes
11668,3720882000905,7896058501209,bomboniere
11669,71322150001301,7898230710300,cervejas
11670,63960005917,7897773300719,doces e sobremesas
11671,71322150003266,7898951850132,cervejas
11672,8540603000198,7898403781908,iogurtes e sobremesas
11673,47508411110687,7891000056523,leite
11674,47508411110687,7622210961716,bomboniere
11675,6057223035552,7891132001019,sucos e refrescos
11676,13004510024100,8004838532926,bomboniere
11677,47508411113945,7891700206907,"manteigas, patês e requeijão"
11678,71322150001301,7891962051062,"bolos, biscoitos e bolachas"
11679,41185455001501,7897064810323,bomboniere
11680,3720882000905,7622300861261,sucos e refrescos
11681,47508411113945,7895800112632,bomboniere
11682,75315333008002,7891021006071,cafés e chás
11683,41185455000378,7896013103547,limpeza roupas
11684,71322150001301,7896066304595,"bolos, biscoitos e bolachas"
11685,9535928000730,7894900031515,refrigerantes
11686,47508411152681,3083681080926,conservas e enlatados
11687,3720882000905,7898960357011,sucos e refrescos
11688,76430438007184,7896011107073,massas e molhos
11689,76430438007184,7896071024495,"bolos, biscoitos e bolachas"
11690,32860231000676,7896098904664,limpeza roupas
11691,71322150003266,7891079013106,massas e molhos
11692,47508411135833,7896423420791,bomboniere
11693,47508411110687,7613034968364,leite
11694,41185455000378,7899706117791,cabelo
11695,47508411152681,7898370100016,doces e sobremesas
11696,47508411152681,7896089040418,cafés e chás
11697,32860231000676,7891150056091,cabelo
11698,6057223023112,7896036095126,massas e molhos
11699,43235985000732,7899706134170,cabelo
11700,6057223023112,16329997,cervejas
11701,39346861029909,7896336804954,cervejas
11702,8540603000198,7500435112147,cabelo
11703,13004510024100,7891022101003,limpeza casa
11704,75315333009831,7896098903612,limpeza casa
11705,71322150001301,7896045503414,cervejas
11706,71322150001301,7891000248768,bomboniere
11707,76430438007184,7891031409633,massas e molhos
11708,13004510024100,7896089013641,cafés e chás
11709,41185455000378,7896084700140,arroz
11710,21911839000232,7894321228723,"bolos, biscoitos e bolachas"
11711,47508411110687,7506339321838,limpeza roupas
11712,47508411113945,7891991001373,refrigerantes
11713,75315333009831,4896498423072,doces e sobremesas
11714,6057223035552,7891132005994,sucos e refrescos
11715,63960006212,7894900700398,refrigerantes
11716,47508411113945,721059707510,destilados
11717,63960023575,78911314,cervejas
11718,75315333009246,7894000050027,massas e molhos
11719,75315333008002,7891097000195,iogurtes e sobremesas
11720,47508411110687,7891097010781,iogurtes e sobremesas
11721,47508411134004,7898943163097,conservas e enlatados
11722,3640467002219,4169024,"bolos, biscoitos e bolachas"
11723,63960005917,7896205756377,massas e molhos
11724,71322150003266,7896237900816,conservas e enlatados
11725,3720882000905,7896005804520,cafés e chás
11726,41185455000378,7898614670022,farinhas
11727,13004510024100,6897154056540,limpeza roupas
11728,41185455001501,7896102502626,massas e molhos
11729,32860231000676,7891035040405,limpeza roupas
11730,6057223035552,7500435114370,cabelo
11731,63960005917,7896024724298,"bolos, biscoitos e bolachas"
11732,71322150004408,7898099391429,refrigerantes
11733,75315333008002,7896060400101,limpeza roupas
11734,63960005917,7896036095041,massas e molhos
11735,39346861026802,7891150008809,cabelo
11736,9535928000730,7896005206539,massas e molhos
11737,6057223023112,7897042004904,cabelo
11738,63960005917,8005121000405,massas e molhos
11739,32860231000676,7891025112976,iogurtes e sobremesas
11740,6057223023112,7891149101900,cervejas
11741,41185455001501,7891024031865,dental
11742,6057223023112,7896056100084,massas e molhos
11743,3640467002219,7896005275399,massas e molhos
11744,13004510024100,7891330011711,bomboniere
11745,6057223023112,7894900030013,refrigerantes
11746,13004510024100,7898367983790,cervejas
11747,3640467002219,7896038310197,massas e molhos
11748,63960023575,7506309889412,cabelo
11749,43235985000732,7891150018754,cabelo
11750,47508411152681,7891000086193,"bolos, biscoitos e bolachas"
11751,75315333008002,7622300989446,"bolos, biscoitos e bolachas"
11752,39346861029909,7895144603674,bomboniere
11753,75315333009246,7892840812416,refrigerantes
11754,3720882000905,7891700202916,sucos e refrescos
11755,6057223023112,7896034669695,"bolos, biscoitos e bolachas"
11756,13004510024100,7896013105640,limpeza roupas
11757,6057223035552,7891024182475,cabelo
11758,39346861029909,7896440504801,limpeza roupas
11759,47508411110687,7896036097267,massas e molhos
11760,47508411134004,7891021007290,cafés e chás
11761,9379531000101,7897395010164,cervejas
11762,3720882000905,7610400013024,bomboniere
11763,71322150003266,7893333733362,"bolos, biscoitos e bolachas"
11764,75315333009831,7891150049772,limpeza roupas
11765,47508411137100,7898366932522,sucos e refrescos
11766,76430438007184,7896275970796,iogurtes e sobremesas
11767,71322150001301,7896058256420,"bolos, biscoitos e bolachas"
11768,47508411135833,7891000243152,bomboniere
11769,47508411110687,7298591453043,bomboniere
11770,32860231000676,7891150054493,cabelo
11771,75315333009246,7896181502043,massas e molhos
11772,32860231000676,7898525450072,aves congeladas
11773,71322150003266,7891080149443,massas e molhos
11774,76430438007184,6898079000205,massas e molhos
11775,71322150003266,896192300437,cervejas
11776,3720882000905,7898952901208,aperitivos e salgadinhos
11777,41185455001501,7898957617012,aperitivos e salgadinhos
11778,8540603000198,7891107101621,"óleos, azeites e vinagres"
11779,13004510024100,7898366930740,massas e molhos
11780,47508411113945,721059841009,destilados
11781,39346861029909,7896051127093,iogurtes e sobremesas
11782,43235985000732,7898919412150,cabelo
11783,47508411113945,7898906375017,farinhas
11784,47508411113945,7896490290587,sucos e refrescos
11785,76430438007184,7569999394536,cervejas
11786,71322150003266,7896205722198,cervejas
11787,47508411135833,7896022204631,"bolos, biscoitos e bolachas"
11788,51010502000800,6890021203115,massas e molhos
11789,39346861026802,6897142104932,cervejas
11790,6057223035552,7702031598145,cabelo
11791,6057223035552,7891150040373,limpeza roupas
11792,47508411113945,7898944992122,bebidas lácteas
11793,76430438007184,7622210653185,"bolos, biscoitos e bolachas"
11794,51010502000800,7896232115727,massas e molhos
11795,6057223023112,3153575075090,"bolos, biscoitos e bolachas"
11796,6057223023112,7897711700458,doces e sobremesas
11797,47508411135833,7896003702309,"bolos, biscoitos e bolachas"
11798,71322150004408,7891079000243,massas e molhos
11799,41185455000378,7896098901083,limpeza roupas
11800,63960005917,7622300859930,doces e sobremesas
11801,41185455000378,7899970400131,bomboniere
11802,47508411135833,7896003700978,"bolos, biscoitos e bolachas"
11803,76430438007184,78922310,bomboniere
11804,47508411113945,7896092503276,destilados
